DateTime,StationName,CO (mg/m3),NO (ug/m3),Temperature 2m (DegC),NO2 (ug/m3)
1/01/2020 1:00:00 AM,Riccarton Road,0.1770000,6.0250001,15.1166668,3.9033334
1/01/2020 2:00:00 AM,Riccarton Road,"",3.1866667,14.9333334,2.4800000
1/01/2020 3:00:00 AM,Riccarton Road,0.1501667,"",14.7833338,""
1/01/2020 4:00:00 AM,Riccarton Road,0.1560000,6.2466664,14.7500000,7.3966665
1/01/2020 5:00:00 AM,Riccarton Road,0.1896667,6.0516667,14.5666666,7.2116666
1/01/2020 6:00:00 AM,Riccarton Road,0.2278333,16.9300003,14.3500004,11.6300001
1/01/2020 7:00:00 AM,Riccarton Road,0.2393333,23.2700005,16.6666660,13.1566668
1/01/2020 8:00:00 AM,Riccarton Road,0.2975000,38.4399986,18.7166672,14.8666668
1/01/2020 9:00:00 AM,Riccarton Road,0.3841667,42.9116669,19.4333324,19.6900005
1/01/2020 10:00:00 AM,Riccarton Road,0.4360000,41.6949997,23.3999996,24.0149994
1/01/2020 11:00:00 AM,Riccarton Road,0.5170000,60.0766678,24.9333324,33.2633324
1/01/2020 12:00:00 PM,Riccarton Road,0.5123333,36.9399986,28.1000004,36.8883324
1/01/2020 1:00:00 PM,Riccarton Road,0.5566667,55.1433334,30.2333336,52.5033340
1/01/2020 2:00:00 PM,Riccarton Road,0.5231667,43.3583336,31.0000000,44.3033333
1/01/2020 3:00:00 PM,Riccarton Road,0.5893334,66.6900024,28.1833324,42.0800018
1/01/2020 4:00:00 PM,Riccarton Road,0.6285000,69.1933365,26.7833328,41.1916656
1/01/2020 5:00:00 PM,Riccarton Road,0.5250000,66.5833359,24.6833324,37.8499985
1/01/2020 6:00:00 PM,Riccarton Road,0.5791667,51.3066673,23.6000004,36.6016655
1/01/2020 7:00:00 PM,Riccarton Road,0.3015000,7.1950002,22.4833336,14.2900000
1/01/2020 8:00:00 PM,Riccarton Road,0.3566667,5.4466667,20.4666672,12.1366663
1/01/2020 9:00:00 PM,Riccarton Road,0.2726667,4.8950000,18.1333332,8.0916662
1/01/2020 10:00:00 PM,Riccarton Road,0.3020000,4.3649998,17.1833324,8.6633329
1/01/2020 11:00:00 PM,Riccarton Road,0.3485000,4.4783335,16.4166660,9.0633335
2/01/2020 12:00:00 AM,Riccarton Road,0.3295000,8.2616663,16.0333328,9.1216669
2/01/2020 1:00:00 AM,Riccarton Road,0.3050000,2.4200001,15.9333334,8.0116663
2/01/2020 2:00:00 AM,Riccarton Road,"",1.9733334,15.4833336,5.5349998
2/01/2020 3:00:00 AM,Riccarton Road,0.3470000,"",15.2500000,""
2/01/2020 4:00:00 AM,Riccarton Road,0.3128333,3.7233334,14.6833334,5.2766666
2/01/2020 5:00:00 AM,Riccarton Road,0.3138333,7.5233335,14.6166668,7.7216668
2/01/2020 6:00:00 AM,Riccarton Road,0.3010000,6.0050001,15.0000000,10.0283337
2/01/2020 7:00:00 AM,Riccarton Road,0.2726667,7.9416666,15.8166666,11.6266670
2/01/2020 8:00:00 AM,Riccarton Road,0.3005000,18.0249996,18.8500004,17.2183342
2/01/2020 9:00:00 AM,Riccarton Road,0.4461667,33.3400002,20.6000004,25.3799992
2/01/2020 10:00:00 AM,Riccarton Road,0.6870000,53.8816681,19.2000008,27.6466675
2/01/2020 11:00:00 AM,Riccarton Road,0.6586667,66.5766678,19.6666660,22.5100002
2/01/2020 12:00:00 PM,Riccarton Road,0.6663333,52.0333328,21.6833324,25.7333336
2/01/2020 1:00:00 PM,Riccarton Road,0.5800000,66.4449997,21.3999996,31.3549995
2/01/2020 2:00:00 PM,Riccarton Road,0.6453333,61.2649994,21.9166660,33.0533333
2/01/2020 3:00:00 PM,Riccarton Road,0.6101667,68.9783325,22.2000008,38.2366676
2/01/2020 4:00:00 PM,Riccarton Road,0.4595000,46.7799988,20.7333336,25.2816658
2/01/2020 5:00:00 PM,Riccarton Road,0.4598333,39.4449997,20.2666664,22.1250000
2/01/2020 6:00:00 PM,Riccarton Road,0.3020000,14.0266666,20.7166672,14.7416668
2/01/2020 7:00:00 PM,Riccarton Road,0.2716667,10.7650003,17.6499996,9.4516668
2/01/2020 8:00:00 PM,Riccarton Road,0.2910000,8.1666670,16.0499992,8.5050001
2/01/2020 9:00:00 PM,Riccarton Road,0.2486667,8.6066666,15.8500004,8.9166670
2/01/2020 10:00:00 PM,Riccarton Road,0.2730000,7.2666669,15.8666668,10.5483332
2/01/2020 11:00:00 PM,Riccarton Road,0.2761667,6.3666668,15.9666662,9.5133333
3/01/2020 12:00:00 AM,Riccarton Road,0.2843333,2.3816667,15.8000002,6.5333333
3/01/2020 1:00:00 AM,Riccarton Road,0.2755000,1.1700000,15.7500000,5.3083334
3/01/2020 2:00:00 AM,Riccarton Road,"",1.1350000,15.4166670,4.6733332
3/01/2020 3:00:00 AM,Riccarton Road,0.2328333,"",14.7833338,""
3/01/2020 4:00:00 AM,Riccarton Road,0.2221667,2.1550000,14.4666662,8.6566668
3/01/2020 5:00:00 AM,Riccarton Road,0.2576667,1.8533334,14.3999996,8.3483334
3/01/2020 6:00:00 AM,Riccarton Road,0.2941667,4.5400000,14.6000004,13.4449997
3/01/2020 7:00:00 AM,Riccarton Road,0.3398333,14.7616663,15.1000004,21.5366669
3/01/2020 8:00:00 AM,Riccarton Road,0.3545000,14.4816666,16.4333324,18.0450001
3/01/2020 9:00:00 AM,Riccarton Road,0.3630000,15.5916662,19.3500004,20.3316669
3/01/2020 10:00:00 AM,Riccarton Road,0.4183333,18.3816662,16.9666672,21.3899994
3/01/2020 11:00:00 AM,Riccarton Road,0.4276667,26.4316673,15.9166670,20.8566666
3/01/2020 12:00:00 PM,Riccarton Road,0.3588333,18.3116665,18.7500000,19.5550003
3/01/2020 1:00:00 PM,Riccarton Road,0.5471666,56.4066658,17.4500008,32.6633339
3/01/2020 2:00:00 PM,Riccarton Road,0.7408333,81.4150009,15.8999996,33.9350014
3/01/2020 3:00:00 PM,Riccarton Road,0.7906666,90.5800018,16.0499992,37.0633316
3/01/2020 4:00:00 PM,Riccarton Road,0.7208334,79.1100006,15.3666668,29.8999996
3/01/2020 5:00:00 PM,Riccarton Road,0.5248333,74.2549973,14.1499996,29.2900009
3/01/2020 6:00:00 PM,Riccarton Road,0.4381667,47.5849991,12.1000004,25.3766670
3/01/2020 7:00:00 PM,Riccarton Road,0.4891667,47.9666672,11.1499996,24.5000000
3/01/2020 8:00:00 PM,Riccarton Road,0.3126667,32.8816681,10.7333336,20.1149998
3/01/2020 9:00:00 PM,Riccarton Road,0.3090000,27.8299999,10.6499996,20.5100002
3/01/2020 10:00:00 PM,Riccarton Road,0.2575000,36.0466652,10.7333336,18.6966667
3/01/2020 11:00:00 PM,Riccarton Road,0.2290000,29.2033329,9.8166666,16.2916660
4/01/2020 12:00:00 AM,Riccarton Road,0.1721667,20.4933338,9.9166670,15.6983337
4/01/2020 1:00:00 AM,Riccarton Road,0.1155000,2.7149999,10.3500004,8.0566664
4/01/2020 2:00:00 AM,Riccarton Road,"",2.3683333,10.3333330,7.4716668
4/01/2020 3:00:00 AM,Riccarton Road,0.1070000,"",10.6166668,""
4/01/2020 4:00:00 AM,Riccarton Road,0.1140000,4.6700001,10.8666668,10.3599997
4/01/2020 5:00:00 AM,Riccarton Road,0.1076667,5.5533333,10.6499996,11.8066664
4/01/2020 6:00:00 AM,Riccarton Road,0.1376667,12.8816671,10.4833336,15.8500004
4/01/2020 7:00:00 AM,Riccarton Road,0.1648333,24.5249996,14.4833336,20.2416668
4/01/2020 8:00:00 AM,Riccarton Road,0.1890000,23.8683338,20.3999996,19.6399994
4/01/2020 9:00:00 AM,Riccarton Road,0.1878333,16.9699993,16.5499992,16.3616657
4/01/2020 10:00:00 AM,Riccarton Road,0.1146667,10.3983335,15.5166664,9.6833334
4/01/2020 11:00:00 AM,Riccarton Road,0.1358333,10.9049997,16.7500000,8.7183332
4/01/2020 12:00:00 PM,Riccarton Road,0.1810000,18.7099991,16.3166676,10.9033337
4/01/2020 1:00:00 PM,Riccarton Road,0.1511667,11.3299999,16.4666672,9.0966663
4/01/2020 2:00:00 PM,Riccarton Road,0.1585000,16.8549995,16.0166664,9.5733337
4/01/2020 3:00:00 PM,Riccarton Road,0.1673333,16.0750008,15.9166670,9.9949999
4/01/2020 4:00:00 PM,Riccarton Road,0.1546667,14.1549997,15.6000004,9.0349998
4/01/2020 5:00:00 PM,Riccarton Road,0.1636667,12.3149996,15.3500004,10.0016670
4/01/2020 6:00:00 PM,Riccarton Road,0.1661667,14.6350002,14.9166670,9.0066671
4/01/2020 7:00:00 PM,Riccarton Road,0.1295000,9.6216669,14.1999998,8.0416670
4/01/2020 8:00:00 PM,Riccarton Road,0.1035000,9.2833338,12.9499998,7.6133332
4/01/2020 9:00:00 PM,Riccarton Road,0.1360000,12.9316664,12.1333332,11.1333332
4/01/2020 10:00:00 PM,Riccarton Road,0.1398333,15.6216669,11.6000004,15.5950003
4/01/2020 11:00:00 PM,Riccarton Road,0.1258333,10.8999996,11.1499996,14.6483335
5/01/2020 12:00:00 AM,Riccarton Road,0.1356667,9.2666664,10.4833336,13.7616663
5/01/2020 1:00:00 AM,Riccarton Road,0.1398333,4.5450001,10.1499996,13.1716671
5/01/2020 2:00:00 AM,Riccarton Road,"",3.8916667,10.3666668,11.1000004
5/01/2020 3:00:00 AM,Riccarton Road,0.1455000,"",10.5666666,""
5/01/2020 4:00:00 AM,Riccarton Road,0.1920000,5.2033334,10.5333338,13.9549999
5/01/2020 5:00:00 AM,Riccarton Road,0.1808333,7.6633334,10.6333332,13.0883331
5/01/2020 6:00:00 AM,Riccarton Road,0.1771667,7.9099998,10.8166666,9.4916668
5/01/2020 7:00:00 AM,Riccarton Road,0.1525000,16.3549995,12.1333332,10.4150000
5/01/2020 8:00:00 AM,Riccarton Road,0.1556667,24.6716671,12.2333336,14.5616665
5/01/2020 9:00:00 AM,Riccarton Road,0.2266667,27.7233334,13.4499998,13.1933336
5/01/2020 10:00:00 AM,Riccarton Road,0.2911667,42.5649986,14.7833338,21.7233334
5/01/2020 11:00:00 AM,Riccarton Road,0.3170000,39.4966660,17.7333336,22.9016666
5/01/2020 12:00:00 PM,Riccarton Road,0.3525000,29.5966663,19.7166672,24.5466671
5/01/2020 1:00:00 PM,Riccarton Road,0.3008333,15.8199997,25.7000008,16.8816662
5/01/2020 2:00:00 PM,Riccarton Road,0.2838333,17.9083328,24.6666660,16.9483337
5/01/2020 3:00:00 PM,Riccarton Road,0.2068333,14.9300003,24.9666672,13.4866667
5/01/2020 4:00:00 PM,Riccarton Road,0.1615000,7.4633331,26.2833328,9.3466663
5/01/2020 5:00:00 PM,Riccarton Road,0.1920000,7.3966665,26.5833340,12.3316669
5/01/2020 6:00:00 PM,Riccarton Road,0.2846667,10.6650000,24.4166660,13.2583332
5/01/2020 7:00:00 PM,Riccarton Road,0.1750000,5.3950000,19.4333324,8.7383337
5/01/2020 8:00:00 PM,Riccarton Road,0.1878333,10.2600002,17.4500008,11.5299997
5/01/2020 9:00:00 PM,Riccarton Road,0.1745000,9.2799997,15.8833332,10.5600004
5/01/2020 10:00:00 PM,Riccarton Road,0.2875000,32.3533325,14.9499998,15.3733330
5/01/2020 11:00:00 PM,Riccarton Road,0.2276667,18.6583328,14.8166666,8.8500004
6/01/2020 12:00:00 AM,Riccarton Road,0.1521667,8.1000004,14.6499996,6.0900002
6/01/2020 1:00:00 AM,Riccarton Road,0.1171667,6.9883332,13.6833334,2.0883334
6/01/2020 2:00:00 AM,Riccarton Road,"",2.9583333,12.9166670,1.2700000
6/01/2020 3:00:00 AM,Riccarton Road,0.0731667,"",12.5500002,""
6/01/2020 4:00:00 AM,Riccarton Road,0.0780000,3.5633333,12.3500004,5.5149999
6/01/2020 5:00:00 AM,Riccarton Road,0.1106667,10.4533329,12.1333332,13.6049995
6/01/2020 6:00:00 AM,Riccarton Road,0.3075000,47.6800003,12.0666666,27.7083340
6/01/2020 7:00:00 AM,Riccarton Road,0.3570000,116.1866684,17.3666668,41.1683350
6/01/2020 8:00:00 AM,Riccarton Road,0.4593333,150.0950012,20.2999992,44.9766655
6/01/2020 9:00:00 AM,Riccarton Road,0.4220000,90.1866684,25.5333328,38.4516678
6/01/2020 10:00:00 AM,Riccarton Road,0.3100000,50.0283318,24.0666676,25.0316658
6/01/2020 11:00:00 AM,Riccarton Road,0.2221667,56.6100006,24.1333332,31.6366673
6/01/2020 12:00:00 PM,Riccarton Road,0.2425000,56.9000015,22.8500004,30.1733341
6/01/2020 1:00:00 PM,Riccarton Road,0.2095000,40.1883316,22.6333332,28.4150009
6/01/2020 2:00:00 PM,Riccarton Road,0.1751667,25.2633343,20.3833332,17.9016666
6/01/2020 3:00:00 PM,Riccarton Road,0.2138333,34.7083321,20.8500004,19.4266663
6/01/2020 4:00:00 PM,Riccarton Road,0.1915000,31.6900005,19.7999992,18.9400005
6/01/2020 5:00:00 PM,Riccarton Road,0.3451667,72.1800003,17.5499992,21.6383343
6/01/2020 6:00:00 PM,Riccarton Road,0.3725000,88.3416672,16.0333328,30.5433331
6/01/2020 7:00:00 PM,Riccarton Road,0.3590000,73.7033310,15.4166670,30.0666676
6/01/2020 8:00:00 PM,Riccarton Road,0.2953333,42.5699997,14.4499998,26.4116669
6/01/2020 9:00:00 PM,Riccarton Road,0.4090000,47.8366661,12.6166668,24.4249992
6/01/2020 10:00:00 PM,Riccarton Road,0.2746667,33.0916672,12.4833336,17.8150005
6/01/2020 11:00:00 PM,Riccarton Road,0.2773333,26.5499992,12.3833332,18.4150009
7/01/2020 12:00:00 AM,Riccarton Road,0.1878333,10.2766666,12.5000000,15.0283337
7/01/2020 1:00:00 AM,Riccarton Road,0.1241667,3.6383333,12.5000000,11.1283331
7/01/2020 2:00:00 AM,Riccarton Road,"",2.0066667,12.8166666,8.6883335
7/01/2020 3:00:00 AM,Riccarton Road,0.0908333,"",13.8166666,""
7/01/2020 4:00:00 AM,Riccarton Road,0.0903333,2.3466666,14.1000004,4.5200000
7/01/2020 5:00:00 AM,Riccarton Road,0.0926667,2.5899999,13.9833336,7.7533336
7/01/2020 6:00:00 AM,Riccarton Road,0.1130000,8.3366671,14.1499996,11.0850000
7/01/2020 7:00:00 AM,Riccarton Road,0.1343333,30.2233334,15.7333336,15.6366663
7/01/2020 8:00:00 AM,Riccarton Road,0.1356667,42.1549988,15.8500004,21.2633343
7/01/2020 9:00:00 AM,Riccarton Road,0.1650000,33.5099983,15.4666662,22.2950001
7/01/2020 10:00:00 AM,Riccarton Road,0.1375000,22.7299995,15.7166662,13.7583332
7/01/2020 11:00:00 AM,Riccarton Road,0.1333333,13.7233334,16.2000008,9.5950003
7/01/2020 12:00:00 PM,Riccarton Road,0.1411667,12.5483332,16.1499996,8.7183332
7/01/2020 1:00:00 PM,Riccarton Road,0.1646667,15.8583336,15.9666662,11.4216671
7/01/2020 2:00:00 PM,Riccarton Road,0.1553333,19.0550003,15.8666668,10.1566668
7/01/2020 3:00:00 PM,Riccarton Road,0.1798333,20.7399998,15.8666668,13.6033335
7/01/2020 4:00:00 PM,Riccarton Road,0.1503333,16.6916676,15.3666668,9.9799995
7/01/2020 5:00:00 PM,Riccarton Road,0.1600000,25.0366669,15.0833330,14.3483334
7/01/2020 6:00:00 PM,Riccarton Road,0.1595000,26.3199997,14.6499996,13.7883329
7/01/2020 7:00:00 PM,Riccarton Road,0.2050000,25.5916672,13.8333330,13.4533329
7/01/2020 8:00:00 PM,Riccarton Road,0.2173333,47.3183327,13.1000004,21.5133343
7/01/2020 9:00:00 PM,Riccarton Road,0.2658333,61.8300018,12.3999996,30.9816666
7/01/2020 10:00:00 PM,Riccarton Road,0.2140000,66.3966675,12.3999996,32.0383339
7/01/2020 11:00:00 PM,Riccarton Road,0.1800000,55.0116653,12.5166664,30.6800003
8/01/2020 12:00:00 AM,Riccarton Road,0.1438333,44.2449989,12.5166664,29.2666664
8/01/2020 1:00:00 AM,Riccarton Road,0.1350000,29.4116669,12.3666668,25.4883327
8/01/2020 2:00:00 AM,Riccarton Road,"",18.2133331,11.8833332,14.8850002
8/01/2020 3:00:00 AM,Riccarton Road,0.0870000,"",11.6999998,""
8/01/2020 4:00:00 AM,Riccarton Road,0.1521667,85.5633316,12.0000000,44.4049988
8/01/2020 5:00:00 AM,Riccarton Road,0.1795000,51.4533348,11.8333330,32.8616676
8/01/2020 6:00:00 AM,Riccarton Road,"",49.4983330,11.5833330,32.6949997
8/01/2020 7:00:00 AM,Riccarton Road,0.3933333,106.7649994,12.6000004,47.3583336
8/01/2020 8:00:00 AM,Riccarton Road,0.3338333,113.8249969,13.3333330,38.4700012
8/01/2020 9:00:00 AM,Riccarton Road,0.2040000,54.0233345,14.4499998,25.8166676
8/01/2020 10:00:00 AM,Riccarton Road,0.2161667,48.7116661,14.9666662,23.2083340
8/01/2020 11:00:00 AM,Riccarton Road,0.1938333,34.5900002,15.7166662,20.0650005
8/01/2020 12:00:00 PM,Riccarton Road,0.3240000,57.3233337,16.2500000,28.2199993
8/01/2020 1:00:00 PM,Riccarton Road,0.5345000,95.2799988,17.7166672,35.7999992
8/01/2020 2:00:00 PM,Riccarton Road,0.4858333,108.7433319,17.2500000,42.4583321
8/01/2020 3:00:00 PM,Riccarton Road,0.3766667,79.6949997,17.1499996,37.5266685
8/01/2020 4:00:00 PM,Riccarton Road,0.4750000,92.8550034,17.2000008,39.9583321
8/01/2020 5:00:00 PM,Riccarton Road,0.4113333,81.7683334,16.4833336,34.5666656
8/01/2020 6:00:00 PM,Riccarton Road,0.3406667,70.2766647,15.6833334,25.4816666
8/01/2020 7:00:00 PM,Riccarton Road,0.3965000,68.6233368,14.9833336,32.4866676
8/01/2020 8:00:00 PM,Riccarton Road,0.3980000,47.4049988,13.7833338,27.0783329
8/01/2020 9:00:00 PM,Riccarton Road,0.3461667,55.5483322,13.1999998,29.6683331
8/01/2020 10:00:00 PM,Riccarton Road,0.2326667,55.8950005,12.8666668,26.4783325
8/01/2020 11:00:00 PM,Riccarton Road,0.2146667,37.0966682,12.6999998,24.2566662
9/01/2020 12:00:00 AM,Riccarton Road,0.1193333,18.7299995,12.6333332,12.4200001
9/01/2020 1:00:00 AM,Riccarton Road,0.1055000,28.2983341,12.6666670,20.5116673
9/01/2020 2:00:00 AM,Riccarton Road,"",27.4616661,12.4166670,17.3649998
9/01/2020 3:00:00 AM,Riccarton Road,0.0905000,"",12.0833330,""
9/01/2020 4:00:00 AM,Riccarton Road,0.1533333,42.6116676,12.2500000,31.3833332
9/01/2020 5:00:00 AM,Riccarton Road,0.1755000,28.3833332,12.2166662,20.5049992
9/01/2020 6:00:00 AM,Riccarton Road,0.2938333,115.6350021,11.8333330,42.7383347
9/01/2020 7:00:00 AM,Riccarton Road,0.5183333,202.1816711,17.6499996,60.3416672
9/01/2020 8:00:00 AM,Riccarton Road,0.4635000,171.6250000,19.7500000,50.7233315
9/01/2020 9:00:00 AM,Riccarton Road,0.4035000,92.6466675,23.3333340,37.9783325
9/01/2020 10:00:00 AM,Riccarton Road,0.6036000,104.5666656,24.6166668,42.5666656
9/01/2020 11:00:00 AM,Riccarton Road,0.3913333,57.0349998,26.4166660,31.4549999
9/01/2020 12:00:00 PM,Riccarton Road,0.4996667,97.0599976,25.5333328,44.0499992
9/01/2020 1:00:00 PM,Riccarton Road,0.4330000,86.5400009,24.1000004,50.7400017
9/01/2020 2:00:00 PM,Riccarton Road,0.3856667,74.9333344,20.6666660,34.0633316
9/01/2020 3:00:00 PM,Riccarton Road,0.3875000,105.3083344,20.6333332,45.0716667
9/01/2020 4:00:00 PM,Riccarton Road,0.5096667,92.4966660,21.7333336,36.5250015
9/01/2020 5:00:00 PM,Riccarton Road,0.3730000,53.4816666,18.5000000,28.4699993
9/01/2020 6:00:00 PM,Riccarton Road,0.5091667,91.3483353,17.2666664,33.5600014
9/01/2020 7:00:00 PM,Riccarton Road,0.4156667,57.2366676,15.8666668,28.4383335
9/01/2020 8:00:00 PM,Riccarton Road,0.3616667,45.4233322,15.2666664,22.0183334
9/01/2020 9:00:00 PM,Riccarton Road,0.3961667,52.3549995,14.6833334,26.2966671
9/01/2020 10:00:00 PM,Riccarton Road,0.2706667,38.5683327,14.4666662,24.5866661
9/01/2020 11:00:00 PM,Riccarton Road,0.2141667,33.3516655,14.3500004,17.8566666
10/01/2020 12:00:00 AM,Riccarton Road,0.1616667,5.4850001,14.1999998,6.3550000
10/01/2020 1:00:00 AM,Riccarton Road,0.1900000,2.9900000,13.8333330,5.2183332
10/01/2020 2:00:00 AM,Riccarton Road,"",3.3633332,13.6833334,5.2900000
10/01/2020 3:00:00 AM,Riccarton Road,0.0823333,"",13.5833330,""
10/01/2020 4:00:00 AM,Riccarton Road,0.0836667,11.2650003,13.3000002,11.1433334
10/01/2020 5:00:00 AM,Riccarton Road,0.1453333,18.8416672,13.1166668,18.2466660
10/01/2020 6:00:00 AM,Riccarton Road,0.3593333,75.1050034,13.2666664,28.8983326
10/01/2020 7:00:00 AM,Riccarton Road,0.4918333,182.7449951,14.1333332,53.2483330
10/01/2020 8:00:00 AM,Riccarton Road,0.2838333,163.5266724,14.3666668,56.7799988
10/01/2020 9:00:00 AM,Riccarton Road,0.3525000,101.8550034,14.6166668,42.0366669
10/01/2020 10:00:00 AM,Riccarton Road,0.3516667,104.3733368,17.0166664,37.5699997
10/01/2020 11:00:00 AM,Riccarton Road,0.3645000,75.4133301,18.9500008,37.8383331
10/01/2020 12:00:00 PM,Riccarton Road,0.4188333,84.2016678,19.0833340,39.2833328
10/01/2020 1:00:00 PM,Riccarton Road,0.3438333,80.8283310,18.9833336,35.8699989
10/01/2020 2:00:00 PM,Riccarton Road,0.4515000,79.8833313,18.4833336,37.8383331
10/01/2020 3:00:00 PM,Riccarton Road,0.3765000,74.8416672,17.7833328,33.7333336
10/01/2020 4:00:00 PM,Riccarton Road,0.3655000,77.1216660,17.6666660,32.4216652
10/01/2020 5:00:00 PM,Riccarton Road,0.5433334,100.6183319,17.2000008,36.4183350
10/01/2020 6:00:00 PM,Riccarton Road,0.3526667,75.4366684,16.6666660,27.1499996
10/01/2020 7:00:00 PM,Riccarton Road,0.3448333,52.7449989,16.3333340,23.6399994
10/01/2020 8:00:00 PM,Riccarton Road,0.4341667,39.0133324,15.5166664,21.6616669
10/01/2020 9:00:00 PM,Riccarton Road,0.3665000,33.3300018,15.0833330,18.8633327
10/01/2020 10:00:00 PM,Riccarton Road,0.2885000,25.9916668,14.8833332,17.4366665
10/01/2020 11:00:00 PM,Riccarton Road,0.2538333,21.7116661,14.9666662,10.7749996
11/01/2020 12:00:00 AM,Riccarton Road,0.2383333,6.6416669,15.0000000,6.0166669
11/01/2020 1:00:00 AM,Riccarton Road,0.1316667,2.8433332,14.9833336,2.4516666
11/01/2020 2:00:00 AM,Riccarton Road,"",5.0500002,14.8999996,2.5133333
11/01/2020 3:00:00 AM,Riccarton Road,0.1213333,"",14.8333330,""
11/01/2020 4:00:00 AM,Riccarton Road,0.1191667,2.1949999,14.7666664,2.0783334
11/01/2020 5:00:00 AM,Riccarton Road,0.1435000,1.9583334,14.7500000,2.2283332
11/01/2020 6:00:00 AM,Riccarton Road,0.1776667,8.8450003,14.7833338,6.7150002
11/01/2020 7:00:00 AM,Riccarton Road,0.2488333,29.7600002,15.3333330,12.9066668
11/01/2020 8:00:00 AM,Riccarton Road,0.2681667,33.7916679,16.1666660,19.8416672
11/01/2020 9:00:00 AM,Riccarton Road,0.3160000,43.2200012,16.2000008,22.2900009
11/01/2020 10:00:00 AM,Riccarton Road,0.4380000,53.5433350,17.0666676,23.5066662
11/01/2020 11:00:00 AM,Riccarton Road,0.4143333,68.5083313,20.9166660,29.0866661
11/01/2020 12:00:00 PM,Riccarton Road,0.4286667,68.9899979,23.2666664,35.8916664
11/01/2020 1:00:00 PM,Riccarton Road,0.5686666,90.8383331,26.7000008,44.2466660
11/01/2020 2:00:00 PM,Riccarton Road,0.3896667,66.4016647,27.5833340,37.5366669
11/01/2020 3:00:00 PM,Riccarton Road,0.3433333,53.3966675,25.4333324,36.5783348
11/01/2020 4:00:00 PM,Riccarton Road,0.4450000,89.7266693,23.5833340,43.3349991
11/01/2020 5:00:00 PM,Riccarton Road,0.5966667,117.3183365,21.4666672,43.1349983
11/01/2020 6:00:00 PM,Riccarton Road,0.6516666,110.7683334,21.1333332,43.9283333
11/01/2020 7:00:00 PM,Riccarton Road,0.4280000,48.3400002,20.8500004,30.3799992
11/01/2020 8:00:00 PM,Riccarton Road,0.3625000,28.6466675,20.8999996,25.7250004
11/01/2020 9:00:00 PM,Riccarton Road,0.3766667,55.6399994,20.9500008,33.2949982
11/01/2020 10:00:00 PM,Riccarton Road,0.3540000,31.8750000,21.0833340,21.4566669
11/01/2020 11:00:00 PM,Riccarton Road,0.2766667,27.3733330,20.6166668,22.0849991
12/01/2020 12:00:00 AM,Riccarton Road,0.2088333,17.2350006,19.9666672,13.8100004
12/01/2020 1:00:00 AM,Riccarton Road,0.2780000,10.2866669,19.7000008,9.2716665
12/01/2020 2:00:00 AM,Riccarton Road,"",3.7083333,19.5000000,6.9150000
12/01/2020 3:00:00 AM,Riccarton Road,0.2185000,"",19.7500000,""
12/01/2020 4:00:00 AM,Riccarton Road,0.1946667,4.8649998,20.4166660,5.0700002
12/01/2020 5:00:00 AM,Riccarton Road,0.2125000,3.6066666,20.8833332,4.4166665
12/01/2020 6:00:00 AM,Riccarton Road,0.2033333,6.9966664,20.9666672,4.8683333
12/01/2020 7:00:00 AM,Riccarton Road,0.2105000,22.8799992,20.5166664,10.9316664
12/01/2020 8:00:00 AM,Riccarton Road,0.3256667,36.9833336,23.6333332,17.7250004
12/01/2020 9:00:00 AM,Riccarton Road,0.5016667,38.7916679,29.1666660,19.6183338
12/01/2020 10:00:00 AM,Riccarton Road,0.3601667,31.3066673,30.7500000,16.7633343
12/01/2020 11:00:00 AM,Riccarton Road,0.3990000,34.8933334,33.1166649,18.4099998
12/01/2020 12:00:00 PM,Riccarton Road,0.3466667,26.1700001,33.0000000,18.8050003
12/01/2020 1:00:00 PM,Riccarton Road,0.5763333,51.5933342,30.3166676,31.8233337
12/01/2020 2:00:00 PM,Riccarton Road,0.5565000,33.3783340,31.0166664,25.9183331
12/01/2020 3:00:00 PM,Riccarton Road,0.4081667,33.7649994,30.8333340,28.1583328
12/01/2020 4:00:00 PM,Riccarton Road,0.3453333,21.3516674,29.7999992,21.1316662
12/01/2020 5:00:00 PM,Riccarton Road,0.3773333,26.2066669,29.1333332,25.5716667
12/01/2020 6:00:00 PM,Riccarton Road,0.4440000,28.0933342,28.2833328,28.8316669
12/01/2020 7:00:00 PM,Riccarton Road,0.3811667,27.5816669,28.1333332,28.6399994
12/01/2020 8:00:00 PM,Riccarton Road,0.3428333,19.9249992,26.2999992,21.2099991
12/01/2020 9:00:00 PM,Riccarton Road,0.2776667,16.9233341,18.2500000,12.6583338
12/01/2020 10:00:00 PM,Riccarton Road,0.1906667,17.1016674,16.7999992,13.3383331
12/01/2020 11:00:00 PM,Riccarton Road,0.1575000,6.8166666,15.7166662,9.6733332
13/01/2020 12:00:00 AM,Riccarton Road,0.1246667,3.8866668,15.1499996,7.4766665
13/01/2020 1:00:00 AM,Riccarton Road,0.1070000,2.3416667,14.6999998,6.2466664
13/01/2020 2:00:00 AM,Riccarton Road,"",8.2983332,14.5666666,8.3433332
13/01/2020 3:00:00 AM,Riccarton Road,0.1095000,"",14.5833330,""
13/01/2020 4:00:00 AM,Riccarton Road,0.0980000,8.2416668,14.1666670,12.1183329
13/01/2020 5:00:00 AM,Riccarton Road,0.1056667,16.6399994,13.7166662,19.5550003
