DateTime,StationName,SO2 (ug/m3),CO (mg/m3),Temperature 6m (DegC),PM10 (ug/m3),PM2.5 (ug/m3),Wind speed (m/s),Temperature 2m (DegC),Relative humidity (%),Wind direction (Deg),Wind maximum (m/s)
1/01/2020 1:00:00 AM,Woolston,2.3199999,0.0241667,15.4078474,15.0000000,6.0000000,4.3065000,15.3179998,83.5049973,71.8824768,8.6400003
1/01/2020 2:00:00 AM,Woolston,2.5183334,0.0243333,15.0277500,14.6000000,2.6000000,4.6618609,14.9420691,87.6183319,76.8685379,9.8400002
1/01/2020 3:00:00 AM,Woolston,"",0.0278333,15.2975140,14.6000000,4.0000000,3.0017779,15.1213474,87.2933350,65.1083908,5.8400002
1/01/2020 4:00:00 AM,Woolston,2.1333334,0.0338333,15.4028330,16.5000000,6.4000000,1.9599440,15.2356386,85.1483307,51.9772110,4.8400002
1/01/2020 5:00:00 AM,Woolston,2.4749999,0.0385000,14.7669725,18.9000000,2.3000000,1.1563170,14.5284309,88.1816635,52.5561485,3.9400001
1/01/2020 6:00:00 AM,Woolston,2.7483332,0.0526667,14.3946667,20.0000000,0.3000000,0.1291333,14.2193470,89.2333298,"",1.5400000
1/01/2020 7:00:00 AM,Woolston,2.4216666,0.0693333,15.1692219,15.6000000,7.3000000,0.2982667,15.0129585,85.8933334,"",1.6400000
1/01/2020 8:00:00 AM,Woolston,1.9349999,0.0438333,17.3567638,21.6000000,9.3000000,0.9086389,17.8224716,79.9866638,"",2.4400001
1/01/2020 9:00:00 AM,Woolston,2.5250001,0.0490000,18.0538330,23.8000000,7.2000000,0.8675056,18.7791519,79.5383301,65.0210419,2.1400001
1/01/2020 10:00:00 AM,Woolston,2.1983333,0.0696667,21.3146381,22.3000000,9.1000000,0.7254278,21.9744167,68.3799973,"",2.4400001
1/01/2020 11:00:00 AM,Woolston,2.3316667,0.0990000,22.6950836,27.9000000,8.0000000,0.9899611,23.3650551,63.0966682,40.3210297,2.9400001
1/01/2020 12:00:00 PM,Woolston,2.9749999,0.0845000,23.5073471,40.8000000,9.0000000,1.1742610,24.4478474,61.9316673,33.9300995,3.1400001
1/01/2020 1:00:00 PM,Woolston,2.5416667,"",23.8677502,42.4000000,12.8000000,1.6588330,25.0667362,61.6133347,62.4779510,3.8399999
1/01/2020 2:00:00 PM,Woolston,2.6583333,0.0538333,22.7337227,32.7000000,11.1000000,1.8876390,23.7097912,61.1516685,63.5046005,4.1399999
1/01/2020 3:00:00 PM,Woolston,2.4233334,0.1070000,21.7665005,29.1000000,9.8000000,1.6093000,22.3641949,62.4300003,53.7256012,3.6400001
1/01/2020 4:00:00 PM,Woolston,2.5300000,0.1395000,21.9730282,24.4000000,9.2000000,1.6785330,22.3422642,60.7400017,34.2215996,4.7399998
1/01/2020 5:00:00 PM,Woolston,2.9933333,0.3598333,21.1084175,31.5000000,10.3000000,1.3861440,21.4215412,64.0833359,61.9262505,3.2400000
1/01/2020 6:00:00 PM,Woolston,2.6583333,0.4025000,20.9546661,31.4000000,8.6000000,0.4931722,21.0447216,64.1233368,"",1.8400000
1/01/2020 7:00:00 PM,Woolston,2.4233334,0.1340000,21.2387352,24.2000000,9.6000000,1.1824330,20.9277916,60.8266678,258.1409912,4.1399999
1/01/2020 8:00:00 PM,Woolston,2.4633334,0.2230000,20.4747353,36.5000000,22.1000000,3.1427779,20.4014454,57.9616661,252.9553070,8.5400000
1/01/2020 9:00:00 PM,Woolston,2.1666667,0.1416667,17.8488064,25.8000000,16.9000000,2.3386221,17.8100414,67.4016647,219.6224060,8.9399996
1/01/2020 10:00:00 PM,Woolston,2.4016666,0.1771667,16.9928741,32.4000000,18.6000000,2.5880001,16.9861813,70.0883331,265.1854858,6.2399998
1/01/2020 11:00:00 PM,Woolston,2.5166667,0.1691667,16.2857494,30.4000000,17.6000000,1.1375279,16.1600971,74.8700027,355.0750122,4.3400002
2/01/2020 12:00:00 AM,Woolston,2.3533332,0.2005000,15.8473749,29.3000000,19.1000000,1.0705220,15.7408609,77.7949982,306.9424133,3.6400001
2/01/2020 1:00:00 AM,Woolston,2.2966666,0.1945000,15.2592363,32.1000000,19.1000000,1.3515440,15.1677780,83.7350006,243.3616943,3.9400001
2/01/2020 2:00:00 AM,Woolston,2.4516666,0.1881667,15.0858335,26.0000000,22.5000000,0.7815111,14.9362774,84.5766678,"",3.0400000
2/01/2020 3:00:00 AM,Woolston,"",0.1916667,14.8363056,29.8000000,18.5000000,0.3739389,14.7839308,84.9100037,329.0408020,1.2400000
2/01/2020 4:00:00 AM,Woolston,3.3133333,0.1936667,14.6910696,29.0000000,20.3000000,0.6930444,14.4953747,86.3583298,"",1.8400000
2/01/2020 5:00:00 AM,Woolston,2.6099999,0.1923333,15.1389446,35.2000000,21.3000000,1.0530829,14.9274025,85.5766678,85.9906769,3.4400001
2/01/2020 6:00:00 AM,Woolston,2.8250000,0.1810000,15.2802782,29.4000000,13.9000000,1.6178499,15.1969166,83.0016632,223.7751007,5.6399999
2/01/2020 7:00:00 AM,Woolston,2.7900000,0.1841667,15.7205830,25.2000000,16.3000000,1.0633500,15.7503748,81.0049973,302.8832092,2.8399999
2/01/2020 8:00:00 AM,Woolston,2.3833334,0.1753333,16.2737503,25.6000000,14.6000000,1.2807389,16.4808331,80.6633301,311.9112854,4.0400000
2/01/2020 9:00:00 AM,Woolston,2.5716667,0.1601667,17.2258053,22.5000000,17.9000000,1.0082780,17.5853062,75.7366638,334.3164063,2.7400000
2/01/2020 10:00:00 AM,Woolston,2.7316666,0.1690000,17.3619728,23.6000000,18.1000000,1.2319670,17.8368187,74.7433319,"",3.9400001
2/01/2020 11:00:00 AM,Woolston,2.5416667,0.1643333,17.0052509,30.8000000,12.8000000,1.6934720,17.5735836,78.2466660,31.9006100,4.3400002
2/01/2020 12:00:00 PM,Woolston,2.4649999,0.1151667,17.5612221,21.5000000,13.4000000,2.8058889,18.7449856,74.8883362,53.9641190,6.3400002
2/01/2020 1:00:00 PM,Woolston,2.7166667,"",17.3616257,20.6000000,11.8000000,3.1339171,18.4931526,76.4950027,43.8838387,6.6399999
2/01/2020 2:00:00 PM,Woolston,2.3800001,0.0811667,17.2889442,21.3000000,14.9000000,2.9988890,18.6272221,77.4883347,49.4768600,6.8400002
2/01/2020 3:00:00 PM,Woolston,2.8583333,0.0786667,17.2958469,20.1000000,13.0000000,3.2668891,18.5524998,78.3483353,53.8906097,6.8400002
2/01/2020 4:00:00 PM,Woolston,3.0550001,0.0796667,16.9711246,18.6000000,12.8000000,3.3082781,17.9245834,80.0000000,42.2769394,7.0400000
2/01/2020 5:00:00 PM,Woolston,2.7600000,0.0863333,16.5611801,21.3000000,11.8000000,2.8871109,17.5400562,81.9766693,44.7224884,6.7399998
2/01/2020 6:00:00 PM,Woolston,2.6700001,0.1001667,16.2525272,21.6000000,10.1000000,2.6178610,16.9740562,82.8550034,42.1313782,6.3400002
2/01/2020 7:00:00 PM,Woolston,2.7400000,0.0988333,16.4200287,22.3000000,12.0000000,1.7120720,16.7555828,83.0250015,6.5075922,4.3400002
2/01/2020 8:00:00 PM,Woolston,2.4266667,0.0940000,16.0457630,20.2000000,11.4000000,1.9086220,16.1537228,80.6233368,197.4817963,4.7399998
2/01/2020 9:00:00 PM,Woolston,2.1383333,0.1078333,15.4317226,17.5000000,14.5000000,2.1453331,15.4349165,80.3050003,231.3202972,4.8400002
2/01/2020 10:00:00 PM,Woolston,2.4583333,0.1065000,15.1137362,23.1000000,11.4000000,1.9301940,15.1056948,83.0800018,249.6007996,4.6399999
2/01/2020 11:00:00 PM,Woolston,2.3683333,0.1163333,14.9830971,21.2000000,13.0000000,1.6638330,14.9306803,83.8233337,199.9595032,3.4400001
3/01/2020 12:00:00 AM,Woolston,1.9900000,0.1215000,14.7465277,18.4000000,13.8000000,2.2977221,14.6771107,84.7500000,187.2411041,4.9400001
3/01/2020 1:00:00 AM,Woolston,1.8500000,0.1536667,14.3990555,22.7000000,15.6000000,1.0595890,14.2657499,85.7116699,223.8426971,2.8399999
3/01/2020 2:00:00 AM,Woolston,2.4033334,0.1681667,14.7851524,23.4000000,16.3000000,1.3214279,14.7224722,86.4266663,211.9600067,4.2399998
3/01/2020 3:00:00 AM,Woolston,"",0.1410000,14.2351942,18.6000000,13.1000000,2.1642499,14.2982225,89.5049973,246.6990967,5.1399999
3/01/2020 4:00:00 AM,Woolston,2.3000000,0.1221667,13.8123884,13.3000000,2.7000000,1.8391280,13.8299170,91.8016663,236.9781952,4.9400001
3/01/2020 5:00:00 AM,Woolston,2.5533333,0.1376667,13.7539997,14.1000000,4.5000000,1.8083330,13.7492638,91.5433350,244.4528961,4.4400001
3/01/2020 6:00:00 AM,Woolston,2.5266666,0.1441667,13.7583752,11.8000000,6.5000000,2.2916441,13.8121805,90.2600021,254.2375031,5.1399999
3/01/2020 7:00:00 AM,Woolston,2.2833333,0.1461667,13.9488335,12.2000000,5.8000000,1.9692219,14.0956945,88.9916687,245.2254028,4.5400000
3/01/2020 8:00:00 AM,Woolston,2.1333334,0.1585000,14.8134308,13.8000000,8.9000000,2.0058329,15.1126671,85.4516678,242.7830963,4.7399998
3/01/2020 9:00:00 AM,Woolston,2.6316667,0.1986667,15.7756662,14.9000000,15.7000000,1.9940060,16.2497082,80.9850006,254.2380066,4.9400001
3/01/2020 10:00:00 AM,Woolston,1.7983333,0.1590000,15.7556114,20.6000000,10.5000000,3.1678331,15.9541388,79.2233353,187.8175964,8.3400002
3/01/2020 11:00:00 AM,Woolston,1.6550000,0.1340000,15.9451666,15.9000000,2.8000000,2.4570000,16.2612362,76.8850021,155.5664063,6.7399998
3/01/2020 12:00:00 PM,Woolston,2.4633334,0.1376667,16.0430698,12.4000000,6.1000000,1.5990500,16.5233192,74.0283356,101.3404999,4.9400001
3/01/2020 1:00:00 PM,Woolston,2.2566667,"",16.0863609,16.2000000,5.8000000,2.2312779,16.4833889,70.6933365,31.0676804,7.3400002
3/01/2020 2:00:00 PM,Woolston,2.1533334,0.0795000,15.4611940,17.7000000,4.7000000,2.3900001,15.6975279,74.0299988,61.5344009,5.9400001
3/01/2020 3:00:00 PM,Woolston,2.5533333,0.0851667,14.7701387,18.6000000,4.6000000,1.6044780,14.9185276,74.7483368,132.9721069,5.9400001
3/01/2020 4:00:00 PM,Woolston,2.4816666,0.0806667,14.1230421,16.3000000,4.1000000,1.3801780,14.2967920,75.5583344,121.7587967,4.8400002
3/01/2020 5:00:00 PM,Woolston,2.1550000,0.0710000,12.8046112,15.8000000,4.8000000,1.9990830,12.9239445,80.1366653,"",4.3400002
3/01/2020 6:00:00 PM,Woolston,2.4216666,0.0540000,11.5816393,6.9000000,1.2000000,1.0451330,11.6314163,86.2183304,108.2324982,4.6399999
3/01/2020 7:00:00 PM,Woolston,2.3483334,0.0526667,10.7393332,4.5000000,4.5000000,2.3064721,10.7554302,89.8399963,60.0152588,6.3400002
3/01/2020 8:00:00 PM,Woolston,2.1883333,0.0568333,10.3819723,7.8000000,4.3000000,3.0100830,10.3252220,88.3533325,73.0431137,6.8400002
3/01/2020 9:00:00 PM,Woolston,2.1633334,0.0521667,10.3653469,8.2000000,2.4000000,2.7126391,10.2936668,83.0083313,83.9382172,5.1399999
3/01/2020 10:00:00 PM,Woolston,2.5433333,0.0596667,10.0582361,10.1000000,-0.3000000,1.9600281,10.0030832,81.8116684,59.5950394,4.7399998
3/01/2020 11:00:00 PM,Woolston,2.2983334,0.0463333,9.6943054,8.4000000,-0.1000000,1.2452670,9.4592361,86.7850037,55.7469902,4.2399998
4/01/2020 12:00:00 AM,Woolston,2.1666667,0.0526667,10.2324305,5.7000000,0.7000000,1.9518560,10.0797358,85.4933319,113.9674988,8.7399998
4/01/2020 1:00:00 AM,Woolston,2.6650000,0.0468333,10.2816801,4.9000000,2.7000000,1.7257500,10.1332779,82.5466690,97.4039230,5.6399999
4/01/2020 2:00:00 AM,Woolston,2.4983332,0.0621667,9.9708195,4.4000000,0.8000000,0.9025000,9.7076807,77.9533310,"",3.6400001
4/01/2020 3:00:00 AM,Woolston,"",0.0583333,10.0231810,5.9000000,-0.3000000,0.9350445,9.8592224,80.6266632,"",2.1400001
4/01/2020 4:00:00 AM,Woolston,2.0583334,0.0568333,10.0994301,7.0000000,1.5000000,0.9529389,10.0658474,83.7333298,233.3621063,2.1400001
4/01/2020 5:00:00 AM,Woolston,2.2316666,0.0581667,9.9293613,8.3000000,4.2000000,0.8215666,9.8012915,84.6166687,213.7917938,2.6400001
4/01/2020 6:00:00 AM,Woolston,2.0966666,0.0716667,9.3063745,7.8000000,2.8000000,0.2627111,9.0731392,86.7649994,"",1.4400001
4/01/2020 7:00:00 AM,Woolston,1.9550000,0.0631667,11.1172638,7.5000000,1.1000000,1.3543000,11.1120691,81.9566650,"",4.0400000
4/01/2020 8:00:00 AM,Woolston,2.4900000,0.0490000,12.4534168,7.7000000,4.7000000,2.1388831,12.6875830,70.8416672,228.7115936,5.3400002
4/01/2020 9:00:00 AM,Woolston,2.3166666,0.0298333,12.1581526,12.7000000,2.0000000,4.4105549,12.4389725,70.2416687,154.9644928,9.7399998
4/01/2020 10:00:00 AM,Woolston,2.0300000,0.0318333,12.9334860,12.0000000,2.0000000,5.0001950,13.2687225,64.9749985,151.3957062,10.5400000
4/01/2020 11:00:00 AM,Woolston,1.8049999,0.0406667,13.9978752,18.5000000,3.5000000,4.7715001,14.4116945,58.0733337,154.3813019,10.8400002
4/01/2020 12:00:00 PM,Woolston,2.0666666,0.0413333,13.9987364,12.6000000,5.5000000,5.0700831,14.3979864,55.0883331,153.7109070,10.6400003
4/01/2020 1:00:00 PM,Woolston,1.5983334,"",14.3862085,17.3000000,1.2000000,5.1901112,14.9154997,51.8899994,151.0341034,11.0400000
4/01/2020 2:00:00 PM,Woolston,2.0300000,0.0458333,14.7279587,13.3000000,2.8000000,4.9886389,15.2422361,50.6916656,152.6289978,11.4399996
4/01/2020 3:00:00 PM,Woolston,1.9016666,0.0496667,14.9187775,12.1000000,1.8000000,4.7175560,15.4368057,48.5116653,158.0079041,11.2399998
4/01/2020 4:00:00 PM,Woolston,1.9250000,0.0548333,14.8524170,11.6000000,6.1000000,4.4696112,15.3189726,48.6783333,162.3647003,11.0400000
4/01/2020 5:00:00 PM,Woolston,1.5216666,0.0543333,14.6204166,12.6000000,2.1000000,4.2573891,15.0700274,50.0083351,167.7877960,9.3400002
4/01/2020 6:00:00 PM,Woolston,1.7400000,0.0581667,14.0701389,13.1000000,5.4000000,4.7204170,14.4635553,53.6833344,174.0944061,10.9399996
4/01/2020 7:00:00 PM,Woolston,1.4550000,0.0560000,13.2036247,15.0000000,3.7000000,4.4894438,13.4869862,60.0066681,182.6967010,9.8400002
4/01/2020 8:00:00 PM,Woolston,1.2883333,0.0558333,12.1050968,21.3000000,4.0000000,4.4281111,12.1739864,66.7149963,199.0825958,10.2399998
4/01/2020 9:00:00 PM,Woolston,1.5916667,0.0658333,11.4820557,17.2000000,4.8000000,3.2916110,11.4117222,70.4683304,205.5084991,8.2399998
4/01/2020 10:00:00 PM,Woolston,1.2050000,0.0728333,11.1819162,22.2000000,5.3000000,2.1396279,11.0565138,70.7916641,204.9268036,6.4400001
4/01/2020 11:00:00 PM,Woolston,1.4883333,0.1021667,11.0438194,23.6000000,7.5000000,1.6120610,10.8501663,71.0833359,266.2206116,5.1399999
5/01/2020 12:00:00 AM,Woolston,1.5500000,0.1360000,10.2230139,26.4000000,4.2000000,0.9068500,9.9396391,73.2383347,"",3.2400000
5/01/2020 1:00:00 AM,Woolston,1.9316666,0.1076667,9.4685831,22.7000000,1.0000000,0.8215389,9.3329449,77.3883362,"",2.1400001
5/01/2020 2:00:00 AM,Woolston,1.6650000,0.1096667,9.6026669,16.6000000,6.8000000,0.6230000,9.4982643,79.3099976,"",1.8400000
5/01/2020 3:00:00 AM,Woolston,"",0.0988333,9.8056107,21.7000000,8.2000000,0.5835056,9.6887083,78.2016678,112.0121994,1.8400000
5/01/2020 4:00:00 AM,Woolston,2.1849999,0.0741667,10.3284445,19.8000000,7.1000000,0.4783667,10.2069864,76.5966644,"",1.4400001
5/01/2020 5:00:00 AM,Woolston,2.2816668,0.0741667,10.8228893,21.1000000,6.2000000,0.6076667,10.7292356,77.3916702,"",2.3399999
5/01/2020 6:00:00 AM,Woolston,2.0599999,0.0725000,11.5067501,20.3000000,5.1000000,1.4401780,11.4349585,76.9749985,"",6.2399998
5/01/2020 7:00:00 AM,Woolston,2.1583333,0.0735000,12.3220835,20.2000000,5.2000000,2.2811389,12.3705692,76.2016678,48.9710197,6.0400000
5/01/2020 8:00:00 AM,Woolston,2.1433334,0.0536667,12.1043329,24.4000000,6.9000000,3.6710560,12.1040421,81.5049973,66.5053406,8.2399998
5/01/2020 9:00:00 AM,Woolston,2.4116666,0.0496667,13.1841669,18.0000000,9.3000000,3.3123331,13.2925692,79.7149963,64.1057129,8.2399998
5/01/2020 10:00:00 AM,Woolston,2.2900000,0.0590000,14.1326113,10.7000000,6.8000000,3.9016671,14.4762220,70.3499985,74.8509827,7.7399998
5/01/2020 11:00:00 AM,Woolston,2.1516666,0.0568333,16.0310688,16.6000000,2.4000000,3.6324439,16.9716663,63.5299988,83.4803085,7.2399998
5/01/2020 12:00:00 PM,Woolston,2.4183333,0.0681667,17.3691673,15.5000000,5.1000000,2.2357950,18.1885700,54.1916656,76.0465164,5.6399999
5/01/2020 1:00:00 PM,Woolston,2.0766666,"",22.0335693,18.2000000,6.2000000,3.5137329,22.8256798,35.9533348,254.7863007,11.2399998
5/01/2020 2:00:00 PM,Woolston,1.9916667,0.1650000,23.5970974,37.1000000,6.3000000,5.1509442,24.0896397,32.5316658,274.1770935,11.1400003
5/01/2020 3:00:00 PM,Woolston,3.1366668,0.1158333,24.4291668,18.5000000,6.8000000,5.4971108,24.9780693,32.0783348,280.3294067,12.1400003
5/01/2020 4:00:00 PM,Woolston,1.8550000,0.1030000,26.0697632,21.4000000,5.7000000,4.8619170,26.7144585,29.0983334,258.5828857,10.8400002
5/01/2020 5:00:00 PM,Woolston,2.3033333,0.1055000,26.2793884,26.2000000,3.3000000,4.0535278,26.6913338,28.6483326,214.0027008,9.6400003
5/01/2020 6:00:00 PM,Woolston,2.1633334,0.1205000,24.2377777,37.6000000,8.1000000,4.6526670,24.5809994,35.1033325,171.4846039,10.8400002
5/01/2020 7:00:00 PM,Woolston,1.4416667,0.1455000,22.1299725,30.1000000,10.4000000,2.6148331,22.6833897,43.5900002,177.0084991,8.0400000
5/01/2020 8:00:00 PM,Woolston,1.8966666,0.1250000,18.9890003,24.7000000,11.6000000,2.1336939,19.5382214,56.2500000,307.9596863,8.6400003
5/01/2020 9:00:00 PM,Woolston,2.1500001,0.0906667,15.0201941,21.9000000,4.9000000,1.8192170,15.0272083,67.0666656,7.6023531,5.0400000
5/01/2020 10:00:00 PM,Woolston,1.7016667,0.0791667,14.1880836,17.7000000,7.4000000,1.2765110,14.1278057,69.6316681,11.3172302,4.7399998
5/01/2020 11:00:00 PM,Woolston,1.5050000,0.0780000,14.0670004,25.5000000,5.1000000,1.6779170,13.9627085,71.8550034,303.7662964,4.6399999
6/01/2020 12:00:00 AM,Woolston,1.6316667,0.0635000,14.3255281,24.6000000,8.6000000,1.4782560,14.3182364,72.0449982,325.8565979,4.0400000
6/01/2020 1:00:00 AM,Woolston,1.3733333,0.0570000,13.4931250,30.2000000,9.6000000,2.5430830,13.5182505,70.5033340,28.6094799,7.2399998
6/01/2020 2:00:00 AM,Woolston,1.5900000,0.0543333,12.8531389,34.5000000,8.3000000,2.4966280,12.8051109,70.4183350,37.2182388,7.7399998
6/01/2020 3:00:00 AM,Woolston,"",0.0561667,12.7831526,28.3000000,9.9000000,2.4357221,12.7042084,72.3483353,57.3148613,6.3400002
6/01/2020 4:00:00 AM,Woolston,1.8566667,0.0548333,12.4665413,29.2000000,12.2000000,2.5250001,12.2642918,73.5466690,78.7208328,5.4400001
6/01/2020 5:00:00 AM,Woolston,1.5966667,0.0591667,12.0206528,29.8000000,10.0000000,1.7297500,11.7676525,73.4083328,96.3380280,4.6399999
6/01/2020 6:00:00 AM,Woolston,1.6050000,0.0780000,11.8760281,33.8000000,8.0000000,0.8706222,11.6111670,74.3399963,"",2.1400001
6/01/2020 7:00:00 AM,Woolston,2.1816666,0.0921667,14.3604584,31.0000000,7.5000000,0.7020889,13.9484444,65.7233353,"",2.5400000
6/01/2020 8:00:00 AM,Woolston,2.3033333,0.0886667,16.1389866,29.9000000,7.4000000,0.8254111,15.8244448,52.7383347,"",2.4400001
6/01/2020 9:00:00 AM,Woolston,2.2483332,0.1038333,17.2062778,25.7000000,8.7000000,1.4422830,17.5640564,44.8899994,271.2875061,4.6399999
6/01/2020 10:00:00 AM,Woolston,2.3516667,0.0925000,19.1447353,18.2000000,5.3000000,2.8600550,19.7012081,33.4683342,239.2713928,9.2399998
6/01/2020 11:00:00 AM,Woolston,2.1883333,0.0756667,19.7994308,11.8000000,1.3000000,4.1398330,20.1596527,26.8400002,225.2160950,9.2399998
6/01/2020 12:00:00 PM,Woolston,1.9983333,0.0701667,19.6754036,10.6000000,-2.5000000,4.1704440,19.9411259,27.6733341,200.9234924,8.9399996
6/01/2020 1:00:00 PM,Woolston,2.3566666,"",20.3098202,31.6000000,1.3000000,4.1542501,20.6935139,27.4233341,199.4747925,9.5400000
6/01/2020 2:00:00 PM,Woolston,2.2016666,0.0703333,19.3112221,25.1000000,-0.6000000,3.8883059,19.6617222,29.6350002,161.0142975,10.1400003
6/01/2020 3:00:00 PM,Woolston,1.5800000,0.0836667,19.5017643,13.4000000,1.8000000,3.2456720,20.0997772,29.4333324,149.4497986,8.9399996
6/01/2020 4:00:00 PM,Woolston,2.5433333,0.0743333,16.4657078,16.4000000,3.7000000,2.7029171,16.9112225,60.3216667,43.8042183,7.7399998
6/01/2020 5:00:00 PM,Woolston,2.3533332,0.0961667,16.0906105,11.4000000,2.7000000,1.6632830,16.3660564,61.3316650,17.1905994,6.6399999
6/01/2020 6:00:00 PM,Woolston,2.5166667,0.0815000,14.2210560,14.6000000,1.6000000,2.5307829,14.4187498,65.5233307,32.3964996,7.4400001
6/01/2020 7:00:00 PM,Woolston,2.5500000,0.0680000,14.3530140,11.5000000,0.5000000,1.5548110,14.4077921,64.4933319,55.8973389,5.8400002
6/01/2020 8:00:00 PM,Woolston,2.3800001,0.0770000,13.3567495,9.3000000,2.3000000,2.0196331,13.2033052,68.1016693,166.1327057,7.0400000
6/01/2020 9:00:00 PM,Woolston,2.3416667,0.1088333,11.9935970,9.1000000,-3.1000000,1.3839780,11.6916809,75.3000031,226.6587982,3.3399999
6/01/2020 10:00:00 PM,Woolston,2.0599999,0.1216667,11.9635973,10.7000000,1.6000000,1.4986171,11.7309856,79.4366684,251.7391052,3.1400001
6/01/2020 11:00:00 PM,Woolston,2.2666667,0.0835000,12.0883608,7.6000000,3.6000000,1.5726000,11.9199305,81.3733368,248.2037048,3.5400000
7/01/2020 12:00:00 AM,Woolston,2.3099999,0.0658333,12.2225142,8.1000000,0.7000000,1.7539060,12.1190834,79.3083344,225.0422974,3.8399999
7/01/2020 1:00:00 AM,Woolston,2.0516667,0.0578333,13.4384165,11.8000000,1.2000000,3.5561669,13.3566666,66.5699997,194.6884003,10.6400003
7/01/2020 2:00:00 AM,Woolston,2.1500001,0.0601667,14.3546667,14.6000000,2.4000000,6.8294721,14.2830553,54.6699982,189.6721954,16.4400005
7/01/2020 3:00:00 AM,Woolston,"",0.0675000,14.3155699,16.6000000,0.4000000,7.0565281,14.2655277,51.8933334,186.5861969,15.5400000
7/01/2020 4:00:00 AM,Woolston,2.1033332,0.0678333,14.4643335,8.8000000,0.6000000,7.6619172,14.4030275,51.2949982,184.9766998,15.8400002
7/01/2020 5:00:00 AM,Woolston,1.7633333,0.0663333,14.3121252,8.4000000,2.7000000,6.8498330,14.2629862,53.6783333,193.0794067,14.1400003
7/01/2020 6:00:00 AM,Woolston,1.9683334,0.0601667,14.2569027,9.8000000,1.2000000,7.6365280,14.2264442,53.9599991,190.8377075,18.9400005
7/01/2020 7:00:00 AM,Woolston,2.0833333,0.0700000,14.0387220,8.3000000,1.0000000,6.6443610,14.0138197,55.5066681,187.5335999,16.5400009
7/01/2020 8:00:00 AM,Woolston,1.8000000,0.0620000,13.8363886,10.1000000,3.1000000,6.1395831,13.9135275,60.0849991,182.3009033,14.4399996
7/01/2020 9:00:00 AM,Woolston,1.6466666,0.0540000,13.2130136,16.7000000,4.2000000,7.1497502,13.3774443,64.8750000,169.6006012,15.4399996
7/01/2020 10:00:00 AM,Woolston,1.9766667,0.0476667,13.2873888,12.8000000,1.2000000,6.3743610,13.5569725,64.8633347,177.8388977,13.4399996
7/01/2020 11:00:00 AM,Woolston,1.7650000,0.0536667,14.3333197,18.4000000,1.1000000,6.5394168,14.8236942,57.4300003,161.3724976,14.2399998
7/01/2020 12:00:00 PM,Woolston,2.0983334,0.0533333,14.4448891,23.1000000,5.3000000,7.1366391,14.9193754,53.9266663,159.0464935,14.5400000
7/01/2020 1:00:00 PM,Woolston,2.0816667,"",14.8414307,25.0000000,4.1000000,5.8219171,15.3583889,52.2733345,164.9656067,14.3400002
7/01/2020 2:00:00 PM,Woolston,1.9900000,0.0508333,14.8068886,24.7000000,6.7000000,6.2195549,15.3788614,52.5200005,160.0755005,14.2399998
7/01/2020 3:00:00 PM,Woolston,2.2183332,0.0515000,15.0334024,38.2000000,7.5000000,5.4407220,15.5737915,50.3083344,164.0028992,12.7399998
7/01/2020 4:00:00 PM,Woolston,2.3516667,0.0638333,14.6938477,37.5000000,7.2000000,5.5999999,15.2395830,48.4983330,160.0148010,13.6400003
7/01/2020 5:00:00 PM,Woolston,2.2449999,0.0593333,13.9853058,24.6000000,6.5000000,6.0600562,14.3891668,51.6716652,169.7035980,13.1400003
7/01/2020 6:00:00 PM,Woolston,2.0333333,0.0683333,13.7512636,18.4000000,5.8000000,4.9376111,14.1797781,52.0349998,167.9873047,11.1400003
7/01/2020 7:00:00 PM,Woolston,2.3133333,0.0648333,13.3178616,14.6000000,2.9000000,3.9328330,13.5778055,52.1116676,180.4579010,9.2399998
7/01/2020 8:00:00 PM,Woolston,2.0899999,0.0730000,12.4844999,11.7000000,2.8000000,2.9897780,12.5224581,53.6933327,195.8894958,8.9399996
7/01/2020 9:00:00 PM,Woolston,2.0699999,0.0753333,11.5324030,13.9000000,3.0000000,1.6467220,11.4292498,62.0983315,206.6504059,4.7399998
7/01/2020 10:00:00 PM,Woolston,2.3633332,0.1040000,11.2147913,16.0000000,4.3000000,1.4314780,11.0705976,66.5599976,246.5614929,3.8399999
7/01/2020 11:00:00 PM,Woolston,2.5133333,0.0898333,11.3145552,17.9000000,3.4000000,1.8309439,11.2339725,69.0166702,244.6623993,4.2399998
8/01/2020 12:00:00 AM,Woolston,2.1283333,0.0765000,11.1994028,18.1000000,5.1000000,2.0330279,11.1537504,70.3283310,253.4268036,4.4400001
8/01/2020 1:00:00 AM,Woolston,2.1900001,0.0691667,11.1630001,15.4000000,4.0000000,1.9299001,11.1355276,69.6533356,228.2449036,4.9400001
8/01/2020 2:00:00 AM,Woolston,2.4900000,0.0598333,11.0376806,16.6000000,4.2000000,1.6194110,10.9881248,70.4683304,225.9004059,4.2399998
8/01/2020 3:00:00 AM,Woolston,"",0.0616667,10.7720833,17.9000000,3.5000000,1.7825110,10.7326670,72.3199997,229.8031006,4.4400001
8/01/2020 4:00:00 AM,Woolston,2.4016666,0.0631667,10.7128754,15.5000000,4.7000000,1.5764170,10.6603613,72.8099976,237.5881958,3.3399999
8/01/2020 5:00:00 AM,Woolston,2.4600000,0.0591667,10.7552223,13.7000000,6.1000000,1.5023780,10.7237635,73.2200012,221.6564941,3.6400001
