#Bulk Export - Points as recorded,
,9
,Queen Street
,PM10.24-Hour Aggregate (µg/m³) - Unverified
Timestamp (UTC+12:00),Value (µg/m³)
2018-01-01 00:00:00,12
2018-01-02 00:00:00,11.8
2018-01-03 00:00:00,9.8
2018-01-04 00:00:00,8.6
2018-01-05 00:00:00,15.500000000000002
2018-01-06 00:00:00,23.7
2018-01-07 00:00:00,34.9
2018-01-08 00:00:00,28.6
2018-01-09 00:00:00,23.8
2018-01-10 00:00:00,16.7
2018-01-11 00:00:00,15.500000000000002
2018-01-12 00:00:00,17.3
2018-01-13 00:00:00,18.2
2018-01-14 00:00:00,14.6
2018-01-15 00:00:00,11.2
2018-01-16 00:00:00,14
2018-01-17 00:00:00,20.5
2018-01-18 00:00:00,25.6
2018-01-19 00:00:00,22.1
2018-01-20 00:00:00,24.5
2018-01-21 00:00:00,19.8
2018-01-22 00:00:00,18.1
2018-01-23 00:00:00,12.1
2018-01-24 00:00:00,9.4
2018-01-25 00:00:00,11.6
2018-01-26 00:00:00,13.1
2018-01-27 00:00:00,16.2
2018-01-28 00:00:00,15.2
2018-01-29 00:00:00,12.4
2018-01-30 00:00:00,14.1
2018-01-31 00:00:00,17.6
2018-02-01 00:00:00,21.9
2018-02-02 00:00:00,31.600000000000005
2018-02-03 00:00:00,23.1
2018-02-04 00:00:00,12.8
2018-02-05 00:00:00,12.3
2018-02-06 00:00:00,12.1
2018-02-07 00:00:00,13.1
2018-02-08 00:00:00,19.9
2018-02-09 00:00:00,11.6
2018-02-10 00:00:00,8.5
2018-02-11 00:00:00,12.9
2018-02-12 00:00:00,10.9
2018-02-13 00:00:00,10.4
2018-02-14 00:00:00,18.1
2018-02-15 00:00:00,17.8
2018-02-16 00:00:00,13.3
2018-02-17 00:00:00,14.9
2018-02-18 00:00:00,20.1
2018-02-19 00:00:00,19.2
2018-02-20 00:00:00,21.3
2018-02-21 00:00:00,30.1
2018-02-22 00:00:00,23.5
2018-02-23 00:00:00,20.6
2018-02-24 00:00:00,12.1
2018-02-25 00:00:00,13
2018-02-26 00:00:00,11.2
2018-02-27 00:00:00,16.2
2018-02-28 00:00:00,12.3
2018-03-01 00:00:00,18.4
2018-03-02 00:00:00,15
2018-03-03 00:00:00,22.6
2018-03-04 00:00:00,27
2018-03-05 00:00:00,18.6
2018-03-06 00:00:00,15.7
2018-03-07 00:00:00,15.399999999999999
2018-03-08 00:00:00,16
2018-03-09 00:00:00,11.7
2018-03-10 00:00:00,11.4
2018-03-11 00:00:00,9.7
2018-03-12 00:00:00,10.1
2018-03-13 00:00:00,13.3
2018-03-14 00:00:00,18.4
2018-03-15 00:00:00,18.4
2018-03-16 00:00:00,22.9
2018-03-17 00:00:00,23.3
2018-03-17 01:00:00,23.3
2018-03-18 01:00:00,13.5
2018-03-19 01:00:00,13.5
2018-03-20 01:00:00,15.1
2018-03-21 01:00:00,14.5
2018-03-22 00:00:00,16.7
2018-03-23 00:00:00,16.6
2018-03-24 00:00:00,14.7
2018-03-25 00:00:00,12.3
2018-03-26 00:00:00,9
2018-03-27 00:00:00,12.4
2018-03-28 00:00:00,12.5
2018-03-29 00:00:00,13.3
2018-03-30 00:00:00,19.3
2018-03-31 00:00:00,13
2018-04-01 00:00:00,17
2018-04-02 00:00:00,18
2018-04-03 00:00:00,13.4
2018-04-04 00:00:00,16.6
2018-04-05 00:00:00,21.4
2018-04-06 00:00:00,19.2
2018-04-07 00:00:00,19.2
2018-04-08 00:00:00,17.6
2018-04-09 00:00:00,18.4
2018-04-10 00:00:00,22.5
2018-04-11 00:00:00,26.5
2018-04-12 00:00:00,12.9
2018-04-13 00:00:00,19.5
2018-04-14 00:00:00,28.2
2018-04-15 00:00:00,29.1
2018-04-16 00:00:00,22.2
2018-04-17 00:00:00,24.1
2018-04-18 00:00:00,32
2018-04-19 00:00:00,21.1
2018-04-20 00:00:00,18.5
2018-04-21 00:00:00,16.2
2018-04-22 00:00:00,12.7
2018-04-23 00:00:00,16.6
2018-04-24 00:00:00,16.7
2018-04-25 00:00:00,13.8
2018-04-26 00:00:00,11.3
2018-04-27 00:00:00,16.1
2018-04-28 00:00:00,14.8
2018-04-29 00:00:00,22.6
2018-04-30 00:00:00,18.7
2018-05-01 00:00:00,11.8
2018-05-02 00:00:00,14.6
2018-05-03 00:00:00,12
2018-05-04 00:00:00,17.2
2018-05-05 00:00:00,23.1
2018-05-06 00:00:00,19.6
2018-05-07 00:00:00,15.1
2018-05-08 00:00:00,26.9
2018-05-09 00:00:00,24.9
2018-05-10 00:00:00,20.3
2018-05-11 00:00:00,17.7
2018-05-12 00:00:00,20
2018-05-13 00:00:00,12
2018-05-14 00:00:00,9.9
2018-05-15 00:00:00,11.9
2018-05-16 00:00:00,14.4
2018-05-17 00:00:00,18.7
2018-05-18 00:00:00,14.8
2018-05-19 00:00:00,17.8
2018-05-20 00:00:00,17.5
2018-05-21 00:00:00,12.4
2018-05-22 00:00:00,19.6
2018-05-23 00:00:00,18.1
2018-05-24 00:00:00,18.4
2018-05-25 00:00:00,18.8
