Date,PM2.5,PM10,Average CO (mg/m3),Average SO2 (ug/m3),NO (ug/m3),NO2 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2021-07-09,13.1595,20.757375,0.6135603,0.8884028,88.386261,43.0146027,255,1.1,200,11.3,212,0.0,0.7,0.5,96.0,12.6,-1.9,-,-,-,-,-,-,1007.5,1006.7,-,4.29,6308.1317991631795,533.8966346153846
2021-07-10,9.48175,15.417125,0.1921773,2.5422917,23.0101433,26.4798565,336,0.4,179,12.9,221,0.0,2.0,1.2,86.0,11.3,-0.3,-,-,-,-,-,-,1011.1,1010.3,-,4.38,5316.59670781893,238.97169811320754
2021-07-11,18.77675,24.389125,0.4571915,0.4668056,33.0973396,28.1663303,200,1.6,196,10.8,108,0.0,2.3,1.3,82.0,10.5,-1.1,-,-,-,-,-,-,1020.3,1019.5,-,4.31,4561.401234567901,197.4504716981132
2021-07-12,28.966625,42.177,1.063844,2.6378472,83.5773392,44.4202881,1,1.1,33,5.7,166,0.0,-0.8,-1.1,94.0,10.0,-4.6,-,-,-,-,-,-,1018.0,1017.2,-,4.33,5518.5140562249,505.76146788990826
2021-07-13,22.719625,32.631,0.9124894,1.7877679,96.5279846,42.2243881,250,1.6,236,5.1,117,0.0,-0.7,-1.0,94.0,11.7,-2.2,-,-,-,-,-,-,1016.3,1015.5,-,4.38,5663.951417004048,531.3440366972477
2021-07-14,31.49625,46.37525,0.842383,1.1876087,96.8232346,48.480217,23,1.7,68,6.2,161,0.0,2.3,1.1,79.0,12.7,-2.1,-,-,-,-,-,-,1014.9,1014.1,-,4.77,5951.361233480176,535.7020202020202
2021-07-15,12.648125,23.371499999999997,0.321539,1.9057971,50.0835266,33.365181,188,1.2,69,9.3,231,0.2,9.2,6.5,65.0,14.1,2.4,-,-,-,-,-,-,1010.5,1009.8,-,3.25,6100.027906976744,530.4739583333334
2021-07-16,11.398,18.43125,0.3229362,0.7615942,51.7742462,31.5505028,48,1.4,37,10.3,212,2.4,9.4,8.7,90.0,18.9,8.1,-,-,-,-,-,-,1004.0,1003.3,-,3.28,6440.575376884422,495.44473684210527
2021-07-17,13.43575,17.237375,0.3265603,0.3780435,35.5964737,24.0442448,46,3.2,43,8.8,200,0.8,11.9,10.2,79.0,17.9,9.4,-,-,-,-,-,-,985.4,984.7,-,3.47,4841.807511737089,199.06565656565655
2021-07-18,11.5695,14.358500000000001,0.159,0.3302174,12.1135254,16.4492798,260,0.5,197,8.8,272,1.4,8.7,8.3,95.0,12.2,7.8,-,-,-,-,-,-,988.4,987.7,-,4.43,4335.7535211267605,151.21969696969697
2021-07-19,8.045375,11.292875,0.1392908,1.0408696,15.7154675,23.7784176,242,3.8,228,8.8,199,0.6,7.7,7.6,98.0,9.9,7.6,-,-,-,-,-,-,999.5,998.8,-,3.30,5623.63981042654,447.4030612244898
2021-07-20,18.353875000000002,26.2885,0.3738298,1.1500725,59.0558281,28.9071217,84,0.4,74,7.2,211,0.0,4.4,4.4,100.0,9.8,0.2,-,-,-,-,-,-,1009.6,1008.9,-,5.43,5841.894618834081,484.4425
2021-07-21,21.6205,34.38675,0.3081206,1.1082609,55.5625191,37.2118721,67,1.4,77,6.7,238,0.0,6.5,5.6,87.0,14.1,4.1,-,-,-,-,-,-,1003.5,1002.8,-,5.06,5612.147773279352,483.90401785714283
2021-07-22,10.901125,15.000499999999999,0.1878511,0.8093478,17.3817272,23.3162594,234,4.0,245,12.4,200,2.2,9.0,8.3,90.0,9.8,6.4,-,-,-,-,-,-,996.8,996.1,-,2.05,5570.888888888889,480.7681818181818
2021-07-23,17.373875,24.520875,0.524922,1.0452174,69.518631,35.9834518,7,0.5,30,6.7,189,0.0,3.8,3.6,97.0,11.7,1.0,-,-,-,-,-,-,1016.7,1015.9,-,5.44,6003.8045267489715,484.78409090909093
2021-07-24,16.044,21.577875,0.3688865,2.6481884,41.6833076,24.6140289,2,1.3,61,7.7,225,0.0,3.0,2.8,96.0,11.9,0.2,-,-,-,-,-,-,1024.8,1024.0,-,5.07,4934.2137096774195,219.19555555555556
2021-07-25,11.586875000000001,17.896125,0.1808723,2.3055072,21.6710072,15.5937414,67,2.5,68,10.8,370,0.0,9.2,7.3,75.0,13.9,2.2,-,-,-,-,-,-,1015.3,1014.6,-,5.16,4190.945564516129,186.74
2021-07-26,15.863875,31.848750000000003,0.2119149,1.843913,32.675972,20.6499271,39,4.3,31,14.4,337,2.0,11.2,9.7,81.0,14.7,9.2,-,-,-,-,-,-,997.2,996.5,-,2.77,5151.022357723577,458.06502242152465
2021-07-27,15.1785,24.097,0.4395177,1.1997826,37.1423759,31.5262585,229,5.7,208,13.4,166,2.0,7.6,7.3,95.0,13.1,6.8,-,-,-,-,-,-,1001.8,1001.1,-,3.40,5167.95,460.08744394618833
2021-07-28,19.19825,34.576499999999996,0.3911135,1.9848551,60.4640999,36.3933105,4,1.2,234,6.2,158,0.0,4.6,4.3,95.0,15.2,1.3,-,-,-,-,-,-,1012.8,1012.1,-,5.55,5549.780991735537,492.86301369863014
2021-07-29,15.164875,27.090125,0.3628321,1.2114493,55.7907448,30.2944775,316,0.4,72,7.7,256,0.0,5.2,5.0,96.0,11.6,1.4,-,-,-,-,-,-,1016.2,1015.5,-,3.99,5649.995967741936,497.84
2021-07-30,13.679625,19.8915,0.2381418,3.0357037,39.2256851,22.8255386,62,2.6,72,8.8,298,0.0,10.6,9.3,84.0,14.4,5.2,-,-,-,-,-,-,1013.7,1013.0,-,5.47,5963.905241935484,488.9222222222222
2021-07-31,15.634125000000001,24.785125,0.1940922,2.1153623,23.2715111,17.0212955,74,3.4,107,9.3,328,0.0,11.6,10.3,84.0,13.4,9.8,-,-,-,-,-,-,1012.7,1012.0,-,5.71,4892.669421487603,215.89592760180994
2021-08-01,13.762625,20.744625,0.1327447,0.8347101,15.9682732,15.2192802,62,3.7,64,9.8,298,0.0,10.8,10.1,91.0,12.4,10.4,-,-,-,-,-,-,1012.2,1011.5,-,4.01,4153.745833333333,177.41552511415526
2021-08-02,9.728625,16.5965,0.1594255,0.6225362,26.8752518,20.047554,50,3.4,66,10.8,386,22.6,10.7,9.4,84.0,12.1,10.0,-,-,-,-,-,-,1005.7,1005.0,-,3.76,5589.835526315789,510.8864734299517
2021-08-03,6.438,13.873625,0.0840213,0.8238194,8.3202162,14.0416546,215,6.7,246,17.5,348,7.8,7.5,6.7,89.0,8.4,7.4,-,-,-,-,-,-,1009.1,1008.4,-,2.35,5436.230263157895,438.56341463414634
2021-08-04,8.668,17.758625,0.2858652,1.2291912,47.2971954,34.0275536,275,1.1,49,7.7,252,0.0,3.7,3.4,95.0,12.8,0.2,-,-,-,-,-,-,1016.0,1015.2,-,6.29,6010.821120689655,494.72926829268295
2021-08-05,14.471625,28.61375,0.2252624,1.1597778,34.8345337,27.5352516,39,2.6,57,11.3,283,4.6,8.7,7.3,81.0,11.0,3.8,-,-,-,-,-,-,999.1,998.4,-,4.38,5934.911764705882,517.1990521327015
2021-08-06,17.34475,25.517625,0.2664539,0.9483942,24.6050358,27.4433804,220,3.1,230,8.8,190,3.2,6.7,6.4,96.0,9.2,6.7,-,-,-,-,-,-,994.7,994.0,-,2.37,6144.605042016807,484.9620853080569
2021-08-07,14.745125,21.823875,0.4065957,1.1117391,25.2455387,35.0861168,206,3.6,199,11.3,125,4.2,6.7,6.6,99.0,14.3,1.4,-,-,-,-,-,-,999.5,998.8,-,4.63,5029.793388429752,224.16901408450704
2021-08-08,8.18725,13.582,0.2651986,1.1275362,13.4841003,25.2719421,167,1.7,148,9.8,243,9.4,4.7,4.3,93.0,5.9,3.6,-,-,-,-,-,-,1003.9,1003.2,-,1.16,3664.448347107438,124.06338028169014
2021-08-09,6.976625,11.265625,0.2007589,1.3355072,20.5461864,29.8270512,219,2.3,227,13.4,217,5.4,2.4,2.0,92.0,5.7,1.6,-,-,-,-,-,-,1015.1,1014.3,-,3.14,5281.594650205761,392.42957746478874
2021-08-10,13.101625,20.581,0.4018227,1.3054348,49.2720146,41.8979149,273,1.0,234,6.2,118,0.0,5.6,3.8,72.0,16.5,1.0,-,-,-,-,-,-,1018.7,1018.0,-,7.25,6119.136363636364,496.566985645933
2021-08-11,15.45125,26.75825,0.3788085,1.8571739,59.8814392,36.3600731,70,0.3,59,7.7,203,0.0,7.0,6.6,94.0,14.6,2.7,-,-,-,-,-,-,1026.6,1025.8,-,7.21,6173.9,518.1124401913876
2021-08-12,15.353875,33.534,0.3504043,1.3753623,55.49403,36.4515114,50,1.6,308,12.9,253,0.2,10.0,7.6,69.0,15.4,5.0,-,-,-,-,-,-,1018.4,1017.7,-,2.35,6186.6393805309735,537.5514705882352
2021-08-13,7.195625,12.00825,0.3740567,1.1781884,33.9266205,36.1619415,262,2.2,281,13.9,156,0.8,8.6,7.7,88.0,13.3,7.6,-,-,-,-,-,-,1011.3,1010.6,-,4.70,6388.7467811158795,501.1237623762376
2021-08-14,13.493625,17.327375,0.4866383,0.9945833,38.8289223,31.2342453,13,1.0,180,17.0,148,3.0,9.6,6.9,65.0,12.8,4.6,-,-,-,-,-,-,1003.0,1002.3,-,5.07,5092.019650655022,211.4575
2021-08-15,20.093875,26.146,0.7100213,0.6938889,41.2707176,36.3006477,256,0.4,48,5.1,119,0.0,3.7,3.5,96.0,14.6,-2.0,-,-,-,-,-,-,1017.8,1017.0,-,8.00,4753.922907488987,179.1525
2021-08-16,8.639625,18.270875,0.5797376,0.6677083,61.7937393,42.1497841,63,0.9,357,12.4,298,0.0,6.5,6.0,92.0,17.6,1.6,-,-,-,-,-,-,1009.2,1008.5,-,7.22,5990.334080717489,488.3290816326531
2021-08-17,5.49125,9.499625,0.2323901,0.47125,28.0722294,28.331583,6,2.3,259,12.9,233,0.6,9.2,6.5,65.0,14.9,6.7,-,-,-,-,-,-,992.6,991.9,-,6.72,6801.021327014218,533.766129032258
2021-08-18,9.409875,14.38975,0.2033404,1.3013889,8.1407194,21.5782013,236,2.1,200,9.3,161,0.2,7.0,6.3,90.0,12.4,5.2,-,-,-,-,-,-,1005.2,1004.5,-,7.24,2044.1883408071749,290.67171717171715
2021-08-19,13.414,20.559125,0.2752553,1.7843056,19.5083447,25.6258984,356,1.1,299,10.3,217,0.2,5.1,4.7,93.0,17.9,-1.2,-,-,-,-,-,-,1011.7,1011.0,-,9.49,1864.1451612903227,266.7741116751269
2021-08-20,12.602375,18.36775,0.2162553,1.0757639,8.2476978,16.891798,206,3.2,184,10.8,172,0.4,5.7,4.6,83.0,11.2,3.8,-,-,-,-,-,-,1021.6,1020.8,-,7.46,1730.0898058252428,234.5104712041885
2021-08-21,11.64575,18.5255,0.2695886,1.5729861,11.7354679,13.7138128,28,2.4,45,12.9,324,0.0,5.2,3.1,67.0,11.2,-1.5,-,-,-,-,-,-,1031.5,1030.7,-,10.26,1210.5625,92.24352331606218
2021-08-22,20.48675,28.368624999999998,0.1897872,0.3286111,22.3222294,27.2395687,45,1.4,12,7.7,128,0.0,8.3,5.4,61.0,14.7,1.9,-,-,-,-,-,-,1023.1,1022.4,-,4.70,996.1370192307693,71.07512953367876
2021-08-23,11.699375,20.980375,0.2462411,5.0261806,21.5708637,29.2535248,334,0.8,277,7.2,114,0.0,10.8,8.9,76.0,22.5,3.6,-,-,-,-,-,-,1026.3,1025.6,-,11.23,1805.2257281553398,236.16492146596858
2021-08-24,6.944875000000001,16.584875,0.2005106,2.8052778,19.5184174,29.1526623,105,0.7,297,10.8,155,0.0,12.1,9.6,70.0,22.0,3.7,-,-,-,-,-,-,1024.5,1023.8,-,12.14,1963.266826923077,264.92487046632124
2021-08-25,4.66575,13.98525,0.1408865,0.9143056,14.5534534,28.8693523,62,1.0,282,8.2,135,0.0,13.1,9.2,56.0,22.0,4.4,-,-,-,-,-,-,1024.5,1023.8,-,12.44,2025.861650485437,265.79842931937173
2021-08-26,6.832625,16.7665,0.1911773,1.7200694,14.9892807,26.3597851,316,0.4,259,9.8,183,1.6,10.7,8.1,68.0,21.0,2.4,-,-,-,-,-,-,1021.2,1020.5,-,11.66,1990.2063106796118,273.913612565445
2021-08-27,4.688125,8.06275,0.0915816,0.2967361,8.0576982,15.7915831,44,1.5,224,7.2,261,1.6,9.6,8.6,87.0,11.5,8.8,-,-,-,-,-,-,1021.1,1020.4,-,3.91,1907.1577669902913,249.60471204188482
2021-08-28,3.31875,5.2735,0.0791773,0.9777083,7.0654678,12.4675541,234,3.7,205,7.7,185,0.4,8.6,8.4,97.0,12.5,8.0,-,-,-,-,-,-,1015.3,1014.6,-,7.04,1309.2257281553398,114.14397905759162
2021-08-29,5.528375,7.9186250000000005,0.0846879,0.4747917,10.4976978,14.5728779,63,1.8,185,6.2,159,1.0,8.4,8.1,96.0,11.1,7.9,-,-,-,-,-,-,1010.1,1009.4,-,3.10,1067.3859223300972,82.37434554973822
2021-08-30,7.95525,18.05675,0.1099858,1.3988194,11.3017988,20.5212955,208,3.5,214,8.8,149,0.0,8.1,5.6,65.0,10.0,6.4,-,-,-,-,-,-,1023.1,1022.4,-,6.52,1934.2936893203882,255.1806282722513
2021-08-31,8.302375,16.695,0.1076028,1.7961111,13.4210787,17.5185604,348,1.2,66,8.8,273,0.0,5.6,3.7,71.0,10.1,3.1,-,-,-,-,-,-,1031.1,1030.3,-,8.75,2173.730582524272,278.9397905759162
2021-09-01,9.278,18.472125,0.1405674,1.4495833,18.7795677,17.818058,19,3.1,17,10.8,271,0.0,6.6,4.4,67.0,11.7,4.9,-,-,-,-,-,-,1033.7,1032.9,-,12.56,4534.915048543689,507.4685863874345
2021-09-02,11.905875,20.459125,0.2716323,1.6004861,17.2103596,25.1607914,237,2.8,172,8.2,193,0.4,8.5,7.8,90.0,14.0,1.8,-,-,-,-,-,-,1036.4,1035.6,-,8.51,4261.323113207547,537.9467005076142
2021-09-03,15.957625,29.023500000000002,0.2408014,4.1680556,20.5457458,22.7132835,44,2.6,84,7.7,169,0.0,10.4,8.8,80.0,14.1,4.6,-,-,-,-,-,-,1036.2,1035.5,-,14.84,4368.603070175439,540.5328638497652
2021-09-04,10.061,23.325375,0.3033404,4.1198611,18.7343159,26.1717987,302,0.3,278,9.8,132,0.0,9.2,8.5,91.0,22.7,0.2,-,-,-,-,-,-,1027.3,1026.6,-,14.71,2980.0811403508774,228.27464788732394
2021-09-05,12.0925,20.27275,0.2028014,3.3099306,16.7554684,27.331007,44,0.8,72,5.1,139,0.0,13.5,8.7,48.0,20.6,4.1,-,-,-,-,-,-,1025.3,1024.6,-,11.23,2441.450934579439,139.23366834170855
2021-09-06,8.8135,22.897875,0.1621631,0.9784722,20.5285606,27.2260437,61,2.0,328,11.3,310,0.0,12.1,8.8,61.0,19.0,5.9,-,-,-,-,-,-,1016.1,1015.4,-,9.51,3911.3888888888887,523.457711442786
2021-09-07,4.236625,16.326375,0.1031418,1.1038889,13.3325176,15.0456114,16,3.9,22,14.9,282,0.0,17.0,11.0,43.0,21.2,11.4,-,-,-,-,-,-,996.9,996.2,-,14.14,4135.315677966101,534.3461538461538
2021-09-08,7.4165,14.616375,0.2489929,0.4370833,24.8196411,29.493454,180,2.0,180,15.4,174,5.2,9.2,6.4,63.0,11.9,7.4,-,-,-,-,-,-,994.6,993.9,-,7.97,5525.1884615384615,549.7427385892116
2021-09-09,5.867125,17.30325,0.240461,1.3636111,32.857769,29.9076252,70,1.7,269,14.9,365,0.0,11.7,7.5,51.0,21.1,0.6,-,-,-,-,-,-,1000.6,999.9,-,11.14,5833.441287878788,557.68410041841
2021-09-10,4.2078750000000005,15.83125,0.2007021,0.7981944,22.2309361,25.0933819,326,4.0,282,19.6,206,0.4,16.6,11.0,46.0,19.7,10.8,-,-,-,-,-,-,987.9,987.2,-,10.70,6106.856299212598,539.7620087336245
2021-09-11,5.50925,10.45425,0.1673759,2.2911806,20.7943878,24.8460426,228,1.0,154,7.2,202,0.0,9.6,6.2,56.0,14.5,1.3,-,-,-,-,-,-,1004.5,1003.8,-,16.05,5028.037698412699,272.00660792951544
2021-09-12,5.51825,12.00175,0.1906879,0.65125,22.3643894,24.5533085,67,2.8,15,10.8,281,11.8,11.9,8.1,56.0,19.8,5.9,-,-,-,-,-,-,1008.8,1008.1,-,12.36,4344.001968503937,200.72707423580786
2021-09-13,3.700375,9.1725,0.1944043,2.3141667,27.7140999,25.7188492,352,3.0,355,16.5,270,2.8,12.4,10.8,81.0,19.7,11.2,-,-,-,-,-,-,998.7,998.0,-,11.20,5577.430232558139,518.7167381974249
2021-09-14,6.774125,11.646749999999999,0.257,2.5792361,22.3021584,26.0639572,237,2.5,242,11.3,133,2.2,5.2,4.5,88.0,10.2,4.2,-,-,-,-,-,-,1019.1,1018.4,-,9.35,5725.719512195122,547.3529411764706
2021-09-15,11.26425,18.39525,0.5092412,1.5565278,50.7649651,39.3629913,24,0.8,59,8.2,176,0.0,7.0,6.3,89.0,11.7,-1.3,-,-,-,-,-,-,1022.5,1021.8,-,15.78,6028.4838709677415,562.3721973094171
2021-09-16,8.006124999999999,15.195375,0.3276454,4.9806944,32.4246025,33.0889931,231,1.5,210,8.8,159,0.0,6.4,5.6,88.0,12.3,-0.1,-,-,-,-,-,-,1016.6,1015.9,-,9.33,6027.645161290323,568.1883408071749
2021-09-17,6.490125,12.52825,0.3172695,4.1009722,38.2446365,38.6404343,265,0.7,219,6.7,114,0.0,7.1,4.9,68.0,11.6,-0.2,-,-,-,-,-,-,1018.9,1018.2,-,11.74,6423.934426229508,587.648401826484
2021-09-18,9.566625,15.302,0.5253901,1.5699306,43.0387039,36.3617249,23,1.5,38,9.8,282,0.0,8.1,6.4,76.0,10.9,-1.9,-,-,-,-,-,-,1023.2,1022.5,-,16.25,5134.30737704918,288.32876712328766
2021-09-19,9.906375,16.852875,0.1926241,2.3272917,25.7768345,27.5908642,65,3.1,341,10.8,244,0.0,10.0,8.2,77.0,16.8,6.6,-,-,-,-,-,-,1015.0,1014.3,-,11.77,4416.157258064516,211.51141552511416
2021-09-20,6.7463750000000005,15.6865,0.1868156,2.3531944,32.4495697,36.1572647,242,1.3,214,9.8,226,0.0,13.4,10.4,66.0,17.8,8.1,-,-,-,-,-,-,1009.5,1008.8,-,17.77,5755.372983870968,564.2853881278539
2021-09-21,4.640625,15.935875,0.1712128,1.5086111,31.1135254,35.1182022,40,2.4,304,11.8,251,0.0,16.2,10.5,44.0,24.0,8.6,-,-,-,-,-,-,1002.6,1001.9,-,13.97,6016.559426229508,575.9520547945206
2021-09-22,5.232625,16.594,0.1712553,2.2586806,28.7615833,29.8804321,70,3.5,94,9.8,289,0.2,12.8,9.5,62.0,14.3,10.3,-,-,-,-,-,-,1009.8,1009.1,-,11.63,6282.099118942731,595.799504950495
2021-09-23,9.184375,20.941875,0.3573404,2.6850694,45.5670509,36.303669,39,2.2,84,6.7,152,0.0,11.1,10.8,96.0,17.6,10.1,-,-,-,-,-,-,1002.0,1001.3,-,9.53,6322.233333333334,596.6875
2021-09-24,8.068999999999999,24.4525,0.3526454,3.4768056,49.5121574,45.8838844,178,1.9,88,12.4,297,0.0,17.4,10.5,36.0,19.8,5.0,-,-,-,-,-,-,999.6,998.9,-,19.16,6696.943438914027,607.0775
2021-09-25,3.0395,13.44025,0.1644255,0.9116667,18.2768345,27.9207191,327,5.4,317,19.6,328,0.0,17.3,11.1,42.0,19.5,10.9,-,-,-,-,-,-,999.5,998.8,-,19.05,5105.671945701358,255.7275
2021-09-26,4.582375,7.786625,0.1589787,2.0430556,15.2764025,28.7523022,213,1.5,236,9.3,184,0.8,8.6,6.5,72.0,10.7,5.3,-,-,-,-,-,-,1006.7,1006.0,-,9.57,4350.169811320755,267.7358490566038
2021-09-27,4.6815,8.089625,0.2258085,1.6272917,36.8620148,39.7673378,231,2.2,52,6.7,153,0.0,7.2,6.2,85.0,12.7,2.1,-,-,-,-,-,-,1022.3,1021.6,-,14.13,5630.424107142857,551.1764705882352
2021-09-28,7.9965,15.786125,0.333844,1.7446154,45.6316528,44.1828766,37,0.9,31,5.7,124,0.0,6.6,5.1,78.0,14.5,-0.1,-,-,-,-,-,-,1019.6,1018.9,-,20.28,5991.779017857143,642.7279411764706
2021-09-29,6.227375,17.742,0.3145106,3.6541667,42.8375549,39.3894958,19,0.6,311,11.8,296,0.6,8.3,7.7,91.0,22.4,0.2,-,-,-,-,-,-,1013.2,1012.5,-,20.11,6108.265486725663,641.7941176470588
2021-09-30,3.66275,9.198875000000001,0.1771206,1.8915972,26.090519,35.4683685,260,2.6,220,10.8,123,0.0,6.9,5.7,82.0,14.9,5.8,-,-,-,-,-,-,1017.0,1016.3,-,15.23,6174.727876106194,643.7230392156863
2021-10-01,5.703375,14.443125,0.2388014,4.0370833,37.1244621,30.8702869,25,0.4,61,10.8,240,0.0,9.1,6.8,69.0,16.2,1.4,-,-,-,-,-,-,1020.6,1019.9,-,20.36,6641.961206896552,659.1
2021-10-02,7.5817499999999995,16.27975,0.2287872,1.9338889,24.1235256,27.4658279,239,2.2,71,7.2,183,0.0,9.2,8.6,92.0,19.1,4.8,-,-,-,-,-,-,1020.3,1019.6,-,19.22,5241.9094827586205,321.8666666666667
2021-10-03,7.881375,18.433875,0.1896241,5.2460417,20.0802879,21.9388485,224,0.4,40,8.8,234,5.6,10.1,9.7,94.0,18.2,7.4,-,-,-,-,-,-,1018.5,1017.8,-,14.25,4649.6551724137935,286.3
2021-10-04,5.291,12.41225,0.2213546,0.9029861,37.3902168,30.7287045,212,1.7,71,7.7,262,20.2,10.4,9.9,94.0,12.9,10.2,-,-,-,-,-,-,1009.5,1008.8,-,4.21,5603.702173913043,588.9110576923077
2021-10-05,5.6825,12.831375,0.1790425,2.0152778,26.5485611,21.0918713,40,4.1,57,10.8,354,0.4,11.3,10.5,90.0,14.8,10.4,-,-,-,-,-,-,1012.3,1011.6,-,9.34,5907.584051724138,630.8738095238095
2021-10-06,6.317125,12.10375,0.2079433,1.6727778,30.8952522,24.5692806,38,3.3,58,9.8,282,0.4,11.7,11.4,96.0,13.4,11.2,-,-,-,-,-,-,1012.8,1012.1,-,4.80,6072.311403508772,658.1067961165048
2021-10-07,6.759375,15.8875,0.311461,3.6503472,43.3521576,35.9141731,66,2.3,359,10.3,193,0.0,13.3,12.4,90.0,23.4,11.4,-,-,-,-,-,-,1006.6,1005.9,-,12.42,6180.260330578512,643.0046296296297
2021-10-08,4.1855,15.67225,0.3052199,2.8234545,51.7182007,41.2010803,109,0.7,320,7.2,205,0.0,15.7,11.5,57.0,22.2,7.3,-,-,-,-,-,-,1005.5,1004.8,-,20.38,6474.756198347108,636.3472222222222
2021-10-09,4.12225,9.766375,0.1188085,1.9315108,11.1158991,20.8769073,223,2.9,177,12.4,270,1.0,12.9,10.5,72.0,18.1,9.0,-,-,-,-,-,-,1011.1,1010.4,-,16.24,5121.574,300.421875
2021-10-10,2.969875,6.5131250000000005,0.1482624,0.9141727,15.1012945,18.9774818,227,1.5,64,7.7,254,0.0,11.7,10.9,90.0,18.3,6.6,-,-,-,-,-,-,1015.8,1015.1,-,22.02,4841.502,273.421875
2021-10-11,5.2558750000000005,14.049249999999999,0.2435603,0.7868345,45.1956825,30.918417,71,3.0,267,7.7,357,4.2,13.4,10.9,72.0,18.6,9.1,-,-,-,-,-,-,1002.5,1001.8,-,9.63,5883.31,631.9933035714286
2021-10-12,1.995625,5.023625,0.0741773,0.7819424,8.7302876,16.1289215,240,7.8,238,18.0,629,19.2,6.2,5.4,88.0,12.2,5.8,-,-,-,-,-,-,992.9,992.2,-,12.31,5784.87044534413,587.8914027149322
2021-10-13,4.841125,12.889624999999999,0.0760851,4.4767626,8.6300001,14.926259,213,7.3,178,19.6,436,4.8,6.6,5.8,88.0,10.7,5.4,-,-,-,-,-,-,1005.7,1005.0,-,13.25,5695.441295546559,521.8280542986425
2021-10-14,3.924125,11.155875,0.1770833,2.1871223,25.8172665,30.3819523,218,1.3,235,10.3,141,0.0,6.9,5.9,85.0,14.6,4.4,-,-,-,-,-,-,1018.3,1017.6,-,19.40,6314.816,647.875
2021-10-15,5.3655,13.972625,0.2998156,1.8128777,44.3171234,37.31007,40,1.1,40,7.2,225,0.0,10.3,9.7,92.0,15.2,2.8,-,-,-,-,-,-,1017.0,1016.3,-,21.11,6612.703187250996,671.9311111111111
2021-10-16,5.00175,12.642375000000001,0.1848014,3.1706475,23.8887043,32.1670494,202,2.5,35,7.7,246,0.0,10.5,9.2,83.0,17.9,4.9,-,-,-,-,-,-,1016.9,1016.2,-,21.35,5121.881040892194,314.9045643153527
2021-10-17,3.5015,9.976625,0.158617,0.8481295,19.5710068,24.5930214,56,3.3,23,12.4,253,0.0,14.6,11.0,62.0,24.9,10.4,-,-,-,-,-,-,1004.7,1004.0,-,20.50,4484.782287822878,278.4273858921162
2021-10-18,3.087125,10.935875,0.169461,1.0330935,29.4152527,40.6004333,12,2.0,220,12.4,210,1.4,19.1,12.8,44.0,25.6,11.5,-,-,-,-,-,-,1001.9,1001.2,-,19.52,5420.788194444444,588.2480620155038
