Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Upper Hutt, Trentham Ews,40750,E1510M,-41.14027,175.04283,50,H,Niwa
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Combined Daily Data at 9am local ("Form 301" Extended)
(Note the max temperature, rainfall and radiation have been put back a day as is standard for a Form 301.
Also note that non standard row charges apply. For details search the help on "f301").
Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2)
40750,20180101,259,3.7,263,9.8,249,0.0,16.2,14.6,83.0,23.0,15.4,12.0,-,18.6,18.6,-,16.8,1010.8,1004.9,9.7,26.87
40750,20180102,69,1.5,256,9.8,236,0.0,22.0,18.0,66.0,26.5,13.3,8.2,-,20.9,19.5,-,16.9,1011.8,1006.0,9.9,26.42
40750,20180103,214,1.2,74,10.3,147,0.2,22.1,18.6,70.0,27.0,16.8,14.5,-,22.5,21.2,-,17.0,1013.3,1007.5,7.3,19.90
40750,20180104,39,0.3,245,8.2,341,16.2,20.6,18.1,77.0,27.4,14.1,9.8,-,20.7,20.2,-,17.1,1009.8,1003.9,6.2,17.19
40750,20180105,89,3.4,216,20.1,638,48.8,21.1,17.3,67.0,24.5,17.4,16.5,-,19.6,19.8,-,17.3,991.1,985.4,3.4,13.45
40750,20180106,215,9.5,220,24.2,340,0.2,14.2,12.2,78.0,18.1,13.2,12.9,-,16.2,17.9,-,17.6,1002.8,996.9,5.2,19.32
40750,20180107,109,1.2,258,14.4,215,0.6,12.2,10.2,76.0,19.4,10.1,9.9,-,15.5,16.8,-,17.6,1013.3,1007.3,9.0,26.06
40750,20180108,64,1.2,4,10.3,297,0.0,18.8,15.4,68.0,26.4,11.8,6.7,-,17.8,18.0,-,17.5,1015.5,1009.6,13.6,31.14
40750,20180109,2,5.6,350,10.8,262,0.6,19.7,16.6,71.0,20.8,16.6,13.7,-,19.8,19.8,-,17.5,1016.3,1010.4,0.7,7.89
40750,20180110,343,3.5,317,9.8,229,2.2,19.5,17.7,83.0,20.0,18.2,18.3,-,19.7,19.6,-,17.6,1014.0,1008.1,0.0,3.80
40750,20180111,287,0.6,260,6.2,202,1.8,15.4,14.9,94.0,20.2,14.3,14.7,-,17.7,18.2,-,17.7,1016.4,1010.4,0.6,6.94
40750,20180112,250,1.2,72,9.3,236,0.0,18.1,15.6,76.0,21.3,14.6,15.0,-,18.6,18.3,-,17.7,1018.3,1012.3,9.7,26.78
40750,20180113,76,0.7,344,11.3,235,0.0,18.8,16.4,77.0,26.0,13.5,8.7,-,18.6,18.7,-,17.7,1017.4,1011.5,12.1,28.92
40750,20180114,133,0.4,280,8.8,156,0.0,19.7,17.1,76.0,27.5,12.4,7.4,-,19.2,19.4,-,17.7,1017.2,1011.3,10.4,26.73
40750,20180115,62,1.2,258,8.2,156,2.4,21.4,18.2,72.0,27.3,13.6,9.3,-,20.5,20.3,-,17.8,1018.5,1012.6,10.1,21.76
40750,20180116,135,0.4,248,9.3,180,0.0,19.0,18.0,90.0,26.9,16.6,12.4,-,20.3,20.7,-,17.9,1018.5,1012.6,6.3,19.80
40750,20180117,36,2.1,328,8.8,264,5.8,21.0,16.3,59.0,25.2,14.5,9.8,-,20.2,20.3,-,18.0,1016.8,1010.9,5.6,17.68
40750,20180118,42,3.8,346,10.8,213,5.2,19.0,16.5,76.0,22.2,16.6,16.5,-,19.6,20.2,-,18.1,1013.4,1007.5,0.0,8.26
40750,20180119,110,0.7,252,9.8,238,1.2,20.2,18.3,82.0,25.4,16.5,14.0,-,19.7,19.6,-,18.2,1015.2,1009.3,12.7,26.47
40750,20180120,311,3.6,338,13.9,321,0.0,20.1,18.3,83.0,25.3,15.4,11.0,-,20.4,20.4,-,18.2,1016.2,1010.3,10.2,27.74
40750,20180121,35,1.7,356,8.8,247,0.4,21.2,18.0,72.0,25.9,16.6,12.3,-,20.2,20.5,-,18.3,1018.1,1012.2,8.5,23.89
40750,20180122,74,2.6,335,7.7,187,0.2,20.4,18.1,79.0,23.7,18.7,16.2,-,21.2,21.4,-,18.4,1014.8,1008.9,2.9,15.19
40750,20180123,67,2.0,349,9.8,336,0.0,21.2,17.9,71.0,26.0,13.9,9.6,-,20.0,20.4,-,18.5,1014.2,1008.3,12.0,27.71
40750,20180124,22,4.9,329,11.8,342,0.0,22.7,18.9,68.0,27.1,19.2,15.4,-,21.6,21.4,-,18.6,1012.9,1007.1,13.2,29.99
40750,20180125,56,3.2,4,8.8,275,0.0,23.0,19.0,67.0,28.2,16.7,11.2,-,21.5,21.6,-,18.6,1014.0,1008.2,12.5,29.02
40750,20180126,215,2.9,280,9.8,252,0.0,19.6,17.3,78.0,24.5,17.6,12.8,-,22.0,22.3,-,18.8,1018.6,1012.7,3.3,16.38
40750,20180127,180,0.6,267,9.3,203,0.0,21.3,18.4,74.0,27.4,16.0,12.5,-,21.7,21.4,-,18.9,1019.2,1013.3,11.7,28.68
40750,20180128,112,0.5,255,10.3,261,0.0,18.3,17.0,87.0,26.4,14.2,8.6,-,21.5,21.6,-,18.9,1019.2,1013.2,11.8,28.33
40750,20180129,146,0.6,245,7.2,145,0.0,19.7,17.8,82.0,29.4,13.5,8.5,-,20.5,21.0,-,19.0,1021.4,1015.5,13.3,28.85
40750,20180130,73,2.0,358,10.3,293,0.0,22.6,18.9,69.0,27.9,13.9,8.7,-,21.1,21.3,-,19.1,1019.3,1013.4,13.1,29.16
40750,20180131,2,4.3,317,12.4,274,0.0,22.4,18.6,68.0,24.1,17.7,11.2,-,22.1,21.9,-,19.1,1013.7,1007.9,2.4,12.15
40750,20180201,27,6.5,329,24.7,665,32.0,23.5,16.6,46.0,27.8,16.4,13.8,-,20.7,20.8,-,19.2,995.1,989.4,7.3,20.52
40750,20180202,302,6.4,332,14.4,367,0.4,18.2,14.4,64.0,19.7,16.6,13.5,-,18.7,20.1,-,19.2,995.3,989.5,5.6,17.33
40750,20180203,174,4.1,136,12.9,248,0.2,15.5,11.2,56.0,18.2,13.1,11.2,-,16.8,18.3,-,19.2,1008.8,1002.9,8.4,22.25
40750,20180204,109,0.4,330,13.4,410,0.0,10.7,9.3,82.0,21.0,3.7,-3.0,-,-,13.5,-,19.4,1016.1,1010.0,11.5,27.24
40750,20180205,325,6.0,299,16.5,567,0.0,18.4,14.1,60.0,21.4,10.7,13.4,-,-,18.0,-,19.2,1008.0,1002.1,8.4,21.54
40750,20180206,312,6.1,307,15.4,336,0.0,18.9,14.2,57.0,21.8,15.8,12.1,-,-,18.8,-,19.1,1004.6,998.7,10.6,26.84
40750,20180207,78,3.7,100,9.8,303,0.0,15.7,11.7,59.0,21.0,12.4,9.2,-,-,19.0,-,19.0,1020.8,1014.8,12.7,25.94
40750,20180208,101,3.4,57,11.8,255,0.0,15.7,12.2,64.0,22.0,9.4,2.2,-,-,16.6,-,19.0,1025.6,1019.6,11.0,25.51
40750,20180209,78,0.6,231,8.2,152,0.0,12.1,10.9,86.0,26.2,6.6,0.3,-,-,15.5,-,19.0,1019.4,1013.3,12.6,25.73
40750,20180210,249,0.9,260,7.7,184,6.0,18.6,16.4,79.0,21.9,12.1,10.4,-,-,20.3,-,18.9,1012.1,1006.2,0.1,9.72
40750,20180211,55,1.0,48,7.2,203,23.0,18.5,18.0,95.0,26.0,16.7,17.2,-,-,19.9,-,18.9,1006.9,1001.0,0.2,7.80
40750,20180212,346,3.5,334,11.3,338,1.6,21.3,19.5,84.0,25.5,18.4,20.4,-,-,21.5,-,18.9,1006.4,1000.6,6.4,20.29
40750,20180213,312,3.7,308,10.8,267,0.0,20.4,18.6,83.0,25.6,18.9,18.1,-,-,21.5,-,19.0,1010.7,1004.8,11.2,23.85
40750,20180214,20,2.7,306,11.3,220,0.0,20.2,17.5,75.0,23.8,16.6,11.2,-,-,20.3,-,19.1,1011.3,1005.4,7.0,20.36
40750,20180215,110,1.3,317,17.0,389,0.0,19.1,16.3,74.0,22.6,11.6,6.9,-,-,17.7,-,19.2,1012.0,1006.1,10.0,20.89
40750,20180216,324,5.1,303,12.9,345,0.8,20.7,18.5,80.0,23.2,18.6,17.2,-,-,20.6,-,19.2,1013.6,1007.7,2.4,11.32
40750,20180217,328,5.7,330,16.0,390,1.4,20.0,17.5,77.0,23.9,19.4,16.9,-,-,19.9,-,19.2,1012.2,1006.3,3.7,13.58
40750,20180218,323,4.1,353,12.9,324,0.0,20.6,17.8,75.0,23.9,19.4,16.9,-,-,20.2,-,19.2,1015.3,1009.4,5.7,15.88
40750,20180219,47,3.7,308,11.3,249,21.4,20.2,15.2,56.0,23.8,16.4,11.6,-,-,18.6,-,19.3,1012.8,1006.9,9.9,19.98
40750,20180220,323,1.1,358,26.3,460,40.8,16.6,16.1,95.0,22.4,16.3,17.1,-,-,18.5,-,19.3,1004.4,998.5,0.2,4.80
40750,20180221,302,7.2,300,18.0,343,28.8,17.7,13.6,61.0,20.6,15.4,13.2,-,-,17.1,-,19.5,1000.8,994.9,6.1,17.99
40750,20180222,245,1.7,173,10.8,182,0.0,11.7,10.8,89.0,17.2,10.6,11.2,-,-,15.1,-,19.5,1007.2,1001.2,5.4,14.45
40750,20180223,99,0.7,351,8.8,157,0.0,9.8,9.4,94.0,20.4,5.5,0.7,-,-,12.0,-,19.3,1012.9,1006.8,7.2,17.13
40750,20180224,101,0.6,26,9.8,362,0.0,12.3,11.9,95.0,23.0,6.5,2.7,-,-,13.0,-,19.1,1015.4,1009.3,10.9,24.31
40750,20180225,324,5.1,308,18.5,631,10.4,17.8,13.4,58.0,20.7,12.3,14.5,-,-,17.7,-,18.9,1012.8,1006.9,5.8,17.19
40750,20180226,292,6.9,328,19.0,209,12.2,13.0,12.4,93.0,16.3,13.0,14.0,-,-,16.1,-,18.8,1009.2,1003.2,2.6,6.74
40750,20180227,109,1.9,95,9.3,174,5.0,13.6,10.4,64.0,17.6,11.9,7.9,-,-,15.0,-,18.8,1021.9,1015.8,5.3,16.46
40750,20180228,184,0.4,48,5.7,98,0.4,14.2,13.6,93.0,22.8,12.8,13.4,-,-,16.4,-,18.6,1019.7,1013.7,1.8,11.18
40750,20180301,23,0.4,314,7.7,118,0.0,14.3,14.0,96.0,24.6,10.9,7.8,-,-,15.8,-,18.6,1016.1,1010.1,8.7,20.43
40750,20180302,126,0.5,273,5.1,96,0.0,15.5,14.8,92.0,23.6,12.9,9.4,-,-,16.9,-,18.6,1013.7,1007.7,2.5,11.96
40750,20180303,98,0.8,255,5.1,102,0.0,16.4,15.7,93.0,24.2,13.6,10.9,-,-,17.4,-,18.6,1013.9,1007.9,6.3,12.58
40750,20180304,97,0.5,256,7.2,131,0.0,16.0,15.2,91.0,24.5,12.6,8.8,-,-,16.8,-,18.7,1013.5,1007.5,10.0,20.38
40750,20180305,83,0.7,291,9.3,191,0.0,15.9,15.1,91.0,24.8,11.5,8.0,-,-,16.5,-,18.7,1012.0,1006.0,9.4,19.96
40750,20180306,352,2.8,240,8.2,305,7.6,19.2,16.5,75.0,21.5,15.3,10.9,-,-,18.5,-,18.7,1009.5,1003.6,3.5,13.01
40750,20180307,198,2.5,183,12.9,420,2.6,14.5,13.2,86.0,16.8,13.2,13.6,-,-,16.6,-,18.8,1010.8,1004.8,0.0,5.13
40750,20180308,168,4.0,159,16.5,364,0.8,13.7,11.6,76.0,15.8,12.5,11.8,-,-,15.0,-,18.8,1012.9,1006.9,0.0,6.79
40750,20180309,182,4.0,198,13.4,291,1.4,13.8,10.7,66.0,17.2,13.0,11.9,-,-,14.3,-,18.7,1015.3,1009.3,0.8,8.28
40750,20180310,162,2.3,151,7.7,149,0.0,12.7,10.3,72.0,17.9,9.9,9.5,-,-,14.1,-,18.6,1023.7,1017.6,6.9,15.42
40750,20180311,168,0.5,252,6.2,108,0.0,7.5,7.2,96.0,20.4,1.7,-2.6,-,-,9.2,-,18.5,1024.6,1018.4,11.7,22.61
40750,20180312,94,0.6,313,8.8,178,0.0,9.3,9.0,96.0,21.5,3.6,-1.0,-,-,10.1,-,18.3,1015.1,1009.0,8.6,18.60
40750,20180313,66,2.8,287,16.0,244,0.0,17.5,14.7,72.0,22.0,9.1,3.6,-,-,13.1,-,18.2,1000.0,994.1,9.0,19.07
40750,20180314,46,0.5,301,10.3,294,0.0,11.4,11.1,96.0,20.2,7.3,1.4,-,-,13.6,-,18.1,1014.2,1008.1,10.7,21.68
40750,20180315,349,4.1,326,17.0,532,0.0,17.3,14.2,69.0,20.4,11.4,9.0,-,-,16.0,-,18.0,1016.5,1010.5,9.4,19.61
40750,20180316,307,4.8,317,19.0,357,0.0,18.4,15.9,76.0,20.8,16.2,13.0,-,-,17.1,-,17.9,1007.8,1001.9,5.1,12.15
40750,20180317,84,2.8,79,11.3,274,0.0,13.0,10.1,67.0,16.9,12.2,10.2,-,-,15.2,-,18.0,1024.0,1017.9,6.7,13.86
40750,20180318,86,0.8,117,8.8,161,0.0,12.7,11.1,81.0,21.6,7.5,1.3,-,-,12.4,-,18.0,1028.9,1022.8,10.6,19.35
40750,20180319,177,0.7,48,8.2,153,0.0,11.2,10.6,92.0,23.4,5.4,-0.1,-,-,12.1,-,17.9,1029.4,1023.2,9.4,16.40
40750,20180320,137,0.6,351,9.3,231,0.0,11.1,10.4,91.0,23.3,5.9,0.6,-,-,12.6,-,17.9,1028.8,1022.6,9.5,17.73
40750,20180321,88,1.8,1,9.3,274,21.8,17.0,14.8,78.0,19.4,11.1,7.0,-,-,16.8,-,17.7,1022.7,1016.7,0.2,6.22
40750,20180322,259,2.4,237,10.8,153,14.0,12.5,12.1,95.0,13.8,12.4,13.4,-,-,15.2,-,17.7,1021.4,1015.3,0.0,3.56
40750,20180323,241,0.8,248,9.3,169,0.4,12.1,11.7,95.0,17.4,11.1,12.2,-,-,14.5,-,17.7,1024.9,1018.8,2.5,10.08
40750,20180324,58,0.9,18,8.8,135,3.4,13.9,13.4,94.0,20.2,11.4,8.7,-,-,15.3,-,17.6,1022.7,1016.6,1.1,8.30
40750,20180325,83,0.9,328,11.8,286,0.0,13.7,13.2,94.0,20.0,10.7,7.1,-,-,14.0,-,17.6,1020.4,1014.3,7.4,15.04
40750,20180326,332,2.8,316,12.9,307,1.2,17.3,14.6,73.0,20.6,13.3,9.2,-,-,15.1,-,17.6,1023.1,1017.1,10.0,20.05
40750,20180327,71,1.5,290,13.4,426,8.0,17.5,16.6,91.0,21.6,13.8,8.9,-,-,16.9,-,17.5,1022.1,1016.1,2.2,9.67
40750,20180328,288,3.2,346,14.4,150,0.2,17.0,16.0,90.0,19.7,16.8,15.2,-,-,17.4,-,17.6,1019.9,1013.9,1.2,8.01
40750,20180329,67,0.7,27,10.8,174,0.0,12.4,12.2,97.0,19.7,9.1,6.4,-,-,13.9,-,17.6,1018.2,1012.1,6.2,12.95
40750,20180330,74,0.8,268,5.1,151,0.0,9.4,9.1,96.0,21.4,6.7,4.0,-,-,11.5,-,17.7,1018.9,1012.8,10.7,18.26
40750,20180331,318,4.3,332,20.1,346,1.4,16.7,14.1,74.0,19.3,7.8,4.2,-,-,15.1,-,17.6,1011.6,1005.7,1.5,5.93
40750,20180401,114,0.6,312,9.3,292,0.0,11.3,10.7,92.0,19.4,3.7,0.8,-,-,10.9,-,17.5,1019.5,1013.4,10.4,17.49
40750,20180402,330,7.0,317,17.5,424,1.2,16.4,12.3,59.0,19.1,11.1,10.1,-,-,15.0,-,17.4,1018.8,1012.8,6.7,13.75
40750,20180403,320,7.0,350,19.0,423,0.0,18.6,16.8,82.0,20.2,15.6,13.3,-,-,17.3,-,17.4,1013.5,1007.6,1.9,7.61
40750,20180404,348,3.3,335,15.4,294,0.0,17.8,14.0,63.0,19.7,15.8,11.9,-,-,15.6,-,17.3,1011.4,1005.5,8.5,15.79
40750,20180405,75,0.5,258,7.2,139,0.0,15.5,13.4,78.0,22.7,7.5,3.4,-,-,12.8,-,17.3,1015.1,1009.1,8.4,15.47
40750,20180406,4,4.7,6,16.0,445,0.0,17.1,14.3,72.0,19.7,7.1,3.5,-,-,14.8,-,17.3,1015.5,1009.5,5.9,14.28
40750,20180407,303,7.8,311,13.4,213,0.0,17.8,15.6,78.0,19.8,15.5,11.6,-,-,16.5,-,17.3,1010.5,1004.6,2.7,7.50
40750,20180408,86,0.8,327,12.4,300,0.0,10.2,8.9,83.0,18.2,3.6,-0.4,-,-,11.1,-,17.3,1016.5,1010.4,9.4,15.52
40750,20180409,255,2.2,291,9.8,258,36.6,13.5,11.9,82.0,18.1,10.2,8.9,-,-,14.3,-,17.2,1009.5,1003.5,3.1,9.12
40750,20180410,138,2.9,247,13.9,346,39.6,7.3,6.1,82.0,8.4,7.3,7.4,-,-,11.1,-,17.1,999.5,993.4,0.0,1.81
40750,20180411,215,6.0,199,13.4,325,21.6,6.6,5.3,80.0,9.4,4.6,3.9,-,-,8.5,-,16.9,1004.9,998.8,1.8,6.56
40750,20180412,61,1.7,253,17.0,263,2.6,8.0,6.8,83.0,13.7,4.7,1.6,-,-,8.6,-,16.4,1009.1,1003.0,5.8,10.67
40750,20180413,141,0.7,241,9.8,127,0.0,8.1,7.5,91.0,14.4,1.7,-1.0,-,-,8.0,-,16.1,1008.4,1002.3,6.5,11.75
40750,20180414,136,1.3,110,9.3,201,0.0,11.1,8.7,71.0,14.1,6.9,7.4,-,-,11.3,-,16.0,1013.4,1007.3,2.2,8.18
40750,20180415,70,2.5,41,8.8,280,12.6,12.1,9.5,69.0,18.8,2.7,-0.9,-,-,8.9,-,15.9,1016.7,1010.6,9.6,15.30
40750,20180416,351,2.6,328,16.5,382,0.2,15.3,13.5,81.0,18.1,12.1,12.2,-,-,15.0,-,15.7,1002.0,996.1,4.9,8.99
40750,20180417,326,9.1,355,19.0,491,0.4,17.0,14.3,73.0,19.2,7.7,3.1,-,-,13.6,-,15.7,1004.6,998.7,1.8,6.46
40750,20180418,288,4.7,314,11.3,139,0.0,13.2,8.9,52.0,15.7,12.5,8.6,-,-,12.5,-,15.7,1005.2,999.2,6.3,10.46
40750,20180419,90,0.6,353,11.8,421,0.0,7.2,6.9,95.0,17.1,-0.3,-2.5,-,-,7.0,-,15.8,1016.3,1010.1,8.2,13.43
40750,20180420,338,6.6,331,18.0,563,0.0,14.9,12.5,74.0,17.9,7.2,7.6,-,-,13.2,-,15.7,1011.5,1005.5,6.1,11.73
40750,20180421,318,4.6,304,19.6,433,3.2,15.2,12.8,74.0,17.1,14.5,10.9,-,-,13.8,-,15.6,1008.3,1002.3,5.0,9.76
40750,20180422,159,0.7,252,9.3,104,0.0,9.8,9.0,90.0,15.4,5.6,3.8,-,-,11.0,-,15.6,1016.8,1010.7,9.2,13.90
40750,20180423,86,0.6,342,8.8,177,0.0,7.2,6.9,95.0,17.4,1.3,-1.5,-,-,7.2,-,15.6,1021.8,1015.6,9.7,14.83
40750,20180424,339,2.3,327,12.4,156,0.0,13.6,10.8,69.0,16.8,3.1,0.3,-,-,11.6,-,15.5,1017.1,1011.1,6.5,10.78
40750,20180425,119,0.4,300,7.2,124,0.0,7.6,7.3,96.0,18.2,1.0,-2.2,-,-,6.7,-,15.5,1019.8,1013.6,9.8,13.36
40750,20180426,45,0.7,299,5.7,108,0.0,10.7,10.2,94.0,19.7,2.7,-0.2,-,-,7.8,-,15.3,1021.7,1015.6,9.8,12.90
40750,20180427,30,2.6,316,9.8,229,0.0,14.0,11.7,74.0,17.3,5.1,0.9,-,-,11.4,-,15.2,1018.6,1012.6,2.4,7.30
40750,20180428,207,0.3,73,9.8,139,9.4,13.2,11.6,82.0,19.7,10.8,9.5,-,-,12.8,-,15.1,1012.3,1006.3,0.7,6.01
40750,20180429,203,0.8,250,7.7,201,3.0,14.2,13.7,94.0,17.0,12.6,12.6,-,-,14.1,-,15.1,1005.7,999.7,0.9,5.02
40750,20180430,263,1.9,245,10.3,334,0.0,12.9,12.6,96.0,15.0,12.0,13.2,-,-,14.4,-,15.1,1003.2,997.2,0.5,5.82
40750,20180501,42,1.1,238,6.7,193,0.0,11.8,10.7,86.0,17.7,10.8,11.3,-,-,13.4,-,15.2,1005.5,999.5,6.2,9.83
40750,20180502,152,2.8,161,11.8,175,0.0,11.6,8.9,67.0,13.4,5.4,2.0,-,-,11.6,-,15.2,1017.0,1010.9,6.5,9.97
40750,20180503,22,1.0,252,4.6,92,0.0,4.8,4.5,95.0,16.4,-1.0,-3.7,-,-,5.5,-,15.3,1023.6,1017.3,9.5,12.08
40750,20180504,94,0.7,263,5.1,103,0.0,5.8,5.6,96.0,15.9,1.3,-1.6,-,-,7.0,-,15.1,1026.7,1020.4,6.6,8.72
40750,20180505,45,2.7,37,12.4,397,8.4,12.9,10.9,77.0,15.3,2.5,-0.2,-,-,10.1,-,14.9,1024.6,1018.5,0.1,2.98
40750,20180506,252,2.1,303,14.4,313,0.0,15.1,13.0,77.0,17.7,12.9,10.1,-,-,12.7,-,14.8,1015.3,1009.3,8.3,11.09
40750,20180507,32,0.9,339,11.3,282,0.0,9.6,9.1,93.0,16.0,4.2,0.7,-,-,9.1,-,14.7,1016.4,1010.3,9.4,11.50
40750,20180508,36,2.9,320,12.9,343,0.0,14.4,11.8,72.0,17.5,9.5,4.6,-,-,10.0,-,14.7,1020.9,1014.9,6.0,8.87
40750,20180509,75,2.3,337,10.8,196,0.0,16.3,13.9,75.0,20.6,13.8,9.4,-,-,12.4,-,14.7,1024.3,1018.3,7.4,9.94
40750,20180510,356,2.9,347,9.3,182,0.0,14.7,12.8,79.0,16.3,7.3,2.7,-,11.8,12.5,-,14.8,1026.1,1020.0,0.0,4.69
40750,20180511,30,1.0,315,14.9,412,7.4,14.9,12.6,75.0,17.7,11.5,8.6,-,12.6,13.2,-,14.8,1020.1,1014.1,0.4,3.70
40750,20180512,252,4.2,321,15.4,349,11.2,13.3,12.5,91.0,14.6,13.0,13.3,-,14.3,14.5,-,14.8,1018.2,1012.1,0.3,3.78
40750,20180513,78,3.4,77,11.8,163,0.6,12.8,11.0,79.0,13.2,10.1,8.7,-,11.5,12.5,-,14.8,1014.5,1008.5,0.0,2.56
40750,20180514,35,0.7,245,7.7,147,0.0,11.9,11.7,97.0,13.6,10.7,10.5,-,12.5,13.1,-,14.9,1017.8,1011.7,0.2,4.08
40750,20180515,0,0.0,4,4.6,123,1.6,10.3,10.3,100.0,16.7,8.8,6.5,-,12.2,13.0,-,14.8,1014.4,1008.3,0.4,3.42
40750,20180516,53,3.7,322,17.5,230,7.8,16.1,15.4,92.0,19.1,10.2,9.3,-,14.1,14.1,-,14.8,1001.9,996.0,0.8,3.99
40750,20180517,163,1.4,322,9.3,215,0.0,9.8,9.0,90.0,13.8,3.6,1.6,-,10.6,12.3,-,14.8,1006.9,1000.8,7.0,8.62
40750,20180518,9,2.4,317,13.4,456,8.8,13.3,11.6,80.0,15.3,3.3,-1.0,-,10.3,11.4,-,14.8,1011.1,1005.1,0.3,2.54
40750,20180519,318,6.9,340,18.5,297,0.0,15.0,13.3,82.0,15.7,12.9,11.6,-,12.9,12.9,-,14.8,1005.5,999.6,1.7,4.18
40750,20180520,338,3.2,340,19.0,652,21.8,13.2,10.9,74.0,15.3,6.9,1.0,-,11.0,11.9,-,14.7,1007.8,1001.8,5.2,7.56
40750,20180521,328,9.0,1,20.1,394,0.0,13.6,10.5,66.0,16.4,11.7,10.2,-,11.8,12.6,-,14.6,1000.4,994.5,6.8,8.89
40750,20180522,315,3.9,340,20.1,521,23.0,12.2,9.1,64.0,15.4,10.4,8.0,-,10.0,11.5,-,14.6,1002.3,996.3,1.7,5.17
40750,20180523,180,0.6,331,13.4,144,3.8,7.1,6.6,92.0,12.9,6.6,4.5,-,10.0,11.7,-,14.5,989.9,983.9,3.2,5.41
40750,20180524,51,2.1,327,18.5,548,1.0,8.7,7.2,80.0,14.5,-1.2,-3.7,-,6.5,9.1,-,14.5,999.4,993.4,3.0,4.65
40750,20180525,278,3.1,287,13.4,170,6.6,10.0,7.0,62.0,12.5,8.7,8.0,-,9.3,10.6,-,14.3,996.0,990.0,5.2,7.50
40750,20180526,56,0.5,245,7.7,121,0.4,6.2,6.0,97.0,11.5,2.1,-0.9,-,8.4,10.0,-,14.2,1011.2,1005.0,5.8,7.19
40750,20180527,256,2.1,221,14.9,379,16.0,7.9,7.2,90.0,10.3,-0.5,-3.0,-,7.6,9.0,-,14.1,1007.7,1001.6,3.1,4.56
40750,20180528,199,2.7,205,18.5,257,6.4,5.0,3.9,82.0,8.7,2.1,1.2,-,6.8,8.8,-,14.0,1016.6,1010.4,1.2,3.57
40750,20180529,38,0.5,224,7.2,99,0.2,5.2,5.1,98.0,9.5,3.6,2.4,-,7.3,8.8,-,13.7,1023.1,1016.8,2.3,5.24
40750,20180530,148,0.1,250,5.7,77,0.0,5.4,5.2,96.0,9.5,4.3,4.4,-,8.3,9.6,-,13.6,1023.2,1016.9,0.5,4.59
40750,20180531,268,0.1,260,5.1,78,0.2,6.7,6.4,96.0,9.4,5.3,6.2,-,9.1,10.1,-,13.5,1022.3,1016.1,0.1,3.09
40750,20180601,195,0.5,150,6.2,72,0.0,5.2,5.1,99.0,12.2,3.8,0.3,-,8.6,9.8,-,13.4,1025.4,1019.1,5.1,6.58
40750,20180602,44,0.8,77,8.8,214,0.0,3.1,3.1,100.0,13.6,1.0,-0.2,-,7.7,9.5,-,13.3,1027.7,1021.4,7.9,8.64
40750,20180603,59,2.4,77,9.8,369,0.8,11.0,9.3,79.0,13.0,1.4,-1.1,-,8.3,9.3,-,13.3,1019.3,1013.2,0.0,3.21
40750,20180604,77,5.1,62,13.9,211,0.6,12.9,10.7,75.0,14.7,10.9,10.4,-,10.7,11.0,-,13.2,1007.1,1001.1,0.8,3.93
40750,20180605,255,2.0,207,7.7,200,0.6,10.6,10.1,93.0,13.0,10.4,10.7,-,11.4,11.7,-,13.2,1001.7,995.7,3.5,5.16
40750,20180606,232,2.8,204,14.9,213,9.6,5.4,4.9,92.0,6.7,4.1,-0.4,-,8.6,10.2,-,13.2,1010.8,1004.6,0.0,2.72
40750,20180607,59,1.0,187,16.0,264,11.4,4.2,4.0,96.0,10.2,2.4,1.7,-,6.9,8.6,-,13.2,1016.4,1010.2,0.0,1.14
40750,20180608,267,1.4,197,8.2,138,0.0,8.5,7.3,83.0,10.7,4.2,5.6,-,8.5,9.4,-,13.0,1026.6,1020.4,0.9,4.04
40750,20180609,29,3.3,18,11.8,313,0.2,10.2,8.6,80.0,12.9,-2.2,-5.3,-,7.1,8.0,-,12.9,1025.8,1019.6,2.1,4.87
40750,20180610,49,2.8,3,6.7,122,0.0,10.6,9.4,85.0,14.4,9.5,7.4,-,9.7,10.4,-,12.8,1024.0,1017.9,5.9,6.08
40750,20180611,157,2.1,147,13.4,301,22.0,12.2,10.4,78.0,13.0,0.6,-2.1,-,7.9,8.9,-,12.8,1023.5,1017.4,0.0,2.35
40750,20180612,152,4.3,146,17.0,284,62.8,11.8,10.4,83.0,14.6,10.3,10.0,-,10.6,10.8,-,12.7,1016.5,1010.4,0.0,2.34
40750,20180613,248,1.4,145,10.3,251,9.8,11.9,11.8,99.0,12.4,11.2,10.9,-,11.8,11.9,-,12.6,1004.2,998.2,0.0,2.30
40750,20180614,120,0.5,269,4.1,51,0.0,9.3,9.2,99.0,14.7,8.3,7.3,-,10.6,11.3,-,12.5,1013.2,1007.1,1.1,4.06
