Date,Daily Average CO (mg/m3),Daily Average NO (ug/m3),Daily Average NO2 (ug/m3),Daily Average SO2 (ug/m3),Daily Average PM2.5 (ug/m3),Daily Average PM10 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2020-01-11,0.20313045000000002,45.9252167,24.1317387,2.0134783,4.5916667,21.9791667,59,4.0,317,11.3,273,0.0,16.1,14.4,82.0,28.1,13.9,-,-,-,-,-,-,1011.9,1011.2,-,14.98,4266.464673913043,245.703125
2020-01-12,0.2046522,22.0478268,16.8365211,2.3869565,2.1791667,13.7916667,74,2.7,316,13.4,348,0.0,24.0,17.4,49.0,31.9,16.0,-,-,-,-,-,-,1003.8,1003.1,-,24.82,5095.464673913043,479.221875
2020-01-13,0.2088478,75.4117355,30.9691296,2.316087,4.7,16.8875,18,1.2,241,9.8,206,0.0,15.8,11.8,59.0,19.4,12.7,-,-,-,-,-,-,1018.2,1017.5,-,21.01,5268.78835978836,499.25454545454545
2020-01-14,0.22597825000000002,80.2178268,32.1621742,2.2952173,4.8791667,15.7,34,1.7,52,8.8,209,0.0,14.3,10.6,60.0,19.3,8.6,-,-,-,-,-,-,1027.2,1026.5,-,28.90,5511.644549763033,531.5729729729729
2020-01-15,0.22073915,76.52565,33.8873901,2.3269565,5.3041667,16.2833333,252,0.9,57,7.2,173,0.0,15.0,11.6,64.0,18.9,7.6,-,-,-,-,-,-,1025.4,1024.7,-,25.29,5901.0,550.1452513966481
2020-01-16,0.1991087,70.8569565,28.619566,1.9408696,3.75,11.7833333,22,1.7,48,11.8,355,0.0,14.5,11.2,65.0,18.5,7.9,-,-,-,-,-,-,1025.4,1024.7,-,29.65,6058.094527363184,538.5141242937854
2020-01-17,0.185087,63.8934784,23.5621738,1.6760869,1.8875,9.45,27,3.0,53,11.8,373,0.0,15.6,12.5,68.0,19.6,12.9,-,-,-,-,-,-,1023.2,1022.5,-,27.66,4986.425641025641,295.71098265895955
2020-01-18,0.15530435,34.362175,19.137392,2.2878261,3.05,11.6375,35,3.9,54,11.8,268,0.0,15.7,11.9,61.0,19.8,13.9,-,-,-,-,-,-,1021.2,1020.5,-,29.76,4784.0641025641025,275.2456647398844
2020-01-19,0.13577224999999998,27.5152378,14.2533331,2.3052175,1.0291667,8.475,11,1.5,65,8.2,218,0.0,15.8,13.0,71.0,21.0,11.3,-,-,-,-,-,-,1020.2,1019.5,-,28.92,5606.65228426396,547.8757225433526
2020-01-20,0.16508695,45.5321732,20.3469563,2.3121738,0.9125,4.6458333,5,1.3,34,8.8,215,0.0,15.4,14.3,88.0,21.3,13.7,-,-,-,-,-,-,1018.7,1018.0,-,24.09,6297.952095808383,610.1879194630873
2020-01-21,0.16491304999999998,45.4614296,15.9961901,3.3413043,2.5125,9.4083333,38,2.1,80,10.3,320,0.0,17.9,15.9,80.0,22.3,15.2,-,-,-,-,-,-,1017.3,1016.6,-,22.41,6337.965408805031,621.7587412587412
2020-01-22,0.2227174,68.3882599,31.0669575,2.7869565,6.4916667,20.5375,59,2.8,58,8.2,149,0.0,17.4,15.7,83.0,23.5,16.6,-,-,-,-,-,-,1013.2,1012.5,-,18.82,6361.75796178344,600.9574468085107
2020-01-23,0.1313636,35.9565201,27.1499996,3.1209524,8.5291667,27.9833333,231,1.5,222,12.4,273,0.0,23.5,17.3,51.0,27.4,13.6,-,-,-,-,-,-,1012.3,1011.6,-,25.66,6672.969135802469,599.4137931034483
2020-01-24,0.19273910000000002,57.0456505,31.9026089,2.5582609,4.275,12.8458333,48,3.4,52,11.3,361,0.0,18.3,15.4,72.0,21.8,14.6,-,-,-,-,-,-,1017.0,1016.3,-,28.34,5303.634146341464,323.1700680272109
2020-01-25,0.19902175,29.2786961,21.3795643,1.9247826,7.7625,19.6375,38,2.6,230,11.8,294,0.0,17.7,16.2,85.0,27.8,16.2,-,-,-,-,-,-,1012.6,1011.9,-,17.58,5019.820121951219,287.28231292517006
2020-01-26,0.1569565,15.5865221,14.4952173,1.8182609,4.7166667,11.3375,210,2.6,192,9.3,249,0.0,17.3,15.5,82.0,24.1,15.9,-,-,-,-,-,-,1018.8,1018.1,-,26.57,6016.746951219512,582.6632653061224
2020-01-27,0.25337945,67.9294739,41.3257904,2.4291303,5.7708333,15.4590909,235,2.7,229,9.8,238,0.0,17.8,16.6,88.0,27.4,16.4,-,-,-,-,-,-,1012.7,1012.0,-,17.24,6257.208860759493,574.4265734265734
2020-01-28,0.1735435,19.054348,15.6830435,1.3556522,3.8083333,11.325,220,4.1,199,9.3,320,0.2,18.4,16.3,80.0,25.7,15.7,-,-,-,-,-,-,1014.3,1013.6,-,22.57,6378.89375,593.048275862069
2020-01-29,0.19028145,40.7226105,30.1721745,2.5691304,5.1291667,19.1409091,68,1.9,220,13.4,244,0.0,17.1,16.4,93.0,29.4,16.3,-,-,-,-,-,-,1006.7,1006.0,-,17.67,6597.146103896104,604.4208633093525
2020-01-30,0.18073715,41.8779984,25.4659996,2.6969566,7.5833333,28.2727273,9,2.2,74,12.4,338,0.0,15.9,13.3,73.0,24.9,14.2,-,-,-,-,-,-,1010.3,1009.6,-,22.11,6975.687943262411,607.2519685039371
2020-01-31,0.16469240000000002,36.8457146,20.1690483,2.366087,10.6541667,40.5625,281,2.9,247,13.4,326,0.0,20.9,15.3,52.0,22.4,14.8,-,-,-,-,-,-,1006.9,1006.2,-,23.27,5406.810218978102,305.7967479674797
2020-02-01,0.16954349999999999,30.2430439,18.742609,1.9665217,11.7666667,33.5708333,62,4.3,59,13.4,295,0.0,16.6,13.6,70.0,28.2,14.8,-,-,-,-,-,-,1016.6,1015.9,-,14.16,5098.091240875912,272.3373983739837
2020-02-02,0.17613045,20.2673912,19.7343483,2.2726088,5.0833333,19.0125,295,5.3,307,12.4,328,0.0,28.2,18.4,35.0,36.4,16.5,-,-,-,-,-,-,1001.8,1001.1,-,23.35,6551.84074074074,573.1694214876034
2020-02-03,0.17297825,40.1385002,25.3575001,1.8847826,3.3041667,21.1541667,349,2.3,309,16.0,292,0.0,26.2,17.6,39.0,30.0,19.1,-,-,-,-,-,-,1002.4,1001.7,-,4.74,6689.181481481482,593.2768595041322
2020-02-04,0.1704348,27.7486954,15.7760868,2.9260869,4.2333333,18.6166667,350,5.8,213,17.0,423,6.2,28.9,19.5,38.0,30.8,20.6,-,-,-,-,-,-,994.6,993.9,-,18.49,7026.379562043796,618.0731707317074
2020-02-05,0.14536955,40.4752159,20.3569565,1.5465218,2.9875,11.5083333,255,2.6,234,13.9,212,0.2,11.0,10.5,94.0,17.0,10.0,-,-,-,-,-,-,1013.5,1012.8,-,14.02,4973.73381294964,326.1138211382114
2020-02-06,0.14341305,23.7730427,16.9543476,2.7313044,4.1291667,14.1583333,274,0.4,186,7.7,147,0.4,16.8,13.0,62.0,25.2,9.8,-,-,-,-,-,-,1016.5,1015.8,-,19.43,6170.221804511279,510.47391304347826
2020-02-07,0.1496739,48.3247833,19.8134785,2.3043478,3.2166667,11.9083333,79,0.8,53,10.8,306,0.0,13.6,12.2,84.0,19.2,11.3,-,-,-,-,-,-,1027.6,1026.9,-,21.11,4969.124060150376,283.9086956521739
2020-02-08,0.09165215,11.5556526,9.8734779,2.1700001,3.5291667,14.1041667,233,3.3,207,12.9,212,0.4,15.7,14.5,87.0,19.0,11.0,-,-,-,-,-,-,1015.9,1015.2,-,13.42,5167.642857142857,292.6217391304348
2020-02-09,0.12321739999999999,15.9686956,13.4339132,2.4534783,2.7458333,8.4625,232,1.3,195,10.8,179,0.0,12.6,9.8,68.0,23.4,5.4,-,-,-,-,-,-,1020.7,1020.0,-,27.84,6273.248148148148,565.1581196581196
2020-02-10,0.17726085000000003,43.0882607,21.4982605,2.9047825,5.1583333,17.7083333,245,1.3,20,8.2,175,0.0,15.1,12.0,67.0,23.3,8.7,-,-,-,-,-,-,1021.6,1020.9,-,27.05,6421.581481481481,592.8162393162393
2020-02-11,0.15897825,29.4486961,20.5952168,2.9604347,8.9125,26.1708333,228,2.6,212,9.8,185,0.0,14.9,14.0,90.0,25.2,10.5,-,-,-,-,-,-,1018.4,1017.7,-,27.16,6114.482638888889,568.5277777777778
2020-02-12,0.1927826,41.1273918,24.6269569,2.3617392,15.4041667,28.8125,57,2.7,73,10.8,321,0.0,15.3,13.1,77.0,20.0,12.8,-,-,-,-,-,-,1020.1,1019.4,-,20.93,6308.453947368421,571.6590909090909
2020-02-13,0.0673913,29.3934784,24.8795643,1.9304348,7.2041667,20.6083333,230,3.7,257,7.7,198,0.0,16.4,14.9,84.0,25.3,15.0,-,-,-,-,-,-,1016.1,1015.4,-,20.80,6553.6558441558445,568.3712121212121
2020-02-14,0.17873914999999999,46.9282608,22.5499992,2.2513044,2.7958333,10.7875,39,2.2,63,8.8,297,0.4,12.8,12.2,93.0,15.8,12.4,-,-,-,-,-,-,1024.3,1023.6,-,7.03,5037.061688311688,278.68560606060606
2020-02-15,0.1402609,26.2995644,15.007391,2.1252174,5.1458333,19.95,38,3.4,75,12.9,331,0.0,15.6,14.9,92.0,21.2,12.7,-,-,-,-,-,-,1022.7,1022.0,-,11.84,4724.448051948052,250.6969696969697
