Date,Daily Average CO (mg/m3),Daily Average NO (ug/m3),Daily Average NO2 (ug/m3),Daily Average SO2 (ug/m3),Daily Average PM2.5 (ug/m3),Daily Average PM10 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2020-09-20,0.09288295,17.8532372,18.904604,1.1107194,4.2458333,13.4958333,64,4.1,75,9.3,218,0.0,12.1,9.7,71.0,14.9,6.4,-,-,-,-,-,-,1027.1,1026.4,-,17.87,4760.25,548.5705882352942
2020-09-21,0.2815496,47.5233803,32.7266197,1.9350359,8.7791667,22.8583333,342,0.8,66,6.7,118,0.0,12.6,11.3,84.0,20.0,3.7,-,-,-,-,-,-,1022.9,1022.2,-,18.72,4908.896226415094,563.8235294117648
2020-09-22,0.3268007,49.4079132,34.4560432,3.6615503,8.5541667,32.8125,51,0.8,258,9.8,200,0.0,15.5,9.9,44.0,23.2,1.9,-,-,-,-,-,-,1013.5,1012.8,-,15.97,5102.278301886792,584.3882352941176
2020-09-23,0.1541631,32.8582001,28.9654675,3.5038848,3.6541667,19.425,97,1.7,32,10.8,251,0.0,18.3,13.0,51.0,26.7,14.5,-,-,-,-,-,-,1000.7,1000.0,-,15.24,5265.289351851852,594.8419540229885
2020-09-24,0.14133335,29.3838844,24.3776264,1.7252518,5.2125,17.35,61,1.9,301,11.8,302,0.0,14.9,11.3,62.0,22.9,7.7,-,-,-,-,-,-,1001.4,1000.7,-,19.43,5718.951388888889,606.2097701149426
2020-09-25,0.18667375,34.4721565,30.2859707,2.2809353,4.4208333,17.4875,356,2.4,33,8.8,189,0.0,17.2,10.9,41.0,21.8,9.0,-,-,-,-,-,-,1001.3,1000.6,-,19.37,4738.1138613861385,300.1941176470588
2020-09-26,0.2057766,35.3034515,29.6615829,1.5232375,3.625,12.7708333,10,3.3,18,10.8,355,0.0,16.4,10.0,38.0,22.1,6.0,-,-,-,-,-,-,1009.4,1008.7,-,16.18,4389.241134751773,194.7244094488189
2020-09-27,0.09839715,11.1574821,12.2408628,1.938777,1.5583333,10.4458333,13,4.5,262,18.5,365,0.0,13.8,10.1,60.0,22.4,12.2,-,-,-,-,-,-,983.3,982.6,-,19.26,5646.555194805195,489.38928571428573
2020-09-28,0.15272695,24.5969791,25.0913677,2.2295682,3.3625,14.2583333,22,1.5,244,17.5,266,0.2,9.9,4.8,37.0,16.2,5.2,-,-,-,-,-,-,991.0,990.3,-,18.35,5795.528846153846,518.9107142857143
2020-09-29,0.14408864999999998,17.0391369,23.0999279,1.4533813,4.425,12.9541667,219,2.4,174,18.0,302,0.0,5.2,1.9,50.0,11.0,-0.7,-,-,-,-,-,-,997.2,996.5,-,19.89,5963.334375,546.5950704225352
2020-09-30,0.24610284999999998,36.4544601,34.1822319,1.9974821,5.5,15.9916667,231,1.4,239,12.4,157,0.0,5.6,1.9,44.0,15.3,-2.4,-,-,-,-,-,-,1014.7,1014.0,-,19.38,6136.280864197531,576.1493055555555
2020-10-01,0.2508475,48.1328773,33.3605766,2.1523023,6.3625,21.2041667,353,1.0,27,9.8,246,0.0,8.6,5.5,59.0,15.5,1.2,-,-,-,-,-,-,1024.0,1023.3,-,20.30,6429.780864197531,572.5034722222222
2020-10-02,0.2276773,44.9029503,34.1321564,2.1164029,4.8166667,23.8416667,50,1.6,299,10.8,172,0.0,12.4,9.2,63.0,21.7,5.7,-,-,-,-,-,-,1022.1,1021.4,-,21.22,5111.222222222223,272.56944444444446
2020-10-03,0.1937411,25.3070507,26.9019432,2.0224462,4.0826087,16.475,349,1.9,329,11.8,272,0.0,13.0,9.2,57.0,26.5,9.3,-,-,-,-,-,-,1018.6,1017.9,-,16.55,4706.608024691358,241.82986111111111
2020-10-04,0.11953195,14.824748,15.9783449,1.1517266,4.975,18.375,316,3.3,56,12.4,273,0.0,19.4,12.1,37.0,27.7,13.0,-,-,-,-,-,-,1019.1,1018.4,-,18.11,5696.016556291391,540.7631578947369
2020-10-05,0.21579435,46.946331,41.2423744,1.7307913,6.4875,28.6625,43,1.1,318,8.2,227,0.0,16.3,12.0,57.0,26.3,8.9,-,-,-,-,-,-,1020.0,1019.3,-,13.61,5849.1510067114095,549.8383458646616
2020-10-06,0.13120215,27.6733818,24.3814392,1.5711511,4.975,24.3083333,329,2.9,189,14.4,273,0.0,18.7,11.0,32.0,20.1,15.9,-,-,-,-,-,-,1006.8,1006.1,-,16.06,6009.329032258064,558.6058394160584
2020-10-07,0.10941135,28.2684174,25.0851078,1.3580575,4.475,17.2874999,49,2.3,204,11.3,223,1.0,11.6,9.0,69.0,20.0,7.8,-,-,-,-,-,-,1009.3,1008.6,-,19.69,5886.943396226415,547.7226277372263
2020-10-08,0.18310995,45.1307907,37.2736702,0.8773381,3.7333334,10.175,223,1.1,71,6.7,138,0.0,8.4,5.7,63.0,11.1,5.8,-,-,-,-,-,-,1024.0,1023.3,-,8.81,6174.044025157233,541.2116788321168
2020-10-09,0.1670461,39.384243,30.5819416,0.8474101,2.825,9.9749999,18,1.0,58,10.8,341,0.0,8.1,5.4,63.0,13.5,3.4,-,-,-,-,-,-,1033.2,1032.4,-,20.64,4770.182389937107,262.46715328467155
2020-10-10,0.15681915,32.9035988,24.4139576,0.7700719,4.7458334,16.5208335,50,3.2,29,8.8,292,0.0,11.1,9.2,77.0,14.8,6.4,-,-,-,-,-,-,1031.1,1030.4,-,11.70,4245.666666666667,236.4963503649635
2020-10-11,0.1192234,20.2875538,18.0157547,1.0145323,4.4,18.8916667,53,3.4,44,11.8,245,0.0,14.3,10.5,59.0,24.6,10.9,-,-,-,-,-,-,1017.6,1016.9,-,11.22,5587.203592814371,527.351724137931
2020-10-12,0.1810319,39.3064766,28.2156124,1.9966906,4.4833334,20.4666667,77,0.7,43,11.8,202,0.6,14.2,10.8,63.0,23.0,10.6,-,-,-,-,-,-,1016.8,1016.1,-,16.15,5764.895209580838,537.6586206896552
2020-10-13,0.13310280000000002,24.9310799,23.9026623,1.4291729,6.1875,15.1291666,237,2.3,44,8.2,234,0.0,11.4,10.6,90.0,20.0,10.4,-,-,-,-,-,-,1018.8,1018.1,-,20.73,5837.748427672956,552.2919708029198
2020-10-14,0.10547005,18.0265408,23.0587215,1.3129497,4.3958334,20.6083335,195,4.0,133,13.4,234,1.2,11.1,7.1,52.0,12.9,9.8,-,-,-,-,-,-,1017.2,1016.5,-,8.15,6239.38198757764,568.2801418439716
2020-10-15,0.1672766,32.3587036,29.027914,0.6706475,4.1416667,11.5333334,233,3.8,239,8.8,240,0.0,6.5,4.5,71.0,11.9,3.8,-,-,-,-,-,-,1030.8,1030.0,-,12.53,6504.017543859649,574.4966887417219
2020-10-16,0.20358199999999999,36.8930206,32.3653221,1.13,7.4125,24.9291666,30,6.9,57,14.4,350,0.0,9.0,5.0,48.0,14.6,2.4,-,-,-,-,-,-,1018.9,1018.2,-,20.91,5040.271929824561,255.69205298013244
2020-10-17,0.11264895,21.1360435,19.6244602,0.9593284,4.1291667,15.9666666,214,2.6,206,11.8,252,0.0,10.0,7.8,72.0,15.0,8.8,-,-,-,-,-,-,1019.9,1019.2,-,14.74,4551.891812865497,217.81788079470198
2020-10-18,0.11989715000000001,17.7331657,17.8338852,1.1353238,5.0541666,15.9125,115,1.6,29,6.7,147,0.0,12.2,10.1,75.0,19.2,8.6,-,-,-,-,-,-,1014.3,1013.6,-,23.99,5783.754601226994,556.1048951048951
2020-10-19,0.14203545,30.5841732,25.1405029,1.7030597,5.3416666,20.1791666,86,1.0,216,14.9,251,0.0,13.2,11.3,78.0,26.0,9.1,-,-,-,-,-,-,1003.8,1003.1,-,17.47,5918.371165644172,585.0454545454545
2020-10-20,0.13071985,32.5030212,24.1912956,1.3411511,3.0625,13.2416666,62,2.8,75,10.3,340,0.0,13.2,10.9,74.0,16.2,6.3,-,-,-,-,-,-,1011.3,1010.6,-,20.58,6149.582822085889,599.5524475524476
2020-10-21,0.17067374999999999,44.4598579,30.6448917,1.1582733,3.6291667,13.6875,20,2.1,64,8.2,179,0.0,13.0,10.7,74.0,17.8,10.2,-,-,-,-,-,-,1018.3,1017.6,-,24.07,6241.629032258064,631.3962962962963
2020-10-22,0.16208155,34.9081306,27.7558994,1.1041727,5.175,13.1833334,160,1.6,55,8.2,226,0.0,10.5,9.5,87.0,17.1,7.8,-,-,-,-,-,-,1021.9,1021.2,-,21.95,6649.44055944056,628.808
2020-10-23,0.15751415,38.5903587,26.6941013,1.0247482,4.525,14.8041667,17,1.6,70,8.8,238,0.0,13.7,11.2,72.0,17.7,10.1,-,-,-,-,-,-,1022.5,1021.8,-,22.49,5200.556737588652,290.716
2020-10-24,0.1698156,26.8530216,25.4097843,1.9748508,4.975,13.6625,296,1.0,38,8.2,173,0.0,14.4,11.8,72.0,24.2,8.5,-,-,-,-,-,-,1021.0,1020.3,-,26.10,4582.602836879432,223.36
2020-10-25,0.16458865,20.2839565,20.1602879,2.0476978,3.3958333,13.0249999,73,0.9,240,13.4,305,0.0,17.2,13.3,62.0,29.8,9.0,-,-,-,-,-,-,1013.2,1012.5,-,15.62,4059.836956521739,298.8780487804878
2020-10-26,0.09732270000000001,13.682806,14.6493521,1.086259,2.3,8.9666667,226,3.7,212,13.4,187,12.2,11.1,10.4,91.0,13.7,11.1,-,-,-,-,-,-,1018.4,1017.7,-,5.57,5984.54609929078,538.8
2020-10-27,0.1726915,30.8603592,25.0106468,0.9292481,3.1458333,10.5624999,182,0.9,196,6.2,120,0.0,8.5,8.3,97.0,13.3,7.8,-,-,-,-,-,-,1027.5,1026.8,-,8.73,6196.276595744681,582.912
2020-10-28,0.1858794,44.4343872,29.8674812,1.0138129,3.8125,12.5208334,61,2.4,62,8.8,249,1.6,10.9,9.1,77.0,15.6,6.3,-,-,-,-,-,-,1032.0,1031.3,-,22.61,6163.093525179856,576.8211382113822
2020-10-29,0.17211349999999997,45.6390648,26.1102161,1.0332375,4.0958333,11.5500001,64,1.6,69,8.2,310,0.2,12.0,11.3,91.0,13.8,10.8,-,-,-,-,-,-,1025.7,1025.0,-,7.37,6349.993006993007,568.144
2020-10-30,0.19703545,39.9758263,24.4384174,1.5991367,3.2083333,10.9333334,59,3.9,64,8.8,206,0.0,13.2,12.7,94.0,23.6,11.7,-,-,-,-,-,-,1017.9,1017.2,-,20.10,5015.758620689655,273.251968503937
2020-10-31,0.16920215,24.7625904,23.0286331,1.9720144,2.4666667,15.0,16,3.1,204,15.4,300,0.2,19.4,13.8,50.0,28.2,12.3,-,-,-,-,-,-,1005.1,1004.4,-,16.31,4453.22027972028,228.7
2020-11-01,0.10048584999999999,16.2548199,15.108489,1.271367,2.9125,11.9791665,49,2.8,45,10.3,315,0.0,14.2,11.5,70.0,17.4,7.7,-,-,-,-,-,-,1014.9,1014.2,-,25.26,5635.6308724832215,535.8854961832061
2020-11-02,0.14971985000000002,42.2258987,26.0990639,0.9528777,3.7583333,15.15,327,1.1,237,9.3,217,0.0,12.8,10.1,69.0,16.8,11.4,-,-,-,-,-,-,1025.8,1025.1,-,12.98,5638.0920245398775,563.8041958041958
2020-11-03,0.153039,38.4471207,24.5601444,0.8617986,3.3130435,11.25,30,4.2,56,11.3,257,0.4,12.2,9.9,73.0,15.9,10.5,-,-,-,-,-,-,1028.3,1027.6,-,7.85,5859.997005988024,573.3163265306123
2020-11-04,0.19520925,45.8249626,27.5979862,1.6153957,3.4208333,12.7166666,30,1.5,50,7.7,235,0.0,15.6,13.1,74.0,24.9,9.2,-,-,-,-,-,-,1020.3,1019.6,-,26.80,5941.435294117647,559.6066666666667
2020-11-05,0.17071985,49.4223022,28.4965477,1.8294245,2.6083333,16.1833333,7,3.5,220,11.8,349,0.0,24.8,16.5,39.0,29.8,15.7,-,-,-,-,-,-,1007.2,1006.5,-,20.68,6123.676470588235,537.5
2020-11-06,0.1177092,24.9470501,19.7810078,1.3084173,3.825,12.9666666,208,3.4,225,12.4,289,0.0,12.5,11.3,86.0,17.4,12.2,-,-,-,-,-,-,1008.7,1008.0,-,9.60,4960.684523809524,259.63513513513516
2020-11-07,0.17144325,28.35849,21.0197124,1.5633093,4.6666667,13.8708334,61,3.2,64,8.2,290,27.8,14.0,12.5,83.0,18.3,11.6,-,-,-,-,-,-,1004.9,1004.2,-,8.75,3820.2559523809523,182.0608108108108
2020-11-08,0.0851454,9.0805759,9.6638851,1.2138849,3.4041667,10.1208334,216,7.1,197,18.0,251,8.4,7.7,7.2,92.0,13.3,7.6,-,-,-,-,-,-,1004.5,1003.8,-,10.67,5566.02743902439,525.4131944444445
2020-11-09,0.12303544999999999,23.2476978,18.5083447,0.9735971,2.4,13.1291666,206,2.2,189,8.8,210,0.0,10.2,8.0,72.0,17.0,3.8,-,-,-,-,-,-,1020.1,1019.4,-,16.02,5746.513157894737,540.7014925373135
2020-11-10,0.1799539,44.405323,27.0656834,0.9248201,1.8791667,8.5,198,1.4,95,4.6,127,0.0,11.2,9.0,73.0,14.4,7.8,-,-,-,-,-,-,1022.4,1021.7,-,8.84,6138.85472972973,607.373076923077
2020-11-11,0.1560319,38.2617264,27.297266,1.0952518,3.1291667,11.6,146,1.5,127,7.7,140,0.0,12.1,9.0,64.0,17.4,8.8,-,-,-,-,-,-,1017.4,1016.7,-,23.98,6603.820689655173,654.3385826771654
2020-11-12,0.21487589999999998,53.1046753,30.2415104,1.5923022,4.575,16.8083334,52,1.9,62,8.2,242,0.0,13.6,10.8,69.0,18.6,4.8,-,-,-,-,-,-,1016.2,1015.5,-,28.32,5138.078014184397,359.632
2020-11-13,0.15576595000000001,28.3757553,20.1902161,1.4813669,5.7458333,17.8458335,41,1.7,48,7.2,185,0.0,17.8,14.6,69.0,25.8,12.2,-,-,-,-,-,-,1015.5,1014.8,-,29.14,5039.49645390071,252.728
2020-11-14,0.13510285,25.8176975,25.5499287,1.4279137,2.5958333,11.15,198,2.1,52,8.8,162,0.0,20.3,12.4,34.0,28.2,12.0,-,-,-,-,-,-,1010.9,1010.2,-,29.81,5027.7163120567375,297.088
2020-11-15,0.11857445,18.1539574,17.5390644,1.540072,2.7708334,8.1083333,216,2.0,86,8.8,255,0.0,20.5,13.4,40.0,26.7,9.8,-,-,-,-,-,-,1011.7,1011.0,-,29.77,6088.831034482759,583.6954887218045
2020-11-16,0.0983156,21.0988483,16.3954678,1.5951799,3.7458333,20.5958331,347,2.6,216,14.4,307,0.0,21.8,14.7,42.0,28.8,15.4,-,-,-,-,-,-,1005.0,1004.3,-,27.97,6035.671875,599.1866197183099
2020-11-17,0.16363475,38.3274803,23.9130936,2.222446,3.0041667,12.3916666,63,4.1,328,13.4,260,0.0,16.1,13.3,71.0,27.0,12.8,-,-,-,-,-,-,1004.7,1004.0,-,15.06,5837.644117647059,578.6833333333333
2020-11-18,0.08147515,15.7157555,16.027914,1.6177698,2.5791667,12.1374999,225,2.2,149,9.8,233,0.6,15.2,10.5,52.0,17.1,13.8,-,-,-,-,-,-,1007.0,1006.3,-,8.27,5832.380681818182,563.0320512820513
2020-11-19,0.0922766,16.8397121,16.4660435,0.947803,2.05,11.2875,193,3.0,168,9.3,175,0.0,12.8,9.6,63.0,17.3,9.7,-,-,-,-,-,-,1019.1,1018.4,-,20.71,6174.783333333334,569.6835443037975
2020-11-20,0.19258155000000002,52.1304321,29.965107,1.4853238,3.8333333,12.9166667,55,2.3,76,6.2,183,0.0,14.1,10.6,62.0,21.8,6.5,-,-,-,-,-,-,1018.2,1017.5,-,20.61,4863.057065217391,278.678125
2020-11-21,0.13593615,24.0417976,18.263382,1.8279856,4.3333333,30.9624998,330,3.6,250,21.6,422,0.4,18.6,10.9,32.0,27.4,10.7,-,-,-,-,-,-,1006.8,1006.1,-,18.72,4101.292105263158,223.77743902439025
2020-11-22,0.05920210000000001,8.2350359,6.7096405,1.0505755,3.5458333,13.0000001,210,6.5,204,17.0,297,1.2,11.8,8.3,59.0,15.0,9.4,-,-,-,-,-,-,1013.0,1012.3,-,15.64,5247.366492146597,523.7361963190184
2020-11-23,0.1659645,45.1956825,25.0181293,1.6514388,4.9333333,16.5833333,280,1.1,29,5.7,189,0.0,12.5,8.7,57.0,15.0,6.0,-,-,-,-,-,-,1016.1,1015.4,-,11.20,5530.484375,520.25
2020-11-24,0.11852684999999999,31.0157394,18.2683487,1.9422302,2.8208333,10.9583334,42,4.1,38,12.4,341,0.6,12.4,9.4,65.0,16.8,8.7,-,-,-,-,-,-,1012.2,1011.5,-,20.54,5745.466145833333,533.814024390244
2020-11-25,0.1356022,35.8698578,21.0494251,1.1406107,3.2333334,15.4958332,61,3.2,53,11.8,326,4.8,13.9,12.9,88.0,17.5,12.3,-,-,-,-,-,-,1013.4,1012.7,-,14.63,6051.086956521739,547.9871794871794
2020-11-26,0.1527092,42.8834534,23.7199993,0.9913669,1.3,5.6208333,51,3.1,68,9.3,246,0.0,13.7,13.3,95.0,18.3,11.9,-,-,-,-,-,-,1009.5,1008.8,-,15.75,6436.25,539.756329113924
2020-11-27,0.11231914999999999,25.5089931,19.7757549,1.0878417,2.8333333,11.5958333,32,2.0,204,15.4,312,8.6,16.4,14.6,81.0,23.8,12.1,-,-,-,-,-,-,999.5,998.8,-,17.57,5227.932065217391,272.71835443037975
2020-11-28,0.1300213,26.156044,27.5469074,0.8488489,4.5458333,15.5708335,214,1.8,71,11.3,239,0.0,12.4,9.0,61.0,16.9,7.0,-,-,-,-,-,-,1014.2,1013.5,-,24.51,4690.969780219781,230.7147435897436
2020-11-29,0.09849645,14.3470507,21.6989937,0.9876978,3.625,14.2625,224,2.7,171,10.8,292,0.0,16.1,13.8,76.0,20.7,8.0,-,-,-,-,-,-,1000.6,999.9,-,27.49,5666.846774193548,505.478125
2020-11-30,0.09251419999999999,19.6173878,15.5815668,1.4738235,3.7125,12.3666665,62,4.3,172,12.4,336,3.8,13.7,12.4,85.0,14.2,11.9,-,-,-,-,-,-,995.1,994.4,-,5.26,5646.727011494253,544.9290540540541
2020-12-01,0.09319859999999999,24.0708637,17.2751789,0.6789928,5.6416667,21.2208332,202,3.9,197,10.8,291,0.0,13.0,9.0,55.0,19.0,8.7,-,-,-,-,-,-,1017.9,1017.2,-,28.43,5660.084239130435,547.7533783783783
2020-12-02,0.14507095,40.8486328,25.3356838,1.3991367,6.1541666,28.3875,35,3.5,254,13.9,293,0.0,14.1,11.7,73.0,26.3,10.8,-,-,-,-,-,-,1012.7,1012.0,-,16.36,5780.75,557.7171052631579
2020-12-03,0.1036454,24.6236687,22.1917267,1.1560432,3.2913043,13.5000001,256,3.3,110,12.4,253,0.0,20.4,11.8,29.0,25.6,11.8,-,-,-,-,-,-,1005.1,1004.4,-,32.59,6021.369791666667,546.5921052631579
2020-12-04,0.19478014999999999,43.0020866,25.3819427,2.5143166,5.1708333,21.5749999,53,1.0,346,12.9,210,0.0,13.4,11.1,74.0,25.3,7.9,-,-,-,-,-,-,1006.6,1005.9,-,24.61,4637.806701030928,261.9448051948052
2020-12-05,0.1591773,27.9166183,23.702877,2.0790648,2.4625,11.7125,47,1.8,202,15.4,220,4.8,17.9,11.7,43.0,23.6,9.0,-,-,-,-,-,-,1000.6,999.9,-,19.54,4304.1752577319585,229.14285714285714
2020-12-06,0.11729435,21.9161148,17.0175533,0.9174101,4.325,12.1208334,38,1.3,59,11.8,335,0.0,14.8,11.9,69.0,23.2,7.4,-,-,-,-,-,-,1009.5,1008.8,-,18.73,5569.347457627118,543.6118881118881
2020-12-07,0.11134045000000001,21.4182014,19.4170494,1.4179137,4.3666667,17.0125001,63,2.4,272,13.9,324,0.0,23.1,16.4,47.0,30.2,13.4,-,-,-,-,-,-,997.8,997.1,-,30.97,5656.028571428571,568.2797202797203
2020-12-08,0.12685459999999998,23.7164745,24.1176987,2.6004317,4.975,21.8041664,76,3.4,278,14.4,262,0.0,20.9,14.9,49.0,28.1,16.1,-,-,-,-,-,-,998.3,997.6,-,17.75,6010.650306748466,592.68345323741
2020-12-09,0.17009575,40.2764015,30.9682007,1.7415671,6.3541667,17.175,28,1.1,50,8.2,228,0.0,14.7,12.4,75.0,24.3,12.6,-,-,-,-,-,-,1007.3,1006.6,-,21.91,6418.422360248447,595.6474820143885
2020-12-10,0.13614895000000002,23.208849,20.3533096,0.9033813,5.0833334,14.8374999,232,4.4,235,9.3,254,0.0,16.3,14.1,77.0,25.3,13.6,-,-,-,-,-,-,1006.3,1005.6,-,24.66,6718.414110429448,587.9755244755245
2020-12-11,0.11649645,22.1164742,15.8084173,1.5669065,4.3625,28.0708333,229,2.3,202,19.0,331,0.0,21.0,13.8,40.0,23.3,11.2,-,-,-,-,-,-,1000.0,999.3,-,27.86,5494.981818181818,295.4689655172414
2020-12-12,0.12390425000000001,21.5979137,15.1262589,1.2265468,5.5625,17.6416665,201,3.3,86,10.3,223,0.0,15.0,9.4,43.0,21.0,9.4,-,-,-,-,-,-,1013.9,1013.2,-,31.75,4889.915151515152,257.8689655172414
2020-12-13,0.07661705,6.230072,11.1382732,1.572518,7.5250001,25.0291664,174,3.0,149,11.3,253,0.0,15.1,11.4,61.0,18.8,9.4,-,-,-,-,-,-,1018.8,1018.1,-,26.19,6116.248407643312,577.8652482269504
2020-12-14,0.1194894,29.8076973,20.5140285,1.1534532,6.3541667,23.1125001,229,1.9,216,7.2,180,0.0,14.9,11.3,62.0,21.1,9.8,-,-,-,-,-,-,1026.1,1025.4,-,28.69,6215.913043478261,598.4137931034483
2020-12-15,0.1508313,41.9596939,24.8886261,1.6172662,5.5458333,19.0374999,45,2.7,52,8.8,303,0.0,17.5,14.1,67.0,24.2,8.3,-,-,-,-,-,-,1022.2,1021.5,-,33.12,6350.673913043478,599.6931034482759
2020-12-16,0.1191844,25.9541721,21.1594238,1.6597122,6.1,17.1416668,232,3.4,213,10.3,262,0.0,18.8,14.6,61.0,24.8,12.2,-,-,-,-,-,-,1014.6,1013.9,-,31.52,6311.384105960265,600.5390070921986
2020-12-17,0.13895035,36.6244621,17.9482021,1.2068346,3.95,13.0,228,3.7,235,9.3,297,0.0,15.4,13.7,82.0,20.6,14.4,-,-,-,-,-,-,1020.4,1019.7,-,7.33,6546.6551724137935,592.7956204379562
2020-12-18,0.15267334999999999,35.6478424,20.5064754,1.2127559,6.2916666,23.5375001,57,4.7,81,11.8,241,0.0,15.5,14.0,84.0,22.5,12.3,-,-,-,-,-,-,1017.7,1017.0,-,25.00,5397.265957446809,306.4398496240602
2020-12-19,0.17613475,27.2650356,24.4415112,1.7459712,5.5916666,20.5541667,79,1.1,264,10.8,202,0.0,22.5,15.1,41.0,33.1,11.6,-,-,-,-,-,-,1009.3,1008.6,-,24.14,4663.624113475177,238.21804511278197
2020-12-20,0.07385105,9.0394964,8.7499285,1.4058273,2.1083334,10.6708333,223,4.1,197,11.8,261,6.4,20.4,15.6,58.0,21.1,17.8,-,-,-,-,-,-,1015.9,1015.2,-,17.20,6028.851063829788,532.6616541353384
2020-12-21,0.13520564999999998,41.3643875,16.5328064,1.5928057,2.3833333,8.9083334,57,2.7,48,10.8,318,7.6,12.8,11.8,88.0,15.9,12.2,-,-,-,-,-,-,1021.3,1020.6,-,6.13,6472.7836879432625,565.8458646616541
2020-12-22,0.1679929,42.4891357,26.2984886,1.8828777,4.6125,14.4708334,80,2.4,99,7.7,189,0.0,15.9,15.0,90.0,24.4,12.7,-,-,-,-,-,-,1009.5,1008.8,-,26.79,6651.989361702128,522.7857142857143
2020-12-23,0.21437235,51.0292091,28.0691376,1.6366906,4.8708333,14.3125,26,1.7,60,6.2,173,8.0,17.4,15.9,85.0,22.5,14.8,-,-,-,-,-,-,1004.5,1003.8,-,8.99,5765.5,353.92857142857144
2020-12-24,0.13185815,22.8525906,17.4179134,1.383741,1.3666667,4.8458334,233,1.8,209,8.2,201,9.2,18.7,17.7,90.0,20.3,13.9,-,-,-,-,-,-,992.0,991.3,-,15.10,3895.5070921985816,88.9812030075188
2020-12-25,0.0652376,15.5913668,7.7625899,0.8548201,1.9125,6.9125,331,1.4,54,9.3,264,8.2,11.5,11.0,94.0,16.2,10.6,-,-,-,-,-,-,1009.0,1008.3,-,11.84,4172.159574468085,187.55263157894737
2020-12-26,0.06593615,10.871151,8.5385609,1.0057554,0.6541667,5.35,202,3.5,154,11.3,288,14.4,11.3,9.2,74.0,15.8,9.0,-,-,-,-,-,-,1012.9,1012.2,-,20.21,4151.117021276596,218.8233082706767
2020-12-27,0.0806596,10.2212954,9.5123024,1.3691367,2.2708333,7.15,227,2.9,196,9.8,202,1.0,8.8,8.4,94.0,15.8,7.6,-,-,-,-,-,-,1022.2,1021.5,-,17.12,4418.744680851064,245.17557251908397
2020-12-28,0.0993688,23.6670494,17.2881298,1.6617986,2.1041667,9.6375001,235,1.5,38,6.7,170,0.0,12.3,9.0,62.0,17.9,4.7,-,-,-,-,-,-,1022.0,1021.3,-,31.75,4766.599290780142,348.2328244274809
2020-12-29,0.10150355,28.0414391,15.3313665,1.7801439,2.3458333,10.9416667,35,1.5,39,9.8,338,0.0,13.2,10.3,67.0,18.1,5.8,-,-,-,-,-,-,1018.9,1018.2,-,32.11,4696.514184397163,372.53053435114504
2020-12-30,0.11856380000000001,31.2204323,12.3079138,1.392518,1.8166667,6.7875,46,4.3,47,10.3,254,0.0,14.6,11.8,70.0,18.3,12.6,-,-,-,-,-,-,1020.6,1019.9,-,14.19,4519.613475177305,302.3854961832061
2020-12-31,0.09815960000000001,25.4899998,11.4610796,1.1802877,3.6375,13.9291666,31,3.4,51,12.4,325,0.0,14.8,11.7,67.0,19.5,13.5,-,-,-,-,-,-,1024.2,1023.5,-,23.29,3553.8581560283687,146.40458015267177
2021-01-01,0.07124825,19.2657547,10.5297842,1.795108,5.3583333,18.3083333,23,1.3,5,10.3,289,1.6,17.4,14.5,71.0,20.5,14.6,-,-,-,-,-,-,1016.1,1015.4,-,23.62,3878.2340425531916,207.90076335877862
2021-01-02,0.12075885,27.5502872,14.9682016,1.3934532,3.575,14.6124999,40,2.3,78,8.2,170,1.8,15.5,15.0,95.0,17.7,15.2,-,-,-,-,-,-,1011.6,1010.9,-,6.10,4266.0283687943265,229.66412213740458
2021-01-03,0.12742555,24.1368351,14.0325899,1.3751799,2.5833333,11.5166668,58,0.8,35,7.2,203,0.2,14.6,14.3,97.0,24.1,14.2,-,-,-,-,-,-,1012.2,1011.5,-,22.09,4331.106382978724,264.36641221374043
2021-01-04,0.08830495,21.9769783,14.0831652,1.1205035,1.4666667,7.8,234,1.5,93,9.8,285,0.0,18.7,13.7,54.0,22.3,10.8,-,-,-,-,-,-,1018.1,1017.4,-,31.66,4846.673758865249,427.2748091603053
2021-01-05,0.1149539,36.9226608,16.2695675,0.9215108,3.5166667,11.1291667,58,3.0,50,8.8,250,0.2,17.3,14.9,76.0,19.2,14.8,-,-,-,-,-,-,1019.9,1019.2,-,11.35,4968.799401197605,464.66326530612247
2021-01-06,0.15191135,35.6914406,18.2994957,2.2423022,1.3666667,5.7833334,234,0.6,62,9.3,288,0.0,16.7,15.3,85.0,20.5,14.2,-,-,-,-,-,-,1017.4,1016.7,-,24.44,4859.061111111111,488.7743902439024
2021-01-07,0.1697801,23.9510078,13.7551794,,4.7041667,12.625,56,2.3,257,9.8,312,1.0,20.1,16.4,67.0,31.8,15.6,-,-,-,-,-,-,1003.8,1003.1,-,24.64,4889.2829670329675,458.94879518072287
