Date (NZST), Nitrogen Dioxide 24 hr Average (ug/m3) (ug/m3), Data quality code
23/10/2019 00:00:00, 7.782, 200
24/10/2019 00:00:00, 7.613, 200
25/10/2019 00:00:00, 10.829, 200
26/10/2019 00:00:00, 12.753, 200
27/10/2019 00:00:00, 10.658, 200
28/10/2019 00:00:00, 3.333, 200
29/10/2019 00:00:00, 3.218, 200
30/10/2019 00:00:00, 7.587, 200
31/10/2019 00:00:00, 11.199, 200
01/11/2019 00:00:00, 11.875, 200
02/11/2019 00:00:00, 10.911, 200
03/11/2019 00:00:00, 8.757, 200
04/11/2019 00:00:00, 5.546, 200
05/11/2019 00:00:00, 6.593, 200
06/11/2019 00:00:00, 7.73, 200
07/11/2019 00:00:00, 8.175, 200
08/11/2019 00:00:00, 7.971, 200
09/11/2019 00:00:00, 5.899, 200
10/11/2019 00:00:00, 6.503, 200
11/11/2019 00:00:00, 12.836, 200
12/11/2019 00:00:00, 11.502, 200
13/11/2019 00:00:00, 11.503, 200
14/11/2019 00:00:00, 9.517, 200
15/11/2019 00:00:00, 6.96, 200
16/11/2019 00:00:00, 11.794, 200
17/11/2019 00:00:00, 2.943, 200
18/11/2019 00:00:00, 4.017, 200
19/11/2019 00:00:00, 8.382, 200
20/11/2019 00:00:00, 6.648, 200
21/11/2019 00:00:00, 7.506, 200
22/11/2019 00:00:00, 12.855, 200
23/11/2019 00:00:00, 10.124, 200
24/11/2019 00:00:00, 11.355, 200
25/11/2019 00:00:00, 9.562, 200
26/11/2019 00:00:00, 10.638, 200
27/11/2019 00:00:00, 10.786, 200
28/11/2019 00:00:00, 5.675, 200
29/11/2019 00:00:00, 10.438, 200
30/11/2019 00:00:00, 9.562, 200
01/12/2019 00:00:00, 12.084, 200
02/12/2019 00:00:00, 3.993, 200
03/12/2019 00:00:00, 6.826, 200
04/12/2019 00:00:00, 5.299, 200
05/12/2019 00:00:00, 5.11, 200
06/12/2019 00:00:00, 5.647, 200
07/12/2019 00:00:00, 6.596, 200
08/12/2019 00:00:00, 4.064, 200
09/12/2019 00:00:00, 6.666, 200
10/12/2019 00:00:00, 8.013, 200
11/12/2019 00:00:00, 10.014, 200
12/12/2019 00:00:00, 15.052, 200
13/12/2019 00:00:00, 7.74, 200
14/12/2019 00:00:00, 10.261, 200
15/12/2019 00:00:00, 5.044, 200
16/12/2019 00:00:00, 2.821, 200
17/12/2019 00:00:00, 12.301, 200
18/12/2019 00:00:00, 16.625, 200
19/12/2019 00:00:00, 9.099, 200
20/12/2019 00:00:00, 8.798, 200
21/12/2019 00:00:00, 7.888, 200
22/12/2019 00:00:00, 5.338, 200
23/12/2019 00:00:00, 8.714, 200
24/12/2019 00:00:00, 5.254, 200
25/12/2019 00:00:00, 3.781, 200
26/12/2019 00:00:00, 3.771, 200
27/12/2019 00:00:00, 6.104, 200
28/12/2019 00:00:00, 3.483, 200
29/12/2019 00:00:00, 6.16, 200
30/12/2019 00:00:00, 5.826, 200
31/12/2019 00:00:00, 6.096, 200
01/01/2020 00:00:00, 5.891, 200
02/01/2020 00:00:00, 3.42, 200
03/01/2020 00:00:00, 2.755, 200
04/01/2020 00:00:00, 8.181, 200
05/01/2020 00:00:00, 3.747, 200
06/01/2020 00:00:00, 4.772, 200
07/01/2020 00:00:00, 5.062, 200
08/01/2020 00:00:00, 6.271, 200
09/01/2020 00:00:00, 7.441, 200
10/01/2020 00:00:00, 7.423, 200
11/01/2020 00:00:00, 7.059, 200
12/01/2020 00:00:00, 3.804, 200
13/01/2020 00:00:00, 2.726, 200
14/01/2020 00:00:00, 5.292, 200
15/01/2020 00:00:00, 5.911, 200
16/01/2020 00:00:00, 5.672, 200
17/01/2020 00:00:00, 6.615, 200
18/01/2020 00:00:00, 8.262, 200
19/01/2020 00:00:00, 5.318, 200
20/01/2020 00:00:00, 3.235, 200
21/01/2020 00:00:00, 5.179, 200
22/01/2020 00:00:00, 9.192, 200
23/01/2020 00:00:00, 6.743, 200
24/01/2020 00:00:00, 8.938, 200
25/01/2020 00:00:00, 10.291, 200
26/01/2020 00:00:00, 7.4, 200
27/01/2020 00:00:00, 5.63, 200
28/01/2020 00:00:00, 5.488, 200
29/01/2020 00:00:00, 9.157, 200
30/01/2020 00:00:00, 7.603, 200
31/01/2020 00:00:00, 7.497, 200
01/02/2020 00:00:00, 5.51, 200
02/02/2020 00:00:00, 9.806, 200
03/02/2020 00:00:00, 3.573, 200
04/02/2020 00:00:00, 5.291, 200
05/02/2020 00:00:00, 3.974, 200
06/02/2020 00:00:00, 8.895, 200
07/02/2020 00:00:00, 8.872, 200
08/02/2020 00:00:00, 6.508, 200
09/02/2020 00:00:00, 4.529, 200
10/02/2020 00:00:00, 5.667, 200
11/02/2020 00:00:00, 11.341, 200
12/02/2020 00:00:00, 6.824, 200
13/02/2020 00:00:00, 9.809, 200
14/02/2020 00:00:00, 8.612, 200
15/02/2020 00:00:00, 10.847, 200
16/02/2020 00:00:00, 11.606, 200
17/02/2020 00:00:00, 5.286, 200
18/02/2020 00:00:00, 5.978, 200
19/02/2020 00:00:00, 9.665, 200
20/02/2020 00:00:00, 9.91, 200
21/02/2020 00:00:00, 10.352, 200
22/02/2020 00:00:00, 7.361, 200
23/02/2020 00:00:00, 5.557, 200
24/02/2020 00:00:00, 4.339, 200
25/02/2020 00:00:00, 11.867, 200
26/02/2020 00:00:00, 16.601, 200
27/02/2020 00:00:00, 15.268, 200
28/02/2020 00:00:00, 7.433, 200
29/02/2020 00:00:00, 7.33, 200
01/03/2020 00:00:00, 5.212, 200
02/03/2020 00:00:00, 13.104, 200
03/03/2020 00:00:00, 13.776, 200
04/03/2020 00:00:00, 7.453, 200
05/03/2020 00:00:00, 6.064, 200
06/03/2020 00:00:00, 8.341, 200
07/03/2020 00:00:00, 13.819, 200
08/03/2020 00:00:00, 10.695, 200
09/03/2020 00:00:00, 8.667, 200
10/03/2020 00:00:00, 9.337, 200
11/03/2020 00:00:00, 7.679, 200
12/03/2020 00:00:00, 7.303, 200
13/03/2020 00:00:00, 8.833, 200
14/03/2020 00:00:00, 12.043, 200
15/03/2020 00:00:00, 12.66, 200
16/03/2020 00:00:00, 11.584, 200
17/03/2020 00:00:00, 7.062, 200
18/03/2020 00:00:00, 4.931, 200
19/03/2020 00:00:00, 10.164, 200
20/03/2020 00:00:00, 8.435, 200
21/03/2020 00:00:00, 7.744, 200
22/03/2020 00:00:00, 10.291, 200
23/03/2020 00:00:00, 2.64, 200
24/03/2020 00:00:00, 7.181, 200
25/03/2020 00:00:00, 9.51, 200
26/03/2020 00:00:00, 11.07, 200
27/03/2020 00:00:00, 2.172, 200
28/03/2020 00:00:00, 4.214, 200
29/03/2020 00:00:00, 1.303, 200
30/03/2020 00:00:00, 2.501, 200
31/03/2020 00:00:00, 6.654, 200
01/04/2020 00:00:00, 3.423, 200
02/04/2020 00:00:00, 7.285, 200
03/04/2020 00:00:00, 3.038, 200
04/04/2020 00:00:00, 3, 200
05/04/2020 00:00:00, 4.432, 200
06/04/2020 00:00:00, 9.235, 200
07/04/2020 00:00:00, 9.976, 200
08/04/2020 00:00:00, 2.684, 200
09/04/2020 00:00:00, 4.739, 200
10/04/2020 00:00:00, 5.155, 200
11/04/2020 00:00:00, 8.133, 200
21/04/2020 00:00:00, 0, 200
22/04/2020 00:00:00, 10.554, 200
23/04/2020 00:00:00, 8.802, 200
24/04/2020 00:00:00, 3.712, 200
25/04/2020 00:00:00, 4.641, 200
26/04/2020 00:00:00, 5.409, 200
27/04/2020 00:00:00, 4.115, 200
28/04/2020 00:00:00, 1.181, 200
29/04/2020 00:00:00, 17.937, 200
30/04/2020 00:00:00, 17.628, 200
01/05/2020 00:00:00, 6.141, 200
02/05/2020 00:00:00, 7.378, 200
03/05/2020 00:00:00, 3.265, 200
04/05/2020 00:00:00, 1.767, 200
05/05/2020 00:00:00, 8.085, 200
06/05/2020 00:00:00, 8.837, 200
07/05/2020 00:00:00, 15.435, 200
08/05/2020 00:00:00, 14.425, 200
09/05/2020 00:00:00, 18.175, 200
10/05/2020 00:00:00, 14.04, 200
11/05/2020 00:00:00, 14.036, 200
12/05/2020 00:00:00, 18.55, 200
13/05/2020 00:00:00, 16.105, 200
14/05/2020 00:00:00, 23.054, 200
15/05/2020 00:00:00, 17.4, 200
16/05/2020 00:00:00, 16.298, 200
17/05/2020 00:00:00, 5.578, 200
18/05/2020 00:00:00, 9.289, 200
19/05/2020 00:00:00, 16.703, 200
20/05/2020 00:00:00, 14.304, 200
21/05/2020 00:00:00, 29.1, 200
22/05/2020 00:00:00, 13.784, 200
23/05/2020 00:00:00, 9.128, 200
24/05/2020 00:00:00, 16.83, 200
25/05/2020 00:00:00, 17.699, 200
26/05/2020 00:00:00, 9.478, 200
27/05/2020 00:00:00, 8.735, 200
28/05/2020 00:00:00, 12.071, 200
29/05/2020 00:00:00, 23.321, 200
30/05/2020 00:00:00, 23.41, 200
31/05/2020 00:00:00, 9.857, 200
01/06/2020 00:00:00, 10.494, 200
02/06/2020 00:00:00, 13.17, 200
03/06/2020 00:00:00, 21.588, 200
04/06/2020 00:00:00, 15.399, 200
05/06/2020 00:00:00, 11.325, 200
06/06/2020 00:00:00, 11.804, 200
07/06/2020 00:00:00, 13.424, 200
08/06/2020 00:00:00, 14.785, 200
09/06/2020 00:00:00, 32.901, 200
10/06/2020 00:00:00, 30.714, 200
11/06/2020 00:00:00, 31.835, 200
12/06/2020 00:00:00, 10.142, 200
13/06/2020 00:00:00, 9.62, 200
14/06/2020 00:00:00, 12.197, 200
15/06/2020 00:00:00, 23.373, 200
16/06/2020 00:00:00, 17.279, 200
17/06/2020 00:00:00, 10.058, 200
18/06/2020 00:00:00, 9.557, 200
19/06/2020 00:00:00, 7.495, 200
20/06/2020 00:00:00, 6.542, 200
21/06/2020 00:00:00, 5.492, 200
22/06/2020 00:00:00, 5.409, 200
23/06/2020 00:00:00, 22.548, 200
24/06/2020 00:00:00, 30.364, 200
25/06/2020 00:00:00, 14.879, 200
26/06/2020 00:00:00, 9.932, 200
27/06/2020 00:00:00, 19.378, 200
28/06/2020 00:00:00, 21.121, 200
29/06/2020 00:00:00, 11.869, 200
30/06/2020 00:00:00, 14.847, 200
01/07/2020 00:00:00, 7.588, 200
02/07/2020 00:00:00, 5.668, 200
03/07/2020 00:00:00, 5.062, 200
04/07/2020 00:00:00, 28.771, 200
05/07/2020 00:00:00, 20.448, 200
06/07/2020 00:00:00, 16.341, 200
07/07/2020 00:00:00, 13.657, 200
08/07/2020 00:00:00, 22.071, 200
09/07/2020 00:00:00, 11.212, 200
10/07/2020 00:00:00, 7.228, 200
11/07/2020 00:00:00, 25.147, 200
12/07/2020 00:00:00, 17.913, 200
13/07/2020 00:00:00, 4.252, 200
14/07/2020 00:00:00, 14.409, 200
15/07/2020 00:00:00, 25.745, 200
16/07/2020 00:00:00, 13.145, 200
17/07/2020 00:00:00, 16.668, 200
18/07/2020 00:00:00, 19.905, 200
19/07/2020 00:00:00, 18.678, 200
20/07/2020 00:00:00, 17.414, 200
21/07/2020 00:00:00, 26.296, 200
22/07/2020 00:00:00, 12.701, 200
23/07/2020 00:00:00, 18.338, 200
24/07/2020 00:00:00, 12.856, 200
25/07/2020 00:00:00, 30.693, 200
26/07/2020 00:00:00, 27.773, 200
27/07/2020 00:00:00, 24.653, 200
28/07/2020 00:00:00, 25.782, 200
29/07/2020 00:00:00, 30.71, 200
30/07/2020 00:00:00, 30.844, 200
31/07/2020 00:00:00, 28.677, 200
01/08/2020 00:00:00, 29.539, 200
02/08/2020 00:00:00, 27.089, 200
03/08/2020 00:00:00, 22.277, 200
04/08/2020 00:00:00, 27.756, 200
05/08/2020 00:00:00, 13.983, 200
06/08/2020 00:00:00, 21.354, 200
07/08/2020 00:00:00, 19.546, 200
08/08/2020 00:00:00, 20.148, 200
09/08/2020 00:00:00, 9.876, 200
10/08/2020 00:00:00, 23.448, 200
11/08/2020 00:00:00, 28.037, 200
12/08/2020 00:00:00, 24.271, 200
13/08/2020 00:00:00, 12.166, 200
14/08/2020 00:00:00, 22.254, 200
15/08/2020 00:00:00, 16.777, 200
16/08/2020 00:00:00, 22.439, 200
17/08/2020 00:00:00, 11.581, 200
18/08/2020 00:00:00, 26.824, 200
19/08/2020 00:00:00, 31.417, 200
20/08/2020 00:00:00, 34.604, 200
21/08/2020 00:00:00, 22.604, 200
22/08/2020 00:00:00, 7.445, 200
23/08/2020 00:00:00, 15.279, 200
24/08/2020 00:00:00, 22.989, 200
25/08/2020 00:00:00, 11.138, 200
26/08/2020 00:00:00, 16.112, 200
27/08/2020 00:00:00, 13.27, 200
28/08/2020 00:00:00, 21.79, 200
29/08/2020 00:00:00, 16.102, 200
30/08/2020 00:00:00, 5.87, 200
31/08/2020 00:00:00, 8.235, 200
01/09/2020 00:00:00, 10.134, 200
02/09/2020 00:00:00, 10.168, 200
03/09/2020 00:00:00, 12.337, 200
04/09/2020 00:00:00, 17.413, 200
05/09/2020 00:00:00, 19.6, 200
06/09/2020 00:00:00, 5.148, 200
07/09/2020 00:00:00, 3.808, 200
08/09/2020 00:00:00, 11.356, 200
09/09/2020 00:00:00, 19.336, 200
10/09/2020 00:00:00, 9.351, 200
11/09/2020 00:00:00, 11.63, 200
12/09/2020 00:00:00, 10.558, 200
13/09/2020 00:00:00, 22.421, 200
14/09/2020 00:00:00, 10.417, 200
15/09/2020 00:00:00, 6.674, 200
16/09/2020 00:00:00, 7.461, 200
17/09/2020 00:00:00, 13.192, 200
18/09/2020 00:00:00, 7.653, 200
19/09/2020 00:00:00, 17.862, 200
20/09/2020 00:00:00, 19.86, 200
21/09/2020 00:00:00, 18.753, 200
22/09/2020 00:00:00, 17.503, 200
23/09/2020 00:00:00, 11.222, 200
24/09/2020 00:00:00, 6.94, 200
25/09/2020 00:00:00, 9, 200
26/09/2020 00:00:00, 7.356, 200
27/09/2020 00:00:00, 5.46, 200
28/09/2020 00:00:00, 3.435, 200
29/09/2020 00:00:00, 9.473, 200
30/09/2020 00:00:00, 13.128, 200
01/10/2020 00:00:00, 23.977, 200
02/10/2020 00:00:00, 25.386, 200
03/10/2020 00:00:00, 8.763, 200
04/10/2020 00:00:00, 4.744, 200
05/10/2020 00:00:00, 7.568, 200
06/10/2020 00:00:00, 8.647, 200
07/10/2020 00:00:00, 6.991, 200
08/10/2020 00:00:00, 12.748, 200
09/10/2020 00:00:00, 11.702, 200
10/10/2020 00:00:00, 19.092, 200
11/10/2020 00:00:00, 17.718, 200
12/10/2020 00:00:00, 6.268, 200
13/10/2020 00:00:00, 10.896, 200
14/10/2020 00:00:00, 11.392, 200
15/10/2020 00:00:00, 11.655, 200
16/10/2020 00:00:00, 11.271, 200
17/10/2020 00:00:00, 17.798, 200
18/10/2020 00:00:00, 16.013, 200
19/10/2020 00:00:00, 13.736, 200
20/10/2020 00:00:00, 6.76, 200
21/10/2020 00:00:00, 16.307, 200
22/10/2020 00:00:00, 17.523, 200
23/10/2020 00:00:00, 13.487, 200
24/10/2020 00:00:00, 11.333, 200
25/10/2020 00:00:00, 6.304, 200
26/10/2020 00:00:00, 3.398, 200
27/10/2020 00:00:00, 2.681, 200
28/10/2020 00:00:00, 9.019, 200
29/10/2020 00:00:00, 11.781, 200
31/10/2020 00:00:00, 0, 200
01/11/2020 00:00:00, 4.265, 200
02/11/2020 00:00:00, 6.848, 200
03/11/2020 00:00:00, 14.307, 200
04/11/2020 00:00:00, 26.06, 200
05/11/2020 00:00:00, 8.287, 200
06/11/2020 00:00:00, 11.121, 200
07/11/2020 00:00:00, 12.921, 200
08/11/2020 00:00:00, 9.087, 200
09/11/2020 00:00:00, 4.801, 200
10/11/2020 00:00:00, 5.855, 200
11/11/2020 00:00:00, 5.905, 200
12/11/2020 00:00:00, 8.88, 200
13/11/2020 00:00:00, 15.582, 200
14/11/2020 00:00:00, 9.052, 200
15/11/2020 00:00:00, 5.341, 200
16/11/2020 00:00:00, 7.601, 200
17/11/2020 00:00:00, 9.691, 200
18/11/2020 00:00:00, 9.192, 200
19/11/2020 00:00:00, 9.191, 200
20/11/2020 00:00:00, 6.559, 200
21/11/2020 00:00:00, 14.464, 200
22/11/2020 00:00:00, 3.967, 200
23/11/2020 00:00:00, 3.163, 200
24/11/2020 00:00:00, 8.336, 200
25/11/2020 00:00:00, 12.904, 200
26/11/2020 00:00:00, 15.817, 200
27/11/2020 00:00:00, 17.776, 200
28/11/2020 00:00:00, 9.243, 200
29/11/2020 00:00:00, 3.998, 200
30/11/2020 00:00:00, 5.089, 200
01/12/2020 00:00:00, 12.115, 200
02/12/2020 00:00:00, 6.001, 200
03/12/2020 00:00:00, 13.618, 200
04/12/2020 00:00:00, 11.52, 200
05/12/2020 00:00:00, 9.56, 200
06/12/2020 00:00:00, 4.365, 200
07/12/2020 00:00:00, 4.956, 200
08/12/2020 00:00:00, 5.314, 200
09/12/2020 00:00:00, 7.487, 200
10/12/2020 00:00:00, 9.955, 200
11/12/2020 00:00:00, 18.822, 200
12/12/2020 00:00:00, 7.73, 200
13/12/2020 00:00:00, 5.646, 200
14/12/2020 00:00:00, 4.133, 200
15/12/2020 00:00:00, 7.045, 200
16/12/2020 00:00:00, 9.049, 200
17/12/2020 00:00:00, 7.396, 200
18/12/2020 00:00:00, 9.36, 200
19/12/2020 00:00:00, 9.458, 200
20/12/2020 00:00:00, 4.075, 200
21/12/2020 00:00:00, 4.171, 200
22/12/2020 00:00:00, 12.322, 200
23/12/2020 00:00:00, 9.286, 200
24/12/2020 00:00:00, 7.67, 200
25/12/2020 00:00:00, 5.18, 200
26/12/2020 00:00:00, 3.469, 200
27/12/2020 00:00:00, 2.478, 200
28/12/2020 00:00:00, 1.867, 200
29/12/2020 00:00:00, 2.291, 200
30/12/2020 00:00:00, 3.055, 200
31/12/2020 00:00:00, 3.659, 200
01/01/2021 00:00:00, 4.95, 200
02/01/2021 00:00:00, 4.506, 200
03/01/2021 00:00:00, 4.718, 200
04/01/2021 00:00:00, 2.764, 200
05/01/2021 00:00:00, 3.89, 200
06/01/2021 00:00:00, 8.142, 200
07/01/2021 00:00:00, 6.853, 200
08/01/2021 00:00:00, 4.204, 200
09/01/2021 00:00:00, 5.555, 200
10/01/2021 00:00:00, 5.593, 200
11/01/2021 00:00:00, 4.532, 200
12/01/2021 00:00:00, 7.688, 200
13/01/2021 00:00:00, 9.311, 200
14/01/2021 00:00:00, 9.172, 200
15/01/2021 00:00:00, 10.564, 200
16/01/2021 00:00:00, 12.219, 200
17/01/2021 00:00:00, 9.09, 200
18/01/2021 00:00:00, 2.724, 200
19/01/2021 00:00:00, 4.578, 200
20/01/2021 00:00:00, 4.172, 200
21/01/2021 00:00:00, 5.128, 200
22/01/2021 00:00:00, 6.248, 200
23/01/2021 00:00:00, 11.262, 200
24/01/2021 00:00:00, 3.598, 200
25/01/2021 00:00:00, 4.607, 200
26/01/2021 00:00:00, 6.505, 200
27/01/2021 00:00:00, 9.285, 200
28/01/2021 00:00:00, 7.181, 200
29/01/2021 00:00:00, 6.91, 200
30/01/2021 00:00:00, 5.098, 200
31/01/2021 00:00:00, 3.731, 200
01/02/2021 00:00:00, 7.6, 200
02/02/2021 00:00:00, 11.29, 200
03/02/2021 00:00:00, 12.584, 200
04/02/2021 00:00:00, 11.465, 200
05/02/2021 00:00:00, 5.058, 200
06/02/2021 00:00:00, 5.257, 200
07/02/2021 00:00:00, 5.398, 200
08/02/2021 00:00:00, 6.199, 200
09/02/2021 00:00:00, 4.358, 200
10/02/2021 00:00:00, 7.515, 200
11/02/2021 00:00:00, 6.687, 200
12/02/2021 00:00:00, 6.443, 200
13/02/2021 00:00:00, 7.167, 200
14/02/2021 00:00:00, 8.87, 200
15/02/2021 00:00:00, 6.808, 200
16/02/2021 00:00:00, 12.517, 200
17/02/2021 00:00:00, 3.743, 200
18/02/2021 00:00:00, 5.897, 200
19/02/2021 00:00:00, 10.954, 200
20/02/2021 00:00:00, 13.241, 200
21/02/2021 00:00:00, 8.894, 200
22/02/2021 00:00:00, 6.574, 200
23/02/2021 00:00:00, 10.959, 200
24/02/2021 00:00:00, 9.756, 200
25/02/2021 00:00:00, 7.142, 200
26/02/2021 00:00:00, 13.648, 200
27/02/2021 00:00:00, 13.267, 200
28/02/2021 00:00:00, 11.782, 200
01/03/2021 00:00:00, 15.703, 200
02/03/2021 00:00:00, 13.07, 200
03/03/2021 00:00:00, 10.983, 200
04/03/2021 00:00:00, 6.633, 200
05/03/2021 00:00:00, 8.887, 200
06/03/2021 00:00:00, 6.134, 200
07/03/2021 00:00:00, 4.466, 200
08/03/2021 00:00:00, 5.347, 200
09/03/2021 00:00:00, 8.129, 200
10/03/2021 00:00:00, 10.716, 200
11/03/2021 00:00:00, 6.07, 200
12/03/2021 00:00:00, 6.23, 200
13/03/2021 00:00:00, 7.664, 200
14/03/2021 00:00:00, 12.46, 200
15/03/2021 00:00:00, 9.822, 200
16/03/2021 00:00:00, 8.229, 200
17/03/2021 00:00:00, 7.26, 200
18/03/2021 00:00:00, 11.725, 200
19/03/2021 00:00:00, 8.585, 200
20/03/2021 00:00:00, 12.981, 200
21/03/2021 00:00:00, 8.395, 200
22/03/2021 00:00:00, 5.933, 200
23/03/2021 00:00:00, 9.037, 200
24/03/2021 00:00:00, 12.241, 200
25/03/2021 00:00:00, 11.505, 200
26/03/2021 00:00:00, 12.731, 200
27/03/2021 00:00:00, 15.784, 200
28/03/2021 00:00:00, 7.145, 200
29/03/2021 00:00:00, 5.846, 200
30/03/2021 00:00:00, 9.655, 200
31/03/2021 00:00:00, 23.974, 200
01/04/2021 00:00:00, 16.022, 200
02/04/2021 00:00:00, 7.719, 200
03/04/2021 00:00:00, 10.178, 200
04/04/2021 00:00:00, 7.311, 200
05/04/2021 00:00:00, 3.124, 200
06/04/2021 00:00:00, 4.708, 200
07/04/2021 00:00:00, 19.314, 200
08/04/2021 00:00:00, 13.907, 200
09/04/2021 00:00:00, 21.271, 200
10/04/2021 00:00:00, 23.876, 200
11/04/2021 00:00:00, 12.816, 200
12/04/2021 00:00:00, 4.299, 200
13/04/2021 00:00:00, 11.88, 200
14/04/2021 00:00:00, 8.068, 200
15/04/2021 00:00:00, 15.396, 200
16/04/2021 00:00:00, 14.484, 200
17/04/2021 00:00:00, 8.864, 200
18/04/2021 00:00:00, 8.977, 200
19/04/2021 00:00:00, 12.133, 200
20/04/2021 00:00:00, 9.061, 200
21/04/2021 00:00:00, 17.314, 200
22/04/2021 00:00:00, 17.107, 200
23/04/2021 00:00:00, 14.98, 200
24/04/2021 00:00:00, 9.398, 200
25/04/2021 00:00:00, 13.173, 200
26/04/2021 00:00:00, 6.758, 200
27/04/2021 00:00:00, 4.575, 200
28/04/2021 00:00:00, 7.934, 200
29/04/2021 00:00:00, 20.9, 200
30/04/2021 00:00:00, 26.182, 200
01/05/2021 00:00:00, 16.36, 200
02/05/2021 00:00:00, 8.254, 200
03/05/2021 00:00:00, 15.03, 200
04/05/2021 00:00:00, 17.965, 200
05/05/2021 00:00:00, 10.87, 200
06/05/2021 00:00:00, 21.43, 200
07/05/2021 00:00:00, 12.377, 200
08/05/2021 00:00:00, 18.176, 200
09/05/2021 00:00:00, 13.702, 200
10/05/2021 00:00:00, 4.127, 200
11/05/2021 00:00:00, 7.517, 200
12/05/2021 00:00:00, 5.607, 200
13/05/2021 00:00:00, 6.441, 200
14/05/2021 00:00:00, 19.256, 200
15/05/2021 00:00:00, 24.368, 200
16/05/2021 00:00:00, 11.512, 200
17/05/2021 00:00:00, 5.317, 200
18/05/2021 00:00:00, 16.518, 200
19/05/2021 00:00:00, 8.154, 200
20/05/2021 00:00:00, 19.235, 200
21/05/2021 00:00:00, 0, 200
22/05/2021 00:00:00, 15.741, 200
23/05/2021 00:00:00, 16.488, 200
24/05/2021 00:00:00, 10.549, 200
25/05/2021 00:00:00, 4.852, 200
26/05/2021 00:00:00, 10.971, 200
27/05/2021 00:00:00, 25.674, 200
28/05/2021 00:00:00, 28.103, 200
29/05/2021 00:00:00, 26.792, 200
30/05/2021 00:00:00, 24.777, 200
31/05/2021 00:00:00, 20.347, 200
01/06/2021 00:00:00, 14.851, 200
02/06/2021 00:00:00, 11.1, 200
03/06/2021 00:00:00, 26.726, 200
04/06/2021 00:00:00, 29.414, 200
05/06/2021 00:00:00, 20.341, 200
06/06/2021 00:00:00, 8.495, 200
07/06/2021 00:00:00, 19.097, 200
08/06/2021 00:00:00, 7.887, 200
09/06/2021 00:00:00, 18.363, 200
10/06/2021 00:00:00, 32.755, 200
11/06/2021 00:00:00, 18.895, 200
12/06/2021 00:00:00, 22.875, 200
13/06/2021 00:00:00, 15.415, 200
14/06/2021 00:00:00, 5.711, 200
15/06/2021 00:00:00, 13.888, 200
16/06/2021 00:00:00, 10.182, 200
17/06/2021 00:00:00, 15.738, 200
18/06/2021 00:00:00, 15.628, 200
19/06/2021 00:00:00, 9.997, 200
20/06/2021 00:00:00, 10.214, 200
21/06/2021 00:00:00, 4.64, 200
22/06/2021 00:00:00, 4.537, 200
23/06/2021 00:00:00, 9.435, 200
24/06/2021 00:00:00, 19.261, 200
25/06/2021 00:00:00, 9.435, 200
26/06/2021 00:00:00, 5.838, 200
27/06/2021 00:00:00, 4.221, 200
28/06/2021 00:00:00, 6.15, 200
29/06/2021 00:00:00, 9.655, 200
30/06/2021 00:00:00, 4.975, 200
01/07/2021 00:00:00, 0, 200
02/07/2021 00:00:00, 21.021, 200
03/07/2021 00:00:00, 28.516, 200
04/07/2021 00:00:00, 24.324, 200
05/07/2021 00:00:00, 22.416, 200
06/07/2021 00:00:00, 13.084, 200
07/07/2021 00:00:00, 8.335, 200
08/07/2021 00:00:00, 12.725, 200
09/07/2021 00:00:00, 26.363, 200
10/07/2021 00:00:00, 25.455, 200
11/07/2021 00:00:00, 17.416, 200
12/07/2021 00:00:00, 7.193, 200
13/07/2021 00:00:00, 27.2, 200
14/07/2021 00:00:00, 23.329, 200
15/07/2021 00:00:00, 20.18, 200
16/07/2021 00:00:00, 10.093, 200
17/07/2021 00:00:00, 7.389, 200
18/07/2021 00:00:00, 4.911, 200
19/07/2021 00:00:00, 7.793, 200
20/07/2021 00:00:00, 9.498, 200
21/07/2021 00:00:00, 21.503, 200
22/07/2021 00:00:00, 14.267, 200
23/07/2021 00:00:00, 10.546, 200
24/07/2021 00:00:00, 19.205, 200
25/07/2021 00:00:00, 22.63, 200
26/07/2021 00:00:00, 18.528, 200
27/07/2021 00:00:00, 25.381, 200
28/07/2021 00:00:00, 16.743, 200
29/07/2021 00:00:00, 26.146, 200
30/07/2021 00:00:00, 23.003, 200
31/07/2021 00:00:00, 26.289, 200
01/08/2021 00:00:00, 21.269, 200
02/08/2021 00:00:00, 18.316, 200
03/08/2021 00:00:00, 0, 200
04/08/2021 00:00:00, 8.907, 200
05/08/2021 00:00:00, 18.046, 200
06/08/2021 00:00:00, 36.498, 200
07/08/2021 00:00:00, 22.342, 200
08/08/2021 00:00:00, 17.53, 200
09/08/2021 00:00:00, 7.146, 200
10/08/2021 00:00:00, 4.942, 200
11/08/2021 00:00:00, 27.721, 200
12/08/2021 00:00:00, 34.42, 200
13/08/2021 00:00:00, 14.502, 200
14/08/2021 00:00:00, 15.324, 200
15/08/2021 00:00:00, 10.298, 200
16/08/2021 00:00:00, 14.147, 200
17/08/2021 00:00:00, 6.901, 200
18/08/2021 00:00:00, 8.188, 200
19/08/2021 00:00:00, 4.333, 200
20/08/2021 00:00:00, 8.482, 200
21/08/2021 00:00:00, 4.368, 200
22/08/2021 00:00:00, 8.447, 200
23/08/2021 00:00:00, 7.181, 200
24/08/2021 00:00:00, 2.748, 200
25/08/2021 00:00:00, 1.932, 200
26/08/2021 00:00:00, 3.156, 200
27/08/2021 00:00:00, 4.634, 200
