Date,Daily Average NO2 (ug/m3),Daily Average O3 (ug/m3),Daily Average CO (mg/m3),Daily Average PM2.5 (ug/m3),Daily Average PM10 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2020-09-10,11.602333333333334,27.581541666666666,0.11075,2.981083333333333,8.020125,310,3.4,298,11.3,247,23.8,12.3,10.5,79.0,13.7,10.4,8.2,-,10.6,10.9,-,11.1,1010.7,1004.7,1.6,7.24,8540.493150684932,357.1847826086956
2020-09-11,10.3865,27.050416666666667,0.12037500000000001,5.138916666666667,12.164041666666668,220,3.6,175,13.4,217,3.6,8.3,6.9,80.0,10.8,5.1,3.4,-,9.1,10.1,-,11.2,1018.4,1012.2,4.3,9.79,7823.721461187215,201.3804347826087
2020-09-12,21.638125000000002,18.63716666666667,0.213375,3.7901249999999997,9.984916666666667,50,0.7,7,8.8,263,0.0,6.5,4.8,75.0,12.5,1.1,-2.7,-,8.0,9.2,-,11.3,1029.8,1023.5,8.9,17.50,6590.671232876713,144.72826086956522
2020-09-13,11.460166666666666,21.849958333333333,0.12416666666666666,5.727875,15.847375,22,3.6,342,14.9,428,0.0,12.4,9.9,71.0,15.0,6.5,3.7,-,9.6,10.0,-,11.2,1023.5,1017.4,6.1,12.96,7730.77149321267,357.42934782608694
2020-09-14,6.742208333333334,27.230208333333334,0.07875,6.678166666666667,16.389125,324,4.3,329,18.0,636,0.6,13.6,11.2,73.0,15.6,11.6,8.9,-,10.8,10.9,-,11.2,1018.7,1012.7,2.5,9.88,8095.830316742082,381.54891304347825
2020-09-15,7.425249999999999,28.760291666666664,0.10816666666666667,10.010375,19.544958333333334,310,9.5,292,22.6,542,0.0,13.5,11.1,73.0,15.5,12.8,10.4,-,12.1,11.9,-,11.3,1007.3,1001.3,8.2,15.42,8483.977375565612,410.8478260869565
2020-09-16,12.92,23.324875000000002,0.137875,5.203458333333333,10.30175,304,3.6,268,14.9,493,0.0,11.9,8.5,60.0,15.1,6.0,0.9,-,9.6,10.3,-,11.4,1016.2,1010.1,9.9,18.20,8488.850678733032,401.25
2020-09-17,7.9424166666666665,25.26545833333333,0.06704166666666667,11.694125,27.4515,319,7.5,328,22.6,668,36.4,14.1,11.6,72.0,15.8,10.8,7.3,-,11.7,11.5,-,11.4,1019.8,1013.8,5.0,12.89,8697.66515837104,369.5326086956522
2020-09-18,16.79975,22.309291666666667,0.143875,5.348791666666667,11.921916666666666,158,2.4,274,19.0,109,0.8,7.1,5.9,83.0,11.8,7.1,6.5,-,10.7,11.8,-,11.5,1011.6,1005.5,4.0,8.35,7842.29954954955,220.25
2020-09-19,20.039958333333335,12.811375,0.15120833333333333,5.835541666666667,13.838708333333335,47,0.1,146,8.8,131,0.0,9.7,8.6,85.0,15.6,1.1,-2.2,-,8.6,9.6,-,11.6,1019.5,1013.4,8.8,15.07,7089.990990990991,171.5531914893617
2020-09-20,18.465958333333333,11.663833333333335,0.17129166666666665,4.360791666666667,7.754124999999999,102,0.3,289,8.2,115,0.0,7.5,6.4,84.0,16.3,0.1,-4.5,-,8.3,9.3,-,11.6,1029.5,1023.3,11.1,19.36,7922.522727272727,379.9255319148936
2020-09-21,18.347666666666665,18.03125,0.11354166666666667,4.857,11.964791666666668,9,2.5,319,13.4,346,0.2,13.0,10.8,75.0,16.3,1.6,-2.1,-,9.3,9.8,-,11.6,1028.3,1022.2,5.2,14.65,8263.45,411.4255319148936
2020-09-22,11.518958333333332,23.490041666666666,0.10741666666666666,3.0827500000000003,8.371125000000001,329,3.7,351,21.1,631,1.6,13.6,11.2,73.0,16.1,12.0,9.1,-,12.1,11.9,-,11.6,1022.0,1015.9,6.7,16.68,8131.845454545454,374.56382978723406
2020-09-23,6.965833333333333,25.807166666666664,0.090875,3.2605833333333334,9.042583333333333,332,6.3,324,19.6,546,29.6,13.4,12.3,87.0,15.3,12.3,11.3,-,12.3,12.3,-,11.6,1010.8,1004.8,0.1,3.87,8752.331818181818,400.29787234042556
2020-09-24,8.977041666666667,30.74008333333333,0.14833333333333334,5.49925,9.774,29,2.7,330,16.0,355,0.0,14.8,12.8,78.0,17.0,13.4,12.5,-,13.5,13.2,-,11.7,1006.6,1000.6,3.7,11.31,9051.15909090909,404.1276595744681
2020-09-25,6.946173913043478,29.072374999999997,0.1147391304347826,7.6976249999999995,18.766708333333334,323,4.8,345,17.5,450,1.2,14.8,11.4,64.0,16.2,12.7,10.7,-,12.9,12.9,-,11.9,1008.4,1002.4,6.0,14.24,8057.531818181818,215.27659574468086
2020-09-26,5.327,29.505291666666665,0.085,4.484208333333333,13.36,333,5.2,342,15.4,533,55.6,14.4,11.3,66.0,18.8,11.2,7.3,-,12.2,12.2,-,12.0,1015.1,1009.1,6.8,16.31,6187.611363636363,125.47340425531915
2020-09-27,3.6462083333333335,30.449583333333333,0.07829166666666666,10.099416666666666,24.452749999999998,322,6.9,304,23.7,632,4.6,14.9,13.3,83.0,16.0,13.2,8.5,-,14.1,14.0,-,12.1,996.4,990.5,4.4,9.07,7873.400462962963,366.48333333333335
2020-09-28,9.001,28.864125,0.11079166666666668,7.782666666666667,13.283375,304,5.3,302,27.3,633,1.8,10.4,6.6,53.0,13.4,9.2,7.5,-,10.3,11.9,-,12.3,1000.4,994.4,6.0,14.57,8388.440909090908,395.43617021276594
2020-09-29,12.760625,25.666583333333335,0.138625,2.1315,8.343291666666667,275,7.6,305,16.5,264,0.0,8.9,5.2,51.0,12.2,7.2,4.1,-,8.8,10.8,-,12.4,997.5,991.5,6.5,16.15,8851.768181818183,410.4574468085106
2020-09-30,23.618666666666666,15.030333333333333,0.20229166666666668,6.480708333333333,13.077583333333335,95,0.5,267,7.7,128,0.0,3.9,3.0,84.0,13.5,-1.8,-6.9,-,7.0,9.5,-,12.4,1014.5,1008.3,10.8,20.17,9001.160550458715,428.9148936170213
2020-10-01,26.227958333333333,15.317208333333333,0.19670833333333335,5.950875,10.809291666666667,102,0.4,244,8.8,167,0.0,4.5,3.3,81.0,16.2,-1.0,-6.3,-,7.3,9.6,-,12.4,1026.2,1019.9,11.6,22.06,9090.416666666666,411.67391304347825
2020-10-02,9.045958333333333,27.445166666666665,0.11229166666666668,2.043083333333333,8.76375,328,3.0,312,16.0,467,0.2,11.1,9.5,80.0,14.9,4.5,0.2,-,10.7,11.3,-,12.3,1028.0,1021.8,5.1,15.16,7769.069444444444,211.81521739130434
2020-10-03,4.7130833333333335,27.876625,0.06608333333333334,5.3364166666666675,13.327208333333333,319,6.9,301,18.5,392,0.0,13.8,11.1,70.0,16.2,11.1,10.6,-,12.1,12.3,-,12.2,1027.0,1020.9,1.9,11.77,7210.696759259259,170.92934782608697
2020-10-04,7.551541666666666,27.718625,0.09895833333333333,8.034708333333333,19.00675,13,3.5,320,11.3,306,0.0,14.6,12.1,73.0,20.2,13.0,10.8,-,13.1,13.1,-,12.3,1027.7,1021.6,11.0,19.11,8222.103448275862,366.7317073170732
2020-10-05,8.618833333333333,26.993875,0.07575,6.71725,18.797875,28,1.8,330,12.4,491,0.0,14.7,11.7,68.0,19.6,9.8,4.9,-,12.3,12.9,-,12.4,1026.2,1020.1,11.5,21.06,8338.785714285714,393.6914893617021
2020-10-06,7.1009166666666665,28.003375000000002,0.07358333333333333,8.408333333333333,24.038833333333333,327,8.2,351,18.5,503,2.0,13.9,11.8,77.0,16.9,12.6,9.2,-,12.8,13.3,-,12.5,1016.2,1010.2,5.4,17.40,8954.90243902439,410.6063829787234
2020-10-07,12.717291666666666,26.001958333333334,0.11839130434782608,5.206125,11.69025,343,2.8,301,12.4,205,0.2,13.0,11.6,84.0,17.9,12.9,12.2,-,13.7,14.0,-,12.6,1008.6,1002.6,7.2,19.38,8776.167410714286,417.3989361702128
2020-10-08,10.891625,26.1525,0.11454166666666667,3.9801249999999997,13.262375,156,2.2,154,11.3,259,0.0,9.6,6.7,63.0,12.6,8.3,5.6,-,12.4,13.6,-,12.7,1021.1,1015.0,6.2,15.70,9104.77455357143,411.88829787234044
2020-10-09,19.22025,18.42054166666667,0.15925,4.558291666666666,9.643041666666667,76,4.6,77,10.8,191,0.0,10.0,5.9,49.0,15.6,3.4,-3.0,-,9.3,11.4,-,12.9,1032.2,1026.0,9.8,21.75,8009.573660714285,234.62234042553192
2020-10-10,17.925166666666666,15.818916666666667,0.17758333333333332,4.96625,8.546875,70,0.3,336,8.2,210,0.0,8.6,7.2,81.0,17.0,5.7,1.1,-,11.1,12.3,-,13.0,1034.6,1028.3,5.5,16.71,6897.868303571428,159.55851063829786
2020-10-11,6.73575,26.028666666666666,0.08791666666666666,5.113,11.9255,9,4.3,360,16.5,456,24.2,13.1,9.6,61.0,17.8,8.6,7.6,-,12.4,13.2,-,13.0,1027.6,1021.5,1.0,11.05,7789.446428571428,348.06382978723406
2020-10-12,10.860916666666666,21.638041666666666,0.10008333333333334,1.6675833333333332,5.9785,3,4.5,351,11.8,220,4.2,13.3,12.4,89.0,16.0,12.4,11.8,-,13.0,13.4,-,13.0,1021.7,1015.6,0.5,8.65,8276.716216216217,400.1489361702128
2020-10-13,11.435958333333334,20.40525,0.11112499999999999,4.1418333333333335,11.125375,73,0.7,345,13.4,393,0.0,12.8,12.2,93.0,16.9,10.3,7.3,-,13.5,13.8,-,13.0,1019.5,1013.4,4.7,15.35,8480.049549549549,417.6595744680851
2020-10-14,11.645541666666666,24.59958333333333,0.10908333333333332,7.2607083333333335,17.076666666666668,22,4.0,312,14.4,277,5.0,13.4,10.5,67.0,16.4,11.5,9.8,-,13.1,13.7,-,13.1,1015.8,1009.8,4.3,10.03,8516.004504504504,406.3085106382979
2020-10-15,10.4755,24.808374999999998,0.11166666666666668,5.888833333333333,15.57275,177,3.8,183,13.9,236,0.2,7.7,6.0,76.0,11.6,6.1,5.3,-,10.6,12.3,-,13.2,1025.1,1018.9,4.8,13.40,8930.157657657657,416.8723404255319
2020-10-16,18.432416666666665,18.687083333333334,0.15466666666666665,3.876416666666667,10.077083333333333,176,0.6,261,9.8,235,0.0,6.4,5.1,80.0,13.8,-1.4,-5.7,-,8.1,10.3,-,13.3,1022.5,1016.3,11.8,23.80,7646.783783783784,221.5212765957447
2020-10-17,15.460374999999999,18.308041666666668,0.13,6.7703750000000005,16.211541666666665,38,0.4,195,7.2,164,0.4,10.4,8.7,78.0,14.2,6.5,3.2,-,11.4,12.2,-,13.2,1017.3,1011.2,4.1,9.66,6530.114864864865,159.52659574468086
2020-10-18,14.458125,17.664416666666664,0.13075,3.661583333333333,8.763041666666668,11,0.5,307,10.3,285,0.4,8.9,8.3,92.0,17.2,4.1,0.3,-,10.8,11.8,-,13.2,1017.3,1011.2,3.2,14.79,7780.138636363637,356.3097826086956
2020-10-19,6.728541666666666,27.308083333333332,0.05947826086956522,4.010458333333333,9.367166666666668,320,7.1,340,20.6,453,4.0,14.7,12.5,76.0,18.4,8.9,10.8,-,13.3,13.5,-,13.1,1011.1,1005.1,1.3,7.90,8048.018918918919,415.60795454545456
2020-10-20,15.62925,20.976916666666668,0.11279166666666667,7.375791666666667,17.861458333333335,24,3.6,3,11.8,236,0.0,13.4,11.5,78.0,16.1,12.8,11.0,-,13.3,13.6,-,13.2,1011.6,1005.6,4.0,14.69,8272.395161290322,435.26063829787233
2020-10-21,18.15075,15.821666666666667,0.14404166666666665,4.362916666666666,11.770166666666666,238,0.3,351,11.3,230,0.0,10.2,9.2,87.0,18.0,5.0,0.1,-,11.7,12.6,-,13.2,1019.3,1013.2,8.8,21.75,9024.036697247706,442.2391304347826
2020-10-22,13.555416666666666,22.816041666666667,0.12121739130434782,3.835125,9.933791666666666,99,1.5,350,8.8,257,0.0,13.9,11.5,73.0,18.6,4.8,0.3,-,11.8,12.8,-,13.3,1021.4,1015.3,12.3,25.58,9141.657534246575,431.9782608695652
2020-10-23,11.091458333333334,23.746875,0.11029166666666668,2.3649583333333335,6.97375,4,4.5,287,12.9,264,0.0,15.2,12.0,66.0,20.8,8.0,3.6,-,13.1,13.6,-,13.3,1023.2,1017.2,12.3,25.84,7826.577625570776,217.5923913043478
2020-10-24,6.582666666666667,23.714875000000003,0.09783333333333333,3.0261666666666667,4.74875,19,3.8,357,11.8,313,2.4,16.5,12.8,63.0,19.9,7.9,3.2,-,13.7,14.0,-,13.4,1024.4,1018.4,9.5,24.25,6724.7100456621,140.4945652173913
2020-10-25,3.4315416666666665,20.321,0.06865217391304347,4.014083333333333,5.856208333333334,336,3.7,327,13.9,462,1.0,16.4,15.5,90.0,18.2,15.6,14.9,-,16.4,16.2,-,13.5,1022.9,1016.9,0.2,9.05,6476.1399082568805,182.11666666666667
2020-10-26,2.647625,20.298,0.05670833333333333,3.5569166666666665,7.901083333333333,326,5.6,339,13.9,284,10.8,16.6,15.0,83.0,19.8,15.5,14.7,-,15.8,15.8,-,13.6,1021.5,1015.5,1.2,11.27,8136.0990990990995,347.7340425531915
2020-10-27,9.012833333333333,24.194666666666667,0.08600000000000001,2.9460833333333336,4.939791666666667,259,3.7,186,11.3,205,8.4,11.8,11.6,97.0,12.6,11.6,11.8,-,14.8,15.6,-,13.8,1021.9,1015.8,0.0,5.08,8784.21875,427.1063829787234
2020-10-28,11.436708333333334,18.67170833333333,0.11539130434782609,4.90375,9.84305,73,3.1,99,7.7,150,0.0,12.0,9.3,68.0,17.0,8.7,8.1,-,13.3,13.9,-,14.0,1029.7,1023.6,6.5,17.39,8865.65625,435.72340425531917
2020-10-29,16.529066666666665,11.384083333333335,0.13046666666666668,4.738291666666666,12.921133333333334,56,0.7,254,6.2,119,0.6,13.7,12.7,88.0,18.4,11.9,11.6,-,15.1,15.2,-,14.0,1024.2,1018.1,1.4,11.59,9159.810267857143,421.7074468085106
2020-10-30,7.4268,17.271958333333334,0.1466923076923077,3.6270000000000002,6.231470588235294,25,2.4,301,13.4,402,2.2,16.6,15.1,84.0,19.1,13.5,13.0,-,16.0,15.9,-,14.1,1021.4,1015.4,0.7,10.08,7641.801339285715,220.93085106382978
2020-10-31,4.159166666666667,24.152124999999998,0.11778260869565217,5.6109583333333335,11.946833333333332,343,4.9,321,20.6,529,5.0,16.7,15.2,84.0,19.1,16.1,15.0,-,16.1,16.2,-,14.2,1013.7,1007.7,1.5,9.69,7207.3125,172.5744680851064
2020-11-01,6.563208333333333,24.417291666666667,0.13025,7.56475,20.462708333333335,342,4.2,321,14.9,397,0.0,15.5,12.7,71.0,17.6,13.5,11.7,-,15.5,15.7,-,14.3,1017.1,1011.1,9.9,27.54,7942.965240641711,351.9035087719298
2020-11-02,13.672136363636362,18.478041666666666,0.11534782608695653,6.2642500000000005,16.228083333333334,349,1.1,76,12.4,274,10.4,14.5,12.0,73.0,15.6,12.7,10.0,-,15.4,16.0,-,14.4,1023.2,1017.1,0.0,6.07,8219.638392857143,376.8191489361702
2020-11-03,25.022954545454546,10.034958333333334,0.19995000000000002,5.412958333333333,8.022375,61,2.4,84,10.8,146,10.0,11.9,10.4,82.0,18.6,10.4,9.1,-,13.2,14.5,-,14.6,1026.4,1020.3,0.3,6.33,8630.64955357143,410.4308510638298
2020-11-04,8.44975,16.709791666666668,0.09029166666666667,3.4628333333333337,9.007,12,3.7,340,17.5,386,0.0,18.6,16.1,76.0,23.0,11.7,9.8,-,15.5,15.3,-,14.6,1022.9,1016.9,7.0,21.27,8866.9,424.4574468085106
2020-11-05,10.564541666666667,16.022583333333333,0.10416666666666667,3.6390833333333332,10.404166666666667,352,5.7,249,14.4,260,9.6,19.1,15.7,68.0,22.0,16.4,13.5,-,16.8,16.6,-,14.6,1014.7,1008.8,2.1,14.12,9149.704954954956,402.7074468085106
2020-11-06,12.007624999999999,18.014208333333332,0.10999999999999999,6.909916666666667,16.563583333333334,251,3.6,246,9.8,271,0.4,14.6,13.8,91.0,19.0,13.2,13.2,-,16.8,17.0,-,14.7,1005.4,999.5,3.9,17.26,8107.157657657658,229.79787234042553
2020-11-07,9.284791666666667,19.159166666666668,0.111875,2.476125,5.293,340,3.5,325,10.8,213,15.0,16.5,15.4,88.0,19.7,13.0,13.2,-,16.9,17.0,-,14.8,1008.0,1002.1,1.1,11.90,6527.918918918919,144.61702127659575
2020-11-08,5.694791666666666,17.919958333333334,0.08650000000000001,5.575166666666667,14.818583333333335,253,6.4,177,19.6,433,0.8,12.2,11.9,96.0,12.4,12.1,9.4,-,16.1,16.8,-,15.0,995.4,989.5,0.0,5.91,8101.407657657658,366.0904255319149
2020-11-09,5.840208333333333,19.586541666666665,0.08886956521739131,6.897875,20.242,159,3.5,153,13.4,347,38.8,10.6,7.4,60.0,12.2,9.4,8.7,-,13.1,14.5,-,15.2,1014.6,1008.5,0.3,8.97,8025.247747747748,364.59574468085106
2020-11-10,5.886041666666666,20.700208333333332,0.08258333333333333,5.422375,16.223583333333334,234,3.0,193,12.4,320,0.8,9.7,9.0,90.0,13.3,8.8,8.0,-,11.7,13.0,-,15.2,1014.4,1008.3,0.9,10.22,8711.304545454546,379.79347826086956
2020-11-11,8.43775,18.879208333333334,0.10912499999999999,4.78375,14.449666666666667,227,1.5,148,8.2,144,0.0,12.4,10.4,76.0,14.6,9.3,8.5,-,13.4,13.7,-,15.1,1014.4,1008.4,1.3,13.28,9059.954954954956,435.3936170212766
2020-11-12,15.678166666666668,11.106124999999999,0.19143478260869565,4.03475,12.181791666666667,33,0.5,276,8.8,211,0.0,9.2,8.4,89.0,18.5,2.7,-0.7,-,11.7,13.0,-,15.0,1018.1,1012.0,10.3,21.07,9339.511363636364,435.76630434782606
2020-11-13,9.397708333333332,17.549583333333334,0.11283333333333334,4.039416666666667,10.213041666666667,3,3.1,357,11.8,359,0.0,15.5,12.6,70.0,17.8,9.1,8.8,-,15.4,15.3,-,14.8,1021.5,1015.5,3.8,16.76,8296.627272727274,244.04347826086956
2020-11-14,5.088916666666667,20.028833333333335,0.12200000000000001,3.191913043478261,12.475521739130436,342,5.2,344,14.4,434,0.0,15.3,12.0,65.0,18.9,13.1,10.3,-,15.3,15.4,-,14.9,1016.6,1010.6,9.1,26.06,7419.231818181818,183.32608695652175
2020-11-15,7.8815,17.395125,0.1502608695652174,5.344374999999999,12.738333333333335,11,4.9,348,12.4,355,0.0,16.9,14.0,71.0,20.6,13.4,10.1,-,16.2,16.2,-,14.9,1014.3,1008.3,10.8,27.18,8304.563636363637,395.8804347826087
2020-11-16,9.639791666666666,19.000416666666666,0.16004166666666667,6.842125,15.205,10,3.5,324,13.4,264,0.0,16.7,15.4,86.0,19.1,15.8,12.7,-,17.4,17.4,-,15.0,1011.2,1005.3,3.2,15.40,8619.871621621622,435.11170212765956
2020-11-17,8.823782608695652,18.800958333333334,0.12168181818181818,6.3870000000000005,17.967000000000002,26,3.4,320,16.5,493,9.0,17.4,14.3,69.0,19.6,6.6,3.3,-,16.0,16.2,-,15.2,1011.2,1005.3,10.7,25.88,8521.768018018018,400.23936170212767
2020-11-18,9.16925,22.81425,0.12117391304347826,7.061625,15.235375,260,3.4,328,13.4,267,9.2,14.8,14.1,92.0,16.8,14.5,14.3,-,16.7,17.2,-,15.3,1003.9,998.0,0.4,6.08,9038.36936936937,432.70212765957444
2020-11-19,6.431958333333333,21.348125,0.11058333333333333,5.8536521739130425,16.875583333333335,203,4.4,208,13.4,245,0.0,11.8,8.9,66.0,16.0,10.1,8.6,-,13.9,15.2,-,15.4,1015.7,1009.6,6.4,21.36,9376.536036036036,438.74468085106383
2020-11-20,14.350458333333334,13.150541666666667,0.14520833333333333,5.177083333333333,12.328375,205,0.3,259,7.7,220,0.2,11.2,9.8,83.0,19.3,5.3,1.2,-,13.9,14.8,-,15.5,1020.2,1014.1,8.0,24.32,8128.436936936937,230.09574468085106
2020-11-21,4.151833333333333,17.835666666666665,0.07460869565217391,6.5596250000000005,19.119083333333332,9,7.1,322,19.6,484,0.2,16.0,13.8,77.0,17.6,10.5,7.2,-,15.8,16.4,-,15.5,1014.2,1008.2,2.3,12.78,7254.655405405405,181.39893617021278
2020-11-22,3.2266666666666666,19.177333333333333,0.078625,6.0385833333333325,19.180208333333333,201,3.5,207,17.0,357,0.2,10.3,8.3,74.0,15.4,10.1,9.0,-,14.6,15.6,-,15.5,1012.0,1005.9,7.8,22.81,8336.611363636364,393.73936170212767
2020-11-23,8.116999999999999,17.352375,0.09920833333333334,6.381333333333333,18.673875,60,0.7,159,7.7,140,0.0,11.8,8.9,65.0,16.4,6.7,2.3,-,13.7,14.6,-,15.5,1015.7,1009.6,3.7,17.41,8668.031818181818,446.4148936170213
2020-11-24,12.824083333333334,13.492624999999999,0.11830434782608697,4.742666666666667,10.281458333333333,65,0.8,111,5.7,158,11.8,13.4,10.3,65.0,17.6,7.1,4.2,-,15.1,15.3,-,15.5,1012.0,1006.0,4.4,16.13,8676.565909090908,405.23936170212767
2020-11-25,15.747,10.834666666666665,0.147125,2.6132916666666666,5.5605416666666665,89,5.8,80,13.9,251,16.6,12.6,11.0,81.0,17.3,11.4,10.9,-,14.6,15.8,-,15.5,1008.4,1002.4,1.0,11.39,8894.753393665158,415.36315789473684
2020-11-26,17.917666666666666,13.48025,0.17566666666666667,2.5905833333333335,6.971416666666666,303,0.5,267,7.7,180,2.0,15.5,15.0,94.0,20.8,12.4,11.4,-,16.0,16.0,-,15.5,1006.8,1000.9,3.3,13.19,9397.938914027149,434.0578947368421
2020-11-27,9.425375,19.138291666666667,0.12277272727272727,7.829166666666667,15.578000000000001,34,5.8,356,13.4,351,0.2,17.1,14.3,72.0,19.9,14.6,12.5,-,17.2,17.2,-,15.5,1002.7,996.8,8.6,23.29,8327.780542986426,228.2157894736842
2020-11-28,3.8301250000000002,18.99425,0.10204166666666666,6.008624999999999,18.16925,208,2.6,333,10.3,328,30.8,12.7,9.5,63.0,17.3,9.6,6.3,-,15.5,16.3,-,15.6,1013.3,1007.3,9.7,26.49,6981.9524886877825,155.6263157894737
2020-11-29,5.016166666666667,21.394041666666666,0.10891666666666666,5.797499999999999,13.563125,98,2.6,360,14.4,193,3.0,12.4,11.7,92.0,20.4,12.0,10.6,-,14.8,16.2,-,15.8,998.5,992.5,8.8,22.55,8190.1108597285065,386.7842105263158
2020-11-30,12.21525,15.490208333333333,0.13547826086956521,5.000041666666667,12.896500000000001,34,1.7,210,9.3,376,30.6,14.9,13.0,79.0,18.0,7.6,4.2,-,15.7,16.4,-,16.0,1000.4,994.5,0.1,5.41,8390.798642533937,400.5736842105263
2020-12-01,5.542416666666667,18.359166666666667,0.08138095238095239,11.326583333333334,30.314958333333333,198,4.5,193,16.0,249,0.0,10.6,9.1,81.0,14.7,10.5,9.6,-,14.0,15.4,-,16.1,1012.1,1006.0,6.4,19.17,9011.488687782805,441.85263157894735
2020-12-02,12.869499999999999,13.127958333333334,0.14023809523809522,8.258958333333334,19.173666666666666,208,0.4,306,17.0,500,6.0,9.7,8.1,79.0,17.4,2.8,-1.4,-,12.9,14.1,-,16.1,1018.9,1012.8,4.7,18.05,9296.323529411764,455.07894736842104
2020-12-03,10.181958333333332,19.77025,0.1388181818181818,8.519958333333333,21.927791666666668,7,4.0,345,18.0,402,0.0,17.0,12.7,58.0,21.3,9.6,12.2,-,15.6,15.7,-,16.0,1006.2,1000.3,11.9,30.37,9550.361990950227,444.86315789473684
2020-12-04,9.40175,16.796083333333332,0.1094782608695652,8.841761904761904,22.302809523809522,10,3.9,322,18.5,450,0.0,16.3,11.9,56.0,18.6,11.9,7.6,-,16.0,16.3,-,15.9,1010.4,1004.5,13.0,30.17,8105.830316742082,235.8684210526316
2020-12-05,3.916375,20.371,0.10778260869565218,7.55825,17.32075,320,4.5,305,17.0,316,1.0,15.3,13.1,76.0,17.2,13.0,9.8,-,16.0,16.6,-,16.0,1006.4,1000.5,1.3,11.93,7602.839366515837,196.3421052631579
2020-12-06,4.881833333333334,18.534875,0.09265217391304349,4.327708333333333,12.970374999999999,68,1.1,328,12.9,456,4.2,13.8,11.4,73.0,19.1,5.8,2.1,-,14.8,15.5,-,16.0,1011.0,1005.0,9.3,25.10,8083.447802197802,342.00892857142856
2020-12-07,5.101,17.296458333333334,0.09930434782608695,3.0795,7.873666666666668,38,3.5,355,22.1,547,6.8,17.1,16.1,90.0,19.3,13.8,12.1,-,16.2,16.8,-,16.1,1006.5,1000.6,0.2,9.79,8585.641552511415,407.30645161290323
2020-12-08,6.622238095238096,21.585083333333333,0.1252857142857143,5.477875,9.602208333333333,319,5.9,342,17.0,348,1.8,18.5,17.8,93.0,20.4,17.1,16.0,-,17.9,17.7,-,16.1,1006.4,1000.5,1.2,13.11,8920.630136986301,427.01075268817203
2020-12-09,8.819,23.03525,0.16428571428571428,2.7752916666666665,6.740541666666666,146,1.0,356,10.3,196,28.0,18.3,17.7,94.0,22.3,16.8,14.0,-,18.0,17.8,-,16.2,1009.5,1003.6,1.1,11.94,9097.333333333334,389.8817204301075
2020-12-10,18.000083333333333,16.447541666666666,0.1782608695652174,3.6516249999999997,11.003458333333334,256,1.5,323,9.8,338,0.4,17.0,16.6,96.0,20.5,16.1,16.1,-,18.4,18.6,-,16.3,1003.9,998.0,5.5,16.97,9452.35388127854,436.6290322580645
2020-12-11,7.03575,15.192,0.13469565217391305,8.497083333333334,19.685083333333335,320,5.7,324,21.1,511,0.0,16.6,13.8,72.0,18.2,14.5,10.9,-,17.3,17.9,-,16.5,1009.2,1003.3,9.2,24.74,8426.246575342466,231.06451612903226
2020-12-12,5.21025,15.959583333333333,0.108,5.416666666666667,16.672083333333333,289,3.9,317,11.8,305,0.0,14.8,10.9,59.0,19.6,12.4,7.9,-,16.0,16.9,-,16.6,1013.3,1007.3,12.2,30.77,7446.106334841629,191.83684210526314
2020-12-13,4.225041666666667,17.209541666666667,0.09165217391304348,9.135875,24.75283333333333,130,1.8,148,11.3,248,0.0,15.2,12.1,67.0,16.9,8.3,5.4,-,16.9,17.3,-,16.7,1017.0,1011.0,8.4,23.11,8531.735023041474,403.2802197802198
2020-12-14,5.74385,15.283499999999998,0.09988888888888889,10.343291666666667,27.666541666666664,228,1.6,256,11.8,222,0.0,14.5,11.2,64.0,18.5,10.4,7.4,-,17.2,17.3,-,16.8,1024.8,1018.7,12.1,29.55,8855.10599078341,448.4835164835165
2020-12-15,8.740833333333333,12.632416666666666,0.10552173913043479,6.436916666666666,12.931666666666667,104,0.5,260,8.2,279,0.0,13.8,11.3,72.0,22.7,5.4,1.1,-,16.1,16.9,-,16.8,1024.5,1018.4,14.0,32.52,9090.308755760369,461.7142857142857
2020-12-16,6.628590909090909,15.913375,0.09304545454545456,7.514,18.492,1,6.8,2,14.9,389,0.0,16.0,13.2,71.0,19.0,12.3,8.2,-,18.0,18.4,-,16.8,1019.6,1013.6,11.1,26.53,9332.629032258064,467.0824175824176
2020-12-17,8.241130434782608,16.169875,0.17021739130434782,8.821458333333334,19.731958333333335,20,3.4,240,10.3,248,0.0,17.3,13.9,67.0,21.4,14.2,10.0,-,18.8,18.5,-,16.9,1018.0,1012.0,7.9,22.90,9480.838709677419,441.0
2020-12-18,9.301583333333333,14.090916666666667,0.11639130434782609,4.758333333333334,10.795208333333333,109,0.4,348,12.9,337,0.0,16.8,14.5,77.0,23.4,11.0,6.9,-,17.9,18.2,-,17.0,1019.7,1013.7,9.5,23.69,8312.320276497696,250.96153846153845
2020-12-19,3.9255416666666663,20.481624999999998,0.072,4.395874999999999,8.166458333333333,6,2.5,339,16.0,317,0.0,16.9,14.1,72.0,20.0,15.6,11.2,-,18.2,18.8,-,17.1,1018.2,1012.2,3.5,15.31,7256.2276995305165,180.66091954022988
