Date,Daily Average NO2 (ug/m3),Daily Average O3 (ug/m3),Daily Average CO (mg/m3),Daily Average PM2.5 (ug/m3),Daily Average PM10 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2022-12-02,7.252624999999999,15.081000000000001,0.13873913043478261,3.7605833333333334,10.049291666666667,96,0.5,134,11.3,246,0.0,15.4,13.1,76.0,17.2,9.3,7.5,-,16.5,16.8,-,16.3,1004.3,998.4,6.5,17.71,8769.311557788944,362.4574468085106
2022-12-03,4.817583333333333,16.997125,0.09139130434782608,5.222,12.288541666666667,160,3.4,209,12.9,215,0.0,13.5,10.3,64.0,17.5,9.2,8.5,-,14.5,15.7,-,16.4,1013.5,1007.5,10.2,25.15,7680.223618090452,187.7712765957447
2022-12-04,7.643083333333333,12.2905,0.13208695652173913,4.8337916666666665,16.354916666666664,72,1.6,5,13.4,361,0.0,15.6,13.0,73.0,20.3,6.6,5.4,-,14.7,15.5,-,16.4,1014.5,1008.5,12.0,28.13,6890.899497487437,146.54255319148936
2022-12-05,7.471875,15.599791666666667,0.15943478260869565,6.447416666666666,20.880958333333336,2,3.3,11,13.4,355,0.0,17.6,14.0,65.0,21.6,13.7,9.8,-,17.5,17.2,-,16.4,1014.8,1008.9,11.2,29.32,7996.668367346939,353.53846153846155
2022-12-06,6.803041666666666,16.350625,0.14308695652173914,4.7615,16.530291666666667,344,5.5,349,15.4,280,0.0,15.8,12.7,68.0,19.3,14.2,11.5,-,16.6,17.7,-,16.4,1010.4,1004.4,3.6,16.43,8402.839285714286,371.0274725274725
2022-12-07,4.902541666666667,17.753458333333334,0.08782608695652173,7.214375,18.395041666666668,132,4.0,83,13.4,341,0.0,12.7,10.8,78.0,17.1,11.8,8.6,-,15.4,17.0,-,16.5,1015.8,1009.8,7.1,22.01,8616.201530612245,367.4010989010989
2022-12-08,12.414499999999999,16.25975,0.11943478260869565,6.441208333333333,14.910583333333333,53,1.8,54,11.3,170,0.0,16.1,11.6,55.0,21.8,5.8,3.2,-,14.9,15.6,-,16.6,1014.8,1008.8,13.1,27.71,9129.090673575129,380.91477272727275
2022-12-09,18.313,9.515625,0.14655555555555555,4.118416666666667,10.500416666666666,94,1.5,325,6.2,125,26.4,17.1,13.3,63.0,19.9,11.5,8.8,-,17.0,17.5,-,16.6,1013.0,1007.1,1.2,8.69,8887.362694300518,353.0113636363636
2022-12-10,4.624583333333333,18.359583333333333,0.28423809523809523,3.5703333333333336,7.000291666666667,24,1.2,343,7.7,231,0.0,17.8,17.1,93.0,22.2,16.2,15.8,-,18.1,18.4,-,16.6,1012.0,1006.1,3.6,16.59,7685.246113989638,175.05113636363637
2022-12-11,3.64775,17.675708333333333,0.18156521739130435,7.68525,13.1105,20,2.9,281,10.3,257,1.6,17.9,14.7,69.0,21.2,12.6,10.1,-,18.0,18.3,-,16.7,1012.4,1006.5,12.3,29.95,6987.663212435233,153.32954545454547
2022-12-12,6.250666666666667,16.76545833333333,0.1476086956521739,6.920333333333333,15.835041666666667,332,3.6,308,9.8,204,0.0,18.0,15.4,75.0,22.8,15.4,13.2,-,18.4,19.1,-,16.8,1014.6,1008.7,11.9,28.66,8174.280423280423,354.5
2022-12-13,11.264291666666667,16.681458333333335,0.12490909090909091,4.798041666666667,11.741541666666668,83,0.4,243,7.7,219,0.2,17.4,15.0,76.0,27.1,9.3,8.0,-,18.0,18.4,-,16.9,1016.4,1010.4,13.3,30.16,8435.891534391534,376.8662790697674
2022-12-14,8.931375000000001,20.919291666666666,0.10086956521739132,5.593416666666666,10.375583333333333,98,0.9,230,6.7,139,4.0,20.1,17.4,75.0,24.8,17.4,15.9,-,20.0,20.4,-,17.1,1015.3,1009.4,5.9,18.43,8625.174358974358,363.74444444444447
2022-12-15,13.711500000000001,9.624041666666667,0.18395652173913044,3.0444166666666668,7.2835833333333335,161,0.4,257,4.1,98,1.4,16.5,15.9,94.0,22.4,15.9,16.6,-,19.4,20.5,-,17.3,1011.2,1005.3,0.9,11.24,8668.417948717948,353.93888888888887
2022-12-16,7.043125,12.9825,0.16730434782608694,3.016166666666667,5.16975,36,2.3,329,8.8,189,0.2,20.5,19.0,86.0,25.1,16.3,16.9,-,20.8,20.9,-,17.4,1008.2,1002.4,2.0,15.35,8899.220512820513,354.7111111111111
2022-12-17,7.316208333333333,15.1595,0.16821739130434785,3.0151764705882353,3.648875,176,0.4,14,6.7,96,32.0,18.7,18.0,93.0,20.1,16.7,14.7,-,20.0,20.7,-,17.6,1011.1,1005.2,0.0,5.81,7566.433333333333,179.18333333333334
2022-12-18,5.1991249999999996,17.879625,0.1542608695652174,,5.606625,336,0.7,239,8.8,256,0.4,16.5,16.1,96.0,20.7,15.1,15.3,-,18.4,19.4,-,17.8,1009.3,1003.4,1.1,13.15,6568.9794871794875,133.73333333333332
2022-12-19,5.827375,17.036416666666668,0.12756521739130436,0.7363999999999999,8.050041666666667,142,1.8,57,8.2,186,1.8,17.3,15.0,77.0,21.0,15.1,15.1,-,18.0,19.0,-,17.9,1009.8,1003.9,2.5,14.72,7829.90206185567,326.97752808988764
2022-12-20,7.331625,9.935521739130435,0.12365217391304348,3.5367083333333333,10.450375,36,1.7,97,12.9,233,2.6,17.8,15.4,76.0,22.4,14.1,14.5,-,18.7,19.2,-,17.9,1009.3,1003.4,4.8,15.43,8068.065934065934,319.4415584415584
2022-12-21,3.799041666666666,14.774625,0.06665217391304347,3.053875,11.879041666666666,194,2.6,102,11.8,294,0.2,14.8,13.4,85.0,17.6,14.0,13.9,-,17.0,18.6,-,18.0,1014.1,1008.1,0.5,10.51,8290.157458563535,303.5
2022-12-22,4.717291666666667,14.398125,0.07330434782608695,2.9669166666666666,11.636708333333333,90,3.6,66,9.3,177,0.0,15.9,13.2,72.0,20.9,13.8,12.6,-,16.4,17.6,-,18.0,1016.9,1010.9,8.0,26.28,8473.364640883978,293.987012987013
2022-12-23,7.893458333333334,11.835541666666666,0.12769565217391304,2.510291666666667,8.642750000000001,299,0.5,278,8.8,173,6.4,17.3,15.5,82.0,23.2,13.7,13.8,-,18.7,19.1,-,17.9,1014.7,1008.8,4.7,18.71,8032.333333333333,239.94252873563218
2022-12-24,4.722375,14.432458333333335,0.10300000000000001,2.8879583333333336,9.496041666666667,177,0.7,339,8.2,179,0.0,17.0,15.8,88.0,23.4,15.5,15.6,-,19.2,20.0,-,17.9,1013.6,1007.7,6.9,23.61,6382.725,122.16483516483517
2022-12-25,3.1529166666666666,13.353166666666667,0.06,3.577875,8.31825,67,2.4,355,9.8,206,0.0,19.2,16.3,73.0,23.8,12.0,10.4,-,19.6,20.1,-,18.0,1015.4,1009.5,12.3,30.42,5025.535,51.35164835164835
2022-12-26,3.3891666666666667,12.132708333333333,0.07352173913043479,4.535333333333333,7.798333333333333,126,0.5,94,9.3,197,0.0,17.7,15.5,78.0,25.8,10.8,9.5,-,19.7,20.3,-,18.2,1020.4,1014.4,13.7,31.39,5864.404040404041,126.62921348314607
2022-12-27,3.2112083333333334,11.637833333333333,0.06530434782608696,3.3806666666666665,8.528708333333332,109,1.4,160,10.3,241,0.0,18.5,14.7,64.0,23.4,10.1,8.5,-,18.9,19.7,-,18.3,1022.1,1016.1,12.5,31.18,5990.095959595959,146.64044943820224
2022-12-28,3.6183333333333336,12.523791666666668,0.08986956521739131,2.6540833333333333,5.840333333333334,65,1.5,143,9.8,168,0.0,18.4,14.8,66.0,24.7,14.0,11.3,-,19.2,20.1,-,18.4,1025.0,1019.0,10.4,25.35,6447.888888888889,207.77528089887642
2022-12-29,4.005541666666667,13.51,0.10834782608695652,3.7488333333333332,9.358791666666667,110,0.5,308,12.4,325,0.0,18.5,16.1,77.0,24.1,9.9,9.1,-,19.1,19.7,-,18.5,1022.1,1016.1,14.0,31.96,6340.310606060606,210.62359550561797
2022-12-30,3.7445416666666667,15.772166666666665,0.07308695652173913,8.973125,20.370791666666666,57,2.0,252,13.9,335,0.0,21.6,17.2,62.0,22.6,17.0,13.2,-,21.0,21.0,-,18.6,1018.5,1012.6,4.2,13.82,6273.638888888889,207.15168539325842
2022-12-31,1.5197916666666667,15.628333333333332,0.03126086956521739,6.246208333333333,16.941125,145,4.7,151,10.3,265,0.0,15.3,11.0,56.0,19.5,12.7,10.0,-,16.7,18.6,-,18.7,1025.9,1019.8,10.4,25.79,5773.939393939394,129.79775280898878
2023-01-01,-0.5448333333333334,14.823958333333335,0.0006521739130434782,5.360125,16.015666666666664,208,1.4,126,9.8,254,0.0,14.1,12.1,78.0,18.4,9.2,8.1,-,16.1,18.2,-,18.8,1026.7,1020.6,0.3,11.54,4713.034031413613,93.28658536585365
2023-01-02,0.8457500000000001,12.564541666666665,0.0,1.3405833333333332,7.910291666666667,91,3.0,80,12.9,263,0.0,16.5,13.8,72.0,22.0,11.9,9.6,-,17.4,18.1,-,18.7,1026.1,1020.1,11.9,26.80,5319.371794871795,129.34302325581396
2023-01-03,3.2961666666666667,10.993,0.0,1.2515,3.4647916666666667,73,1.0,36,7.7,164,0.0,18.0,15.0,71.0,25.0,9.4,7.0,-,18.1,18.4,-,18.6,1022.1,1016.1,9.7,24.96,5555.45202020202,155.45505617977528
2023-01-04,8.164083333333332,9.600541666666667,0.0,4.113083333333333,8.576416666666667,33,2.0,83,9.3,237,3.6,19.9,16.0,65.0,24.3,13.8,11.7,-,19.8,19.8,-,18.5,1017.8,1011.9,4.1,17.01,6319.022727272727,211.6685393258427
2023-01-05,10.363958333333334,9.695166666666667,0.002826086956521739,3.7933749999999997,7.830750000000001,64,1.9,334,6.2,93,6.2,16.3,15.7,94.0,23.6,15.8,14.7,-,18.5,19.8,-,18.6,1014.9,1008.9,0.5,10.87,6045.03125,216.07575757575756
2023-01-06,6.1219166666666665,10.06025,0.00034782608695652176,2.4985416666666667,5.815625,248,0.9,347,8.8,153,15.6,19.1,18.0,89.0,23.4,16.3,17.6,-,20.3,20.6,-,18.6,1012.8,1006.9,1.2,11.97,6258.884615384615,218.0
2023-01-07,1.0270833333333333,13.323041666666667,0.002391304347826087,3.0640416666666668,8.460500000000001,224,1.9,163,14.9,419,2.8,18.7,17.4,87.0,19.2,17.3,17.6,-,20.3,21.1,-,18.6,1011.9,1006.0,0.0,5.05,5506.776699029127,134.8556701030928
2023-01-08,-0.8749583333333333,15.534333333333334,0.0,6.580791666666666,19.204625,168,5.6,155,16.5,314,0.0,13.8,12.4,84.0,17.0,13.4,12.7,-,15.6,18.1,-,18.7,1018.4,1012.4,0.1,11.56,5044.661057692308,101.3989898989899
2023-01-09,2.29475,13.179416666666667,0.0,5.053333333333334,15.406958333333334,118,2.9,131,12.4,412,0.0,15.7,13.1,73.0,20.8,13.8,13.1,-,16.3,17.7,-,18.7,1018.8,1012.8,3.8,17.40,6809.165048543689,259.7878787878788
2023-01-10,5.27625,12.191208333333334,0.08942857142857144,2.93825,8.842708333333333,72,5.2,67,12.4,390,0.4,17.7,15.2,75.0,20.9,15.5,14.1,-,17.3,18.3,-,18.6,1010.3,1004.4,3.2,14.75,7009.281553398058,305.8453608247423
2023-01-11,1.4460833333333334,21.846166666666665,0.18834782608695652,2.6175416666666664,10.037083333333333,82,3.9,52,15.4,387,1.8,18.2,15.9,78.0,20.4,16.4,14.7,-,18.2,18.6,-,18.5,996.2,990.4,4.2,14.45,7297.2985436893205,294.35858585858585
2023-01-12,0.7215416666666666,15.681375000000001,0.1716086956521739,6.524166666666667,18.318166666666666,248,3.4,184,14.4,252,0.0,14.3,13.7,93.0,19.2,14.1,13.8,-,16.6,18.2,-,18.5,1007.6,1001.6,6.2,19.22,7789.8373786407765,314.8939393939394
2023-01-13,2.9181666666666666,13.936124999999999,0.16878260869565218,5.341458333333333,11.273333333333333,166,0.8,151,9.3,166,0.0,15.9,12.6,66.0,20.3,10.5,7.8,-,16.6,17.7,-,18.5,1019.7,1013.7,6.9,18.27,7047.553398058252,184.32323232323233
2023-01-14,2.1921666666666666,12.505666666666668,0.14904347826086956,2.860416666666667,10.114833333333333,98,0.2,132,9.3,234,0.0,12.4,11.5,89.0,21.3,6.7,3.0,-,14.7,16.7,-,18.4,1024.4,1018.3,7.4,21.58,6461.660194174758,156.77777777777777
2023-01-15,2.210291666666667,11.811916666666667,0.15339130434782608,4.033833333333333,6.942916666666666,119,1.8,240,8.2,179,0.0,17.0,13.6,66.0,23.4,10.7,6.3,-,16.7,17.8,-,18.4,1028.4,1022.4,12.2,29.77,7292.894088669951,314.3385416666667
2023-01-16,6.183083333333333,11.093958333333333,0.20608695652173914,4.041916666666666,9.187125,67,0.6,340,11.3,236,0.0,16.6,14.6,79.0,24.0,8.5,3.7,-,17.2,18.3,-,18.3,1025.3,1019.3,13.3,30.84,7452.7975609756095,326.15816326530614
2023-01-17,5.149041666666666,14.677291666666667,0.1973913043478261,5.125083333333333,12.554333333333332,22,2.8,262,9.8,247,0.0,19.8,16.4,69.0,26.0,13.3,8.8,-,19.4,19.7,-,18.3,1018.9,1013.0,11.0,29.37,7796.112195121951,344.55102040816325
2023-01-18,4.7796666666666665,14.255291666666666,0.2023913043478261,4.226708333333334,13.422333333333334,44,0.8,133,10.8,274,0.0,18.2,15.7,76.0,25.4,15.5,12.5,-,20.7,21.1,-,18.4,1015.2,1009.3,12.7,29.97,7822.290243902439,351.1683673469388
2023-01-19,7.504833333333334,10.025,0.22130434782608696,5.152041666666666,11.427750000000001,68,0.7,93,9.3,185,0.0,16.0,14.0,79.0,26.0,10.4,5.3,-,18.2,19.9,-,18.6,1009.2,1003.3,11.6,24.47,7947.524390243902,337.0051020408163
2023-01-20,4.929708333333333,12.893458333333333,0.20078260869565218,6.238541666666666,17.556541666666668,56,1.6,315,17.0,380,1.4,20.5,17.3,71.0,24.2,11.3,7.4,-,19.5,20.3,-,18.7,1004.5,998.7,12.2,27.72,6950.637931034483,187.515625
2023-01-21,2.5777916666666667,14.598125000000001,0.16078260869565217,7.536625000000001,21.73545833333333,274,1.0,128,10.3,197,0.0,18.0,15.3,74.0,22.9,16.3,14.8,-,20.1,21.0,-,18.8,1010.5,1004.6,9.3,22.02,6471.032019704434,162.06770833333334
2023-01-22,4.024708333333334,11.143583333333334,0.17117391304347826,6.2275,13.947666666666665,133,0.6,346,12.4,266,0.0,16.6,14.4,77.0,23.5,9.7,5.2,-,18.1,19.2,-,18.9,1014.0,1008.0,10.7,24.63,6012.269801980198,177.48947368421054
2023-01-23,0.46058333333333334,13.760625,0.14865217391304347,4.916916666666666,14.658708333333335,244,1.2,256,8.8,195,0.0,16.9,14.0,71.0,22.2,13.5,8.6,-,18.8,20.1,-,18.9,1019.1,1013.1,8.4,24.43,7808.274509803921,344.8453608247423
2023-01-24,6.776625,11.805,0.1855217391304348,5.8060833333333335,13.194958333333332,184,0.8,123,7.7,155,0.0,17.7,13.8,62.0,23.8,8.3,3.9,-,17.8,19.1,-,18.9,1020.6,1014.6,10.6,22.34,8125.514705882353,349.02061855670104
2023-01-25,7.8709999999999996,14.208166666666665,0.19552173913043477,4.3565,12.772416666666667,143,0.4,293,9.3,152,0.0,17.2,14.1,69.0,26.3,9.1,4.4,-,17.6,18.8,-,19.0,1024.0,1018.0,11.7,25.41,8268.675257731958,340.1546391752577
2023-01-26,4.108958333333333,17.2595,0.17204347826086955,4.786105263157895,9.515125,160,1.3,351,9.8,201,0.0,19.8,16.9,73.0,24.7,13.5,9.7,-,19.6,20.4,-,18.9,1022.8,1016.9,10.5,25.05,8157.759900990099,328.7061855670103
2023-01-27,11.195869565217391,8.8724,0.2378636363636364,6.678249999999999,11.238,77,0.3,271,5.1,122,14.6,16.4,14.4,79.0,21.5,11.9,8.0,-,19.0,20.3,-,19.0,1016.2,1010.2,0.9,7.55,6430.561881188119,155.2422680412371
2023-01-28,0.5504583333333334,14.982541666666668,0.14547826086956522,5.998916666666666,16.805958333333333,179,3.1,178,13.9,263,7.4,18.1,16.7,86.0,18.8,16.2,15.0,-,18.4,19.6,-,19.0,1014.5,1008.6,0.0,6.34,6091.519801980198,132.1958762886598
2023-01-29,8.315833333333334,10.400958333333334,0.20369565217391303,2.9342916666666667,9.123958333333333,261,2.8,258,7.7,153,2.4,17.6,17.4,98.0,27.9,16.1,15.8,-,18.6,19.2,-,19.0,1017.6,1011.6,4.9,17.14,7470.47461928934,294.9076086956522
2023-01-30,5.883916666666667,10.520999999999999,0.1984782608695652,2.968541666666667,4.742791666666666,84,1.2,335,7.7,154,0.0,23.0,20.5,79.0,25.1,17.0,15.7,-,21.1,21.0,-,18.9,1018.9,1013.0,2.4,13.71,7740.532994923858,305.4021739130435
2023-01-31,12.23025,10.931833333333332,0.23017391304347826,3.56875,7.903583333333334,275,0.7,266,8.2,165,0.0,17.8,17.2,94.0,24.7,15.4,13.6,-,19.8,20.7,-,19.0,1020.2,1014.2,3.8,15.32,7843.0,290.95652173913044
2023-02-01,13.842208333333334,5.2359583333333335,0.2560434782608696,7.566083333333334,14.501083333333334,22,1.0,77,7.2,149,5.8,19.0,17.2,83.0,26.2,16.3,14.4,-,19.9,20.7,-,19.0,1015.2,1009.3,1.4,12.47,7987.513245033113,307.7247191011236
2023-02-02,5.994083333333333,13.017625,0.18878260869565217,1.9394166666666666,6.506125,8,3.3,351,11.8,250,0.4,21.9,19.4,78.0,26.4,16.7,14.7,-,20.4,21.0,-,19.1,1012.9,1007.1,8.0,21.64,8758.021390374332,343.9120879120879
2023-02-03,4.031625,13.573166666666665,0.2067391304347826,1.7907083333333331,7.885541666666666,46,2.1,302,11.3,234,0.4,22.1,20.3,84.0,25.0,19.6,18.0,-,21.6,22.0,-,19.2,1015.0,1009.1,1.6,13.02,7571.969696969697,180.43956043956044
2023-02-04,0.6261666666666666,12.798041666666668,0.18704347826086956,5.919708333333333,9.471916666666667,58,1.3,339,9.3,211,0.0,22.6,20.4,81.0,25.7,20.1,18.3,-,21.8,22.1,-,19.3,1019.2,1013.3,2.7,13.64,6524.765151515152,127.85164835164835
2023-02-05,-0.05325,14.596541666666667,0.16182608695652173,5.668416666666666,12.112625,322,2.5,333,16.0,436,18.0,22.5,20.1,79.0,25.2,20.5,18.3,-,21.9,22.3,-,19.4,1015.4,1009.6,1.1,11.10,6183.592391304348,152.62337662337663
2023-02-06,1.6448333333333334,18.162375,0.14656521739130435,8.263916666666667,21.030166666666666,321,4.6,352,15.4,305,0.0,20.3,18.0,79.0,24.1,16.8,16.1,-,19.3,20.4,-,19.4,1006.4,1000.6,10.1,24.74,8306.464102564103,322.41477272727275
2023-02-07,6.103583333333333,13.131416666666667,0.1743478260869565,10.142833333333334,22.956791666666664,188,0.4,23,15.4,407,0.0,18.3,16.7,84.0,24.6,11.3,8.5,-,18.3,19.8,-,19.5,1006.0,1000.1,12.5,27.46,8586.123076923077,339.97727272727275
2023-02-08,7.193833333333333,11.549583333333333,0.1786086956521739,8.9215,21.655874999999998,213,1.1,347,11.8,259,0.0,19.7,17.1,76.0,24.0,15.3,11.2,-,19.0,20.1,-,19.5,1002.8,997.0,12.5,27.64,8569.799492385786,349.71022727272725
2023-02-09,4.137625,13.309166666666668,0.15021739130434783,7.0862083333333326,14.516916666666667,81,0.5,86,9.3,215,0.0,15.1,13.0,77.0,20.9,8.8,4.6,-,17.4,19.3,-,19.5,1008.1,1002.1,5.3,14.85,8724.309644670051,347.3068181818182
2023-02-10,10.515458333333333,12.45975,0.18121739130434783,5.688291666666667,13.098208333333332,74,2.1,127,6.7,138,0.0,17.2,12.7,56.0,23.3,11.0,6.7,-,16.9,18.3,-,19.5,1018.8,1012.8,8.8,19.54,7704.307106598984,198.8125
2023-02-11,5.676833333333334,10.407625,0.16926086956521738,4.954083333333333,10.836083333333333,73,0.4,93,8.8,312,0.0,13.2,12.0,86.0,24.8,8.9,4.5,-,15.9,18.0,-,19.4,1019.7,1013.6,9.4,19.53,6828.359042553191,143.2556818181818
2023-02-12,3.0999166666666667,14.255291666666666,0.16817391304347826,2.5932083333333336,8.753333333333334,83,6.4,99,12.4,485,0.0,17.5,14.0,66.0,22.5,13.2,11.5,-,17.4,18.9,-,19.4,1013.8,1007.9,7.2,19.46,8091.044117647059,329.7295081967213
2023-02-13,4.81375,14.967625,0.1607391304347826,4.945666666666667,18.880625,99,6.8,99,16.5,413,46.4,17.8,14.8,71.0,19.3,16.9,14.7,-,17.7,19.2,-,19.3,1005.7,999.8,0.0,5.83,7161.274853801169,251.9516129032258
2023-02-14,-0.197125,16.447083333333335,0.12617391304347828,4.5765,15.571208333333333,173,3.5,187,20.1,518,24.0,16.6,15.5,88.0,18.5,15.6,14.4,-,16.0,17.3,-,19.2,993.8,988.0,0.0,6.82,8249.678787878787,280.98387096774195
2023-02-15,0.8363333333333333,17.331583333333334,0.12739130434782608,4.042375,12.540791666666665,236,4.7,223,16.5,508,22.6,16.2,15.3,90.0,20.0,15.8,15.0,-,16.4,17.7,-,19.1,996.9,991.0,1.9,12.37,8328.751461988304,281.8306451612903
2023-02-16,0.913125,15.457749999999999,0.13734782608695653,5.200083333333334,13.990625,224,5.2,228,11.8,246,8.0,15.4,14.6,91.0,16.5,15.0,14.4,-,16.1,17.5,-,18.9,1005.4,999.5,0.0,5.76,9127.093567251462,328.06451612903226
2023-02-17,2.8240833333333337,12.455916666666667,0.14930434782608695,4.7000416666666665,16.028208333333335,230,4.2,161,9.3,167,0.0,14.0,13.3,92.0,19.8,12.8,11.8,-,15.2,16.9,-,18.8,1011.5,1005.5,5.5,12.60,8227.733918128655,186.26612903225808
2023-02-18,5.801208333333334,7.996208333333333,0.18282608695652175,4.683583333333334,9.2255,84,0.4,275,6.2,110,0.0,11.6,11.3,96.0,22.6,6.6,3.6,-,13.8,15.8,-,18.7,1019.5,1013.4,12.5,24.17,7082.278125,148.44354838709677
2023-02-19,6.7287083333333335,10.577,0.1673913043478261,4.3785,10.883208333333334,100,0.5,331,16.0,276,0.0,13.6,12.8,91.0,23.0,8.0,4.9,-,15.3,17.1,-,18.6,1021.6,1015.5,8.0,22.12,8573.037142857143,343.28225806451616
2023-02-20,6.992249999999999,10.045666666666667,0.15508695652173915,5.459583333333334,15.634333333333332,94,0.5,331,10.3,262,0.0,18.7,17.4,87.0,24.7,13.1,9.8,-,17.9,18.6,-,18.5,1024.9,1018.9,11.5,23.93,8864.312138728324,360.8833333333333
2023-02-21,3.3192916666666665,10.798250000000001,0.14530434782608695,5.705583333333333,16.300208333333334,25,3.3,349,12.4,395,0.2,20.4,18.0,78.0,24.2,17.3,13.8,-,19.6,19.9,-,18.5,1021.8,1015.9,7.5,18.90,8955.268786127168,350.60833333333335
2023-02-22,3.5240833333333335,15.459208333333335,0.14934782608695651,6.185333333333333,13.00925,322,3.3,357,9.8,258,4.8,19.5,18.0,86.0,21.2,18.9,17.8,-,19.7,20.4,-,18.6,1014.1,1008.2,0.8,8.18,8928.124277456647,343.19166666666666
2023-02-23,2.081,15.838833333333334,0.122,4.395958333333334,9.7285,169,2.4,206,11.3,287,0.0,14.0,12.1,79.0,16.6,11.9,11.9,-,16.3,18.4,-,18.7,1016.0,1010.0,1.5,12.31,9153.41907514451,342.09166666666664
2023-02-24,1.7532083333333333,15.406083333333333,0.11165217391304348,4.858958333333333,14.360708333333333,157,2.3,118,12.9,302,0.2,14.3,11.5,69.0,17.5,12.0,8.8,-,15.0,17.0,-,18.7,1022.2,1016.1,5.3,14.54,7912.661849710983,174.15833333333333
2023-02-25,0.9672083333333333,17.084416666666666,0.13982608695652174,3.015041666666667,10.95825,155,2.2,148,11.8,218,10.2,16.8,13.6,68.0,19.0,14.0,10.4,-,15.8,17.1,-,18.7,1022.0,1016.0,1.1,9.21,7111.739884393063,127.33333333333333
2023-02-26,2.007875,14.284916666666668,0.18908695652173915,2.0961666666666665,4.851875,188,0.8,348,8.8,162,0.0,16.1,15.6,95.0,21.2,14.2,13.6,-,16.7,17.6,-,18.6,1018.0,1012.0,4.4,14.48,8338.109826589596,343.25
2023-02-27,6.5636363636363635,10.932958333333334,0.20366666666666666,1.4301304347826085,8.234541666666667,67,0.7,129,8.2,158,0.0,12.9,12.6,96.0,21.4,8.7,6.2,-,15.5,17.4,-,18.5,1017.7,1011.6,4.3,14.09,8749.33918128655,350.98275862068965
2023-02-28,4.540791666666666,13.051227272727273,0.14421739130434783,3.3535833333333334,7.900166666666667,311,0.5,144,8.2,160,0.0,16.2,14.6,83.0,21.6,12.8,12.2,-,17.1,18.2,-,18.4,1015.2,1009.2,6.9,17.57,8833.317919075145,390.8333333333333
2023-03-01,7.9042916666666665,11.350541666666667,0.1921304347826087,3.1755416666666663,10.008958333333334,154,0.6,265,9.3,201,0.0,11.6,11.1,94.0,23.1,6.0,2.3,-,14.3,16.6,-,18.4,1013.8,1007.7,11.5,23.64,8786.36705202312,385.5416666666667
2023-03-02,5.098083333333333,12.608541666666667,0.1666521739130435,4.1053749999999996,14.716333333333333,22,4.3,353,11.3,214,0.0,18.9,16.4,76.0,21.9,11.6,12.4,-,17.6,18.7,-,18.4,1011.2,1005.3,3.7,11.31,9366.45508982036,371.6111111111111
2023-03-03,6.704083333333333,14.612208333333333,0.18243478260869564,3.7226666666666666,12.301291666666666,80,1.4,338,9.8,244,0.0,19.9,17.4,77.0,23.3,18.0,16.4,-,19.1,19.5,-,18.4,1011.4,1005.5,5.1,15.00,7964.089595375723,184.75833333333333
2023-03-04,3.3515,16.236875,0.15534782608695652,6.935875,14.828166666666668,262,3.9,253,8.8,221,0.0,17.3,16.7,94.0,19.8,17.1,17.1,-,19.2,20.2,-,18.4,1008.3,1002.4,0.1,6.69,7015.566860465116,160.16101694915255
2023-03-05,1.099875,17.117875,0.0886086956521739,6.262666666666667,17.476541666666666,125,1.8,76,9.3,194,8.0,16.2,13.8,75.0,20.0,15.4,13.1,-,17.2,18.7,-,18.5,1011.8,1005.8,3.3,13.54,8346.094117647059,379.0
2023-03-06,3.6745,15.460708333333335,0.08378260869565217,4.821833333333333,10.743291666666666,65,1.4,133,8.8,182,0.0,14.0,11.6,73.0,19.1,8.7,5.7,-,15.1,17.3,-,18.6,1017.1,1011.1,10.4,20.69,8849.235119047618,424.212962962963
2023-03-07,9.5965,9.867458333333333,0.16217391304347825,4.4511666666666665,10.881916666666667,96,0.5,339,8.2,176,0.0,9.0,8.6,94.0,20.3,4.4,0.5,-,12.9,15.6,-,18.6,1017.2,1011.1,9.8,19.20,9105.46130952381,426.8611111111111
2023-03-08,5.726666666666667,12.55075,0.13917391304347826,6.394125,15.763958333333333,14,1.1,308,13.9,371,0.6,18.3,15.8,76.0,21.9,9.0,7.9,-,16.3,17.3,-,18.5,1012.0,1006.1,4.5,14.36,9327.08024691358,406.5208333333333
2023-03-09,2.081166666666667,14.274916666666668,0.14226086956521738,6.187916666666666,14.541458333333333,332,4.6,287,16.5,389,2.2,20.4,17.9,77.0,22.4,18.2,16.9,-,19.0,19.4,-,18.4,1008.6,1002.8,1.9,10.26,9619.524691358025,393.7708333333333
2023-03-10,7.402958333333333,20.932624999999998,0.1930434782608696,5.374208333333333,10.958125,14,2.0,360,12.4,149,2.6,17.2,16.1,89.0,23.5,16.9,15.3,-,18.1,19.0,-,18.4,1003.6,997.7,4.4,13.30,8664.174050632912,200.3068181818182
2023-03-11,7.406375,17.30783333333333,0.17908695652173912,4.560583333333333,10.571208333333333,170,0.4,335,8.8,124,0.0,14.4,13.9,94.0,22.9,12.2,9.4,-,17.2,18.5,-,18.4,1011.5,1005.5,9.4,19.34,7565.627976190476,174.67592592592592
