Date,Daily Average CO (mg/m3),Daily Average NO (ug/m3),Daily Average NO2 (ug/m3),Daily Average SO2 (ug/m3),Daily Average PM2.5 (ug/m3),Daily Average PM10 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2020-01-22,0.21727536521739133,68.44217393478262,30.56688416521739,2.8257971,6.141666666666667,19.533333333333335,59,2.8,58,8.2,149,0.0,17.4,15.7,83.0,23.5,16.6,-,-,-,-,-,-,1013.2,1012.5,-,18.82,6361.75796178344,600.9574468085107
2020-01-23,0.19856016323529413,36.069637756521736,27.532898530434785,3.0943651142857145,8.804166666666667,28.770833333333332,231,1.5,222,12.4,273,0.0,23.5,17.3,51.0,27.4,13.6,-,-,-,-,-,-,1012.3,1011.6,-,25.66,6672.969135802469,599.4137931034483
2020-01-24,0.1913804347826087,56.905362221739125,31.962246473913044,2.5762318913043476,4.170833333333333,12.758333333333333,48,3.4,52,11.3,361,0.0,18.3,15.4,72.0,21.8,14.6,-,-,-,-,-,-,1017.0,1016.3,-,28.34,5303.634146341464,323.1700680272109
2020-01-25,0.20037318913043478,29.405289647826088,21.4143476,1.958333352173913,7.658333333333334,19.904166666666665,38,2.6,230,11.8,294,0.0,17.7,16.2,85.0,27.8,16.2,-,-,-,-,-,-,1012.6,1011.9,-,17.58,5019.820121951219,287.28231292517006
2020-01-26,0.15718840434782608,15.515869626086955,14.468840495652174,1.7925362304347827,4.8,11.104166666666666,210,2.6,192,9.3,249,0.0,17.3,15.5,82.0,24.1,15.9,-,-,-,-,-,-,1018.8,1018.1,-,26.57,6016.746951219512,582.6632653061224
2020-01-27,0.2527121168972332,68.04473703684211,41.155526573684206,2.4407970956521736,5.955416666666667,15.786363636363637,235,2.7,229,9.8,238,0.0,17.8,16.6,88.0,27.4,16.4,-,-,-,-,-,-,1012.7,1012.0,-,17.24,6257.208860759493,574.4265734265734
2020-01-28,0.17398188260869565,18.913260808695654,15.802536326086958,1.3621014521739132,3.8249999999999997,11.325000000000001,220,4.1,199,9.3,320,0.2,18.4,16.3,80.0,25.7,15.7,-,-,-,-,-,-,1014.3,1013.6,-,22.57,6378.89375,593.048275862069
2020-01-29,0.18998931864988558,40.559637582608694,29.962681060869564,2.5269565391304347,4.941666666666666,18.395454545454545,68,1.9,220,13.4,244,0.0,17.1,16.4,93.0,29.4,16.3,-,-,-,-,-,-,1006.7,1006.0,-,17.67,6597.146103896104,604.4208633093525
2020-01-30,0.18148831442687746,42.015750005,25.38166662,2.6564492695652175,7.204166666666667,27.88181818181818,9,2.2,74,12.4,338,0.0,15.9,13.3,73.0,24.9,14.2,-,-,-,-,-,-,1010.3,1009.6,-,22.11,6975.687943262411,607.2519685039371
2020-01-31,0.16470420445652173,36.7759522,20.328412795238098,2.368333356521739,10.845833333333333,40.612500000000004,281,2.9,247,13.4,326,0.0,20.9,15.3,52.0,22.4,14.8,-,-,-,-,-,-,1006.9,1006.2,-,23.27,5406.810218978102,305.7967479674797
2020-02-01,0.16448188260869567,30.194637647826085,18.162608639130436,2.0275362391304346,11.870833333333332,34.15833333333333,62,4.3,59,13.4,295,0.0,16.6,13.6,70.0,28.2,14.8,-,-,-,-,-,-,1016.6,1015.9,-,14.16,5098.091240875912,272.3373983739837
2020-02-02,0.17123912608695652,15.558043613043479,16.932391408695654,2.3007971,5.433333333333334,19.375,295,5.3,307,12.4,328,0.0,28.2,18.4,35.0,36.4,16.5,-,-,-,-,-,-,1001.8,1001.1,-,23.35,6551.84074074074,573.1694214876034
2020-02-03,0.18167028695652174,45.70566719,29.180249789999998,1.8577536260869565,3.2416666666666667,21.1875,349,2.3,309,16.0,292,0.0,26.2,17.6,39.0,30.0,19.1,-,-,-,-,-,-,1002.4,1001.7,-,4.74,6689.181481481482,593.2768595041322
2020-02-04,0.17393478260869563,27.8842756,16.031304282608694,2.926956508695652,4.191666666666666,18.891666666666666,350,5.8,213,17.0,423,6.2,28.9,19.5,38.0,30.8,20.6,-,-,-,-,-,-,994.6,993.9,-,18.49,7026.379562043796,618.0731707317074
2020-02-05,0.14067028695652173,40.03601426521739,19.900724439130435,1.5587681130434783,2.9875000000000003,10.875,255,2.6,234,13.9,212,0.2,11.0,10.5,94.0,17.0,10.0,-,-,-,-,-,-,1013.5,1012.8,-,14.02,4973.73381294964,326.1138211382114
2020-02-06,0.1469021695652174,24.04347850869565,17.286014473913045,2.7084782739130433,4.091666666666667,14.637500000000001,274,0.4,186,7.7,147,0.4,16.8,13.0,62.0,25.2,9.8,-,-,-,-,-,-,1016.5,1015.8,-,19.43,6170.221804511279,510.47391304347826
2020-02-07,0.14922101304347826,48.38326087391304,19.764565226086958,2.3075362347826087,3.1666666666666665,11.308333333333332,79,0.8,53,10.8,306,0.0,13.6,12.2,84.0,19.2,11.3,-,-,-,-,-,-,1027.6,1026.9,-,21.11,4969.124060150376,283.9086956521739
2020-02-08,0.08975000652173915,11.500000186956521,9.761159408695653,2.1826811608695653,3.4958333333333336,14.3375,233,3.3,207,12.9,212,0.4,15.7,14.5,87.0,19.0,11.0,-,-,-,-,-,-,1015.9,1015.2,-,13.42,5167.642857142857,292.6217391304348
2020-02-09,0.12377536304347826,16.102174126086958,13.429854991304348,2.4221739217391303,2.8541666666666665,8.933333333333334,232,1.3,195,10.8,179,0.0,12.6,9.8,68.0,23.4,5.4,-,-,-,-,-,-,1020.7,1020.0,-,27.84,6273.248148148148,565.1581196581196
2020-02-10,0.17644202826086958,43.021666608695654,21.44137665652174,2.890579695652174,4.979166666666667,16.316666666666666,245,1.3,20,8.2,175,0.0,15.1,12.0,67.0,23.3,8.7,-,-,-,-,-,-,1021.6,1020.9,-,27.05,6421.581481481481,592.8162393162393
2020-02-11,0.15963043695652174,29.47434761304348,20.614202826086956,2.990507260869565,8.979166666666666,27.0,228,2.6,212,9.8,185,0.0,14.9,14.0,90.0,25.2,10.5,-,-,-,-,-,-,1018.4,1017.7,-,27.16,6114.482638888889,568.5277777777778
2020-02-12,0.19218839999999998,41.15768104782609,24.605796786956525,2.355797113043478,15.408333333333333,28.629166666666666,57,2.7,73,10.8,321,0.0,15.3,13.1,77.0,20.0,12.8,-,-,-,-,-,-,1020.1,1019.4,-,20.93,6308.453947368421,571.6590909090909
2020-02-13,0.14311747608695652,29.395434852173913,25.14855084347826,1.9428985608695652,7.254166666666666,20.895833333333332,230,3.7,257,7.7,198,0.0,16.4,14.9,84.0,25.3,15.0,-,-,-,-,-,-,1016.1,1015.4,-,20.80,6553.6558441558445,568.3712121212121
2020-02-14,0.1767500043478261,46.73268067826087,22.509710204347826,2.2340579739130435,2.8249999999999997,10.770833333333334,39,2.2,63,8.8,297,0.4,12.8,12.2,93.0,15.8,12.4,-,-,-,-,-,-,1024.3,1023.6,-,7.03,5037.061688311688,278.68560606060606
2020-02-15,0.1394818804347826,26.23065223478261,14.798115834782609,2.143623204347826,4.979166666666667,19.345833333333335,38,3.4,75,12.9,331,0.0,15.6,14.9,92.0,21.2,12.7,-,-,-,-,-,-,1022.7,1022.0,-,11.84,4724.448051948052,250.6969696969697
2020-02-16,0.18536593695652173,39.32057969565217,25.773260717391306,2.7540579391304347,6.945833333333333,26.97083333333333,43,2.1,18,12.4,265,0.0,21.1,15.6,53.0,28.1,14.4,-,-,-,-,-,-,1010.4,1009.7,-,9.62,6095.058441558442,571.6136363636364
2020-02-17,0.23691666521739133,57.406594600000005,29.575724613043477,3.666086978260869,3.6750000000000003,20.133333333333333,44,1.4,103,7.2,246,0.0,26.6,19.1,46.0,34.0,19.5,-,-,-,-,-,-,1009.8,1009.1,-,18.60,6290.962025316456,590.7352941176471
2020-02-18,0.19328728814229248,30.691666642857143,24.466190657142857,2.419637691304348,10.979166666666666,25.4875,228,4.0,230,8.2,201,0.0,17.2,15.7,85.0,23.7,15.6,-,-,-,-,-,-,1013.4,1012.7,-,16.46,6454.984375,588.177536231884
2020-02-19,0.17651939173913042,32.04782606086957,23.02297099130435,2.2852898260869567,5.075,13.5,223,2.4,45,6.7,165,0.0,16.1,15.7,96.0,26.0,12.6,-,-,-,-,-,-,1009.3,1008.6,-,24.13,6298.351744186047,580.4261744966443
2020-02-20,0.1957255263833992,51.38166679130435,25.05362319565217,2.911606059090909,3.3083333333333336,14.258333333333333,60,2.9,69,10.8,339,0.0,15.9,13.6,76.0,21.8,12.4,-,-,-,-,-,-,1013.5,1012.8,-,11.84,7629.8654970760235,679.1052631578947
2020-02-21,0.2216630456521739,62.58217353478261,31.27282634347826,2.5438405739130436,2.8541666666666665,18.729166666666668,24,3.2,234,10.8,287,0.0,21.7,15.5,49.0,30.5,15.9,-,-,-,-,-,-,1001.3,1000.6,-,12.86,5661.862573099415,282.7203947368421
2020-02-22,0.1577934695652174,30.86739146521739,17.658768286956523,2.204855095652174,5.166666666666667,18.995833333333334,149,0.7,195,10.8,181,8.6,15.1,12.9,76.0,21.4,12.0,-,-,-,-,-,-,1008.6,1007.9,-,12.42,5483.470760233919,254.88486842105263
2020-02-23,0.13908695,28.031956682608694,17.50753624782609,2.3542029217391307,2.1041666666666665,7.416666666666667,297,0.6,64,7.7,233,0.0,11.8,11.6,97.0,22.4,8.4,-,-,-,-,-,-,1021.9,1021.2,-,25.17,6828.724852071006,658.4833333333333
2020-02-24,0.11994960108695653,37.22789839130435,19.698478247826085,2.4205797304347825,2.1125000000000003,13.112499999999999,50,4.5,60,12.9,355,0.0,17.4,12.9,57.0,20.9,11.8,-,-,-,-,-,-,1024.3,1023.6,-,24.54,6912.081871345029,685.0197368421053
2020-02-25,0.16304012908902693,45.7137677173913,28.330724556521737,2.8203622999999998,3.4125,13.441666666666668,225,2.1,43,8.2,269,0.0,15.4,13.9,84.0,21.3,15.0,-,-,-,-,-,-,1021.6,1020.9,-,11.05,7051.350877192983,673.3618421052631
2020-02-26,0.1676775347826087,37.451016775,21.214533385,2.532391304347826,2.9375,12.795833333333334,48,3.4,51,10.8,323,0.0,17.1,14.7,76.0,21.0,15.4,-,-,-,-,-,-,1017.8,1017.1,-,14.18,7159.160818713451,664.5098684210526
2020-02-27,0.2935770870600414,78.5693472,38.97753630434783,3.3077536608695652,5.370833333333334,21.454166666666666,57,1.2,244,8.2,191,0.0,20.9,14.8,48.0,26.9,15.2,-,-,-,-,-,-,1007.9,1007.2,-,11.95,6321.4971428571425,531.0641025641025
2020-02-28,0.23183890059288534,74.60855111304348,32.161739295652175,1.9831884173913041,4.416666666666667,21.1375,52,2.5,347,14.9,326,0.0,19.1,15.8,69.0,32.0,12.1,-,-,-,-,-,-,1007.0,1006.3,-,12.07,5552.903726708075,274.3041958041958
2020-02-29,0.1318587,23.230651913043477,16.74500014347826,1.1006521608695652,3.404166666666667,19.666666666666668,195,4.1,177,12.4,252,0.6,13.5,10.6,67.0,21.0,13.5,-,-,-,-,-,-,1013.2,1012.5,-,17.77,5324.496932515337,257.75172413793103
2020-03-01,0.12336593695652173,25.527391317391306,15.884347978260871,1.7294927608695654,4.220833333333333,16.8125,39,2.7,33,10.8,403,0.0,16.1,13.6,74.0,20.4,12.9,-,-,-,-,-,-,1022.7,1022.0,-,21.74,6407.112121212122,556.0374149659864
2020-03-02,0.1526063530952381,33.74182537142857,24.94849209047619,2.030396819047619,6.673913043478261,24.369565217391305,54,4.9,56,11.3,267,0.0,17.1,15.0,79.0,23.2,16.0,-,-,-,-,-,-,1021.1,1020.4,-,13.52,6585.018404907975,567.3448275862069
2020-03-03,0.2467543852402746,51.15913077826087,30.97905789130435,4.396594191304348,5.425,23.933333333333334,46,1.8,221,12.4,280,0.8,23.1,17.4,54.0,31.2,14.3,-,-,-,-,-,-,1005.6,1004.9,-,11.05,6690.414110429448,565.9206896551724
2020-03-04,0.07962681304347825,14.91710133478261,13.192391273913042,1.7179710086956521,4.945833333333334,21.733333333333334,191,3.7,161,11.8,193,0.0,12.2,8.9,62.0,17.3,11.7,-,-,-,-,-,-,1017.3,1016.6,-,13.88,6909.75748502994,603.5206896551724
2020-03-05,0.2255362347826087,49.0726809173913,28.90065222173913,1.5203623086956524,7.1000000000000005,32.1875,56,0.3,54,9.8,255,0.0,10.4,8.7,78.0,18.2,5.0,-,-,-,-,-,-,1029.1,1028.4,-,22.59,7290.362275449102,589.0379310344828
2020-03-06,0.14176844604743083,49.91304377391304,27.716739160869565,0.6236231869565217,4.933333333333334,21.204166666666666,14,2.8,89,13.9,474,0.0,12.5,9.4,64.0,19.1,8.2,-,-,-,-,-,-,1030.1,1029.4,-,21.98,5666.559880239521,291.7758620689655
2020-03-07,0.12227537391304348,23.610869439130436,16.621884008695652,1.3237681130434782,7.433333333333334,27.1125,48,5.0,34,11.3,301,0.0,16.7,14.0,73.0,22.0,12.5,-,-,-,-,-,-,1018.2,1017.5,-,20.75,5340.209090909091,250.21328671328672
2020-03-08,0.13909782826086958,14.513478373913044,16.847608647826085,1.638405795652174,9.441666666666666,26.758333333333336,215,3.2,199,8.8,260,0.0,15.1,13.6,84.0,23.1,12.4,-,-,-,-,-,-,1012.5,1011.8,-,11.49,5977.148734177215,546.5760869565217
2020-03-09,0.17472658330039526,49.67355055652174,31.785797173913046,2.9708695695652176,4.766666666666667,22.84583333333333,62,2.4,278,8.8,282,0.0,18.4,15.5,72.0,29.5,15.1,-,-,-,-,-,-,1002.6,1001.9,-,8.82,6334.152317880795,559.03125
2020-03-10,0.09249637391304348,16.023478282608696,14.718188378260871,2.067391308695652,1.8208333333333335,6.629166666666666,230,4.4,235,11.8,330,1.0,13.9,13.4,94.0,17.5,13.8,-,-,-,-,-,-,1004.6,1003.9,-,6.44,6459.980132450331,554.625
2020-03-11,0.08728985,18.389420460869566,18.64289850869565,1.5873188304347827,2.370833333333333,12.995833333333332,218,2.8,175,10.8,233,0.0,11.9,9.6,72.0,15.1,11.1,-,-,-,-,-,-,1016.6,1015.9,-,10.45,6539.722929936306,602.2689393939394
2020-03-12,0.1635362304347826,37.43159406521739,28.447536217391303,1.7455797130434783,4.570833333333334,15.420833333333334,232,0.9,56,7.2,139,0.0,11.9,9.8,75.0,21.5,11.0,-,-,-,-,-,-,1024.8,1024.1,-,17.74,6788.5,587.094696969697
2020-03-13,0.16055797173913045,47.82782582608696,27.748985521739133,2.1402898565217394,4.7625,14.770833333333334,6,1.4,61,10.8,350,0.0,13.1,11.2,78.0,17.8,10.7,-,-,-,-,-,-,1026.7,1026.0,-,14.46,5252.544025157233,291.5113636363636
2020-03-14,0.1400253652173913,27.875072413043476,18.34282610434783,1.7788405826086957,3.5666666666666664,12.129166666666668,52,3.9,63,10.3,213,0.0,15.0,13.0,78.0,19.2,13.1,-,-,-,-,-,-,1017.9,1017.2,-,14.20,4805.091194968553,247.18560606060606
2020-03-15,0.12569927173913042,19.946738773913044,15.84442026521739,1.686304356521739,3.829166666666667,13.695833333333333,77,0.7,62,12.4,290,0.0,15.7,14.0,82.0,19.1,12.9,-,-,-,-,-,-,1015.8,1015.1,-,11.67,6059.298742138365,564.2159090909091
2020-03-16,0.14330434565217393,23.686811573913044,13.66884065652174,2.6981159608695653,5.533333333333334,28.254166666666666,220,1.6,174,12.9,351,0.0,15.3,14.4,90.0,22.3,11.7,-,-,-,-,-,-,1009.4,1008.7,-,18.06,5993.197452229299,575.8560606060606
2020-03-17,0.12903985869565215,21.33398565652174,20.222101552173914,1.855724652173913,5.741666666666667,16.320833333333333,249,3.2,173,9.8,175,0.0,9.6,7.8,77.0,16.4,9.5,-,-,-,-,-,-,1024.8,1024.1,-,12.83,6136.430921052632,602.2286821705426
2020-03-18,0.24483695217391305,54.72963736521739,30.98949266521739,3.182826069565217,6.970833333333334,22.683333333333334,58,0.7,44,8.2,226,0.0,8.0,7.1,87.0,16.6,2.3,-,-,-,-,-,-,1022.5,1021.8,-,19.47,5984.976470588235,638.6490066225166
2020-03-19,0.2703804304347826,49.39326075217391,31.592101682608696,5.344855065217391,6.779166666666666,24.391666666666666,310,0.7,69,6.7,147,0.0,12.0,11.4,93.0,25.9,7.7,-,-,-,-,-,-,1012.4,1011.7,-,19.56,6047.993939393939,620.2847682119206
2020-03-20,0.21747308364389234,39.03282612608695,29.927101426086956,1.9480434695652173,5.595833333333334,14.9125,195,2.1,212,7.7,117,0.6,13.2,10.6,70.0,13.8,9.3,-,-,-,-,-,-,1011.9,1011.2,-,3.92,4040.88,297.12422360248445
2020-03-21,0.17268840434782606,26.250942173913042,19.64768123478261,2.153043495652174,7.4624999999999995,23.78333333333333,30,2.4,47,13.9,319,0.0,12.7,10.4,73.0,16.4,9.7,-,-,-,-,-,-,1016.5,1015.8,-,6.01,3718.8061797752807,266.3567073170732
2020-03-22,0.18639131304347828,25.162608426086955,20.78934770869565,3.0316666739130436,23.891666666666666,32.12083333333333,127,0.7,281,8.8,188,0.0,12.5,12.0,94.0,28.0,7.6,-,-,-,-,-,-,1005.4,1004.7,-,15.77,5310.904494382023,604.9634146341464
2020-03-23,0.13190838747412006,38.12499932857143,22.999761966666668,2.6260869478260873,3.1333333333333333,25.1375,53,3.1,174,18.5,338,3.8,13.2,11.0,75.0,18.1,12.5,-,-,-,-,-,-,1004.4,1003.7,-,9.99,5164.390449438202,644.484756097561
2020-03-24,0.17811956739130436,32.96087020434783,26.449855339130433,2.2715942130434783,4.154166666666667,8.804166666666667,224,1.6,202,13.9,149,0.0,6.5,3.8,60.0,13.2,1.7,-,-,-,-,-,-,1004.7,1004.0,-,5.53,4349.0,544.9573170731708
2020-03-25,0.2217432798418972,47.907318786956516,25.512971169565215,2.8686232086956522,6.316666666666666,18.537499999999998,21,1.4,57,11.8,273,0.0,9.5,7.5,74.0,17.5,4.0,-,-,-,-,-,-,1013.6,1012.9,-,17.39,1231.1741573033707,305.1219512195122
2020-03-26,0.09687680000000001,22.96521745652174,16.368840613043478,3.524637695652174,5.070833333333334,18.441666666666666,219,0.5,98,7.7,217,0.8,10.4,10.2,97.0,23.4,8.6,-,-,-,-,-,-,1012.6,1011.9,-,16.66,1196.5252808988764,278.4176829268293
2020-03-27,0.03942391739130435,6.3268116,8.354275373913044,2.1087681,3.75,11.841666666666667,206,3.6,216,13.4,278,0.2,12.8,11.5,85.0,13.6,10.4,-,-,-,-,-,-,1018.5,1017.8,-,5.31,655.2708333333334,129.25
2020-03-28,0.05377174130434783,7.080289839130435,11.283768126086956,1.532681156521739,2.0875,7.183333333333334,231,1.7,165,8.2,193,0.2,9.9,9.0,88.0,16.7,9.3,-,-,-,-,-,-,1027.4,1026.7,-,8.96,536.547619047619,97.40259740259741
2020-03-29,0.06437680869565217,7.557028982608696,10.4562318,1.5401449260869566,2.1083333333333334,4.075,237,2.0,175,8.8,245,11.6,8.9,8.7,97.0,14.1,7.2,-,-,-,-,-,-,1032.9,1032.1,-,4.22,1162.2941176470588,252.77564102564102
2020-03-30,0.062485506521739134,19.800651804347826,14.884782573913045,1.8809420434782609,3.095833333333333,11.8375,226,2.2,65,9.3,233,23.6,11.2,11.0,97.0,15.0,8.9,-,-,-,-,-,-,1027.4,1026.7,-,3.41,1241.892857142857,259.43506493506493
2020-03-31,0.05409782826086957,20.496376917391302,13.826086986956522,2.075144908695652,3.5708333333333333,14.829166666666666,38,1.5,49,7.7,174,0.2,13.8,13.2,93.0,18.9,11.1,-,-,-,-,-,-,1023.8,1023.1,-,12.95,1309.830357142857,267.1266233766234
2020-04-01,0.05977898260869565,14.633115991304349,14.375507126086958,2.3229710173913043,4.754166666666667,13.475,275,1.4,275,5.7,167,0.0,12.4,11.5,89.0,20.7,12.0,-,-,-,-,-,-,1020.9,1020.2,-,13.25,1332.5821917808219,259.07575757575756
2020-04-02,0.05984782826086956,11.778623173913045,15.440362343478261,2.447536243478261,5.241666666666666,11.487499999999999,263,1.7,245,6.2,142,0.0,12.1,11.0,87.0,20.2,11.1,-,-,-,-,-,-,1022.3,1021.6,-,13.80,1388.9409722222222,230.48425196850394
2020-04-03,0.06497825869565217,18.87608690869565,15.284347695652173,2.1576087130434782,4.458333333333333,10.208333333333334,325,0.6,1,8.2,258,0.0,11.2,10.7,93.0,17.5,9.3,-,-,-,-,-,-,1024.0,1023.3,-,11.63,795.6145833333334,94.96456692913385
2020-04-04,0.03832608913043478,12.780217208695653,7.018043491304348,2.2337681304347825,2.4291666666666667,9.408333333333333,43,3.5,97,12.4,453,0.0,13.0,12.2,90.0,16.8,11.2,-,-,-,-,-,-,1026.4,1025.7,-,7.94,724.8368794326241,79.60483870967742
2020-04-05,0.03657608260869565,12.460724469565218,7.786449291304348,2.1645652260869563,5.854166666666667,21.458333333333332,40,4.3,46,11.8,331,0.0,15.0,13.1,79.0,18.4,13.0,-,-,-,-,-,-,1025.4,1024.7,-,15.13,1396.1382978723404,232.8266129032258
